Woche,Region_1_Fieber,Region_2_Fieber,Region_3_Fieber,Region_4_Fieber,Region_5_Fieber,Region_6_Fieber,Region_1_fièvre,Region_2_fièvre,Region_3_fièvre,Region_4_fièvre,Region_5_fièvre,Region_6_fièvre,Region_1_husten,Region_2_husten,Region_3_husten,Region_4_husten,Region_5_husten,Region_6_husten,Region_1_toux,Region_2_toux,Region_3_toux,Region_4_toux,Region_5_toux,Region_6_toux,Region_1_Fieber_trend,Region_1_Fieber_seasonal,Region_1_Fieber_resid,Region_2_Fieber_trend,Region_2_Fieber_seasonal,Region_2_Fieber_resid,Region_3_Fieber_trend,Region_3_Fieber_seasonal,Region_3_Fieber_resid,Region_4_Fieber_trend,Region_4_Fieber_seasonal,Region_4_Fieber_resid,Region_5_Fieber_trend,Region_5_Fieber_seasonal,Region_5_Fieber_resid,Region_6_Fieber_trend,Region_6_Fieber_seasonal,Region_6_Fieber_resid,Region_1_fièvre_trend,Region_1_fièvre_seasonal,Region_1_fièvre_resid,Region_2_fièvre_trend,Region_2_fièvre_seasonal,Region_2_fièvre_resid,Region_3_fièvre_trend,Region_3_fièvre_seasonal,Region_3_fièvre_resid,Region_4_fièvre_trend,Region_4_fièvre_seasonal,Region_4_fièvre_resid,Region_5_fièvre_trend,Region_5_fièvre_seasonal,Region_5_fièvre_resid,Region_6_fièvre_trend,Region_6_fièvre_seasonal,Region_6_fièvre_resid,Region_1_husten_trend,Region_1_husten_seasonal,Region_1_husten_resid,Region_2_husten_trend,Region_2_husten_seasonal,Region_2_husten_resid,Region_3_husten_trend,Region_3_husten_seasonal,Region_3_husten_resid,Region_4_husten_trend,Region_4_husten_seasonal,Region_4_husten_resid,Region_5_husten_trend,Region_5_husten_seasonal,Region_5_husten_resid,Region_6_husten_trend,Region_6_husten_seasonal,Region_6_husten_resid,Region_1_toux_trend,Region_1_toux_seasonal,Region_1_toux_resid,Region_2_toux_trend,Region_2_toux_seasonal,Region_2_toux_resid,Region_3_toux_trend,Region_3_toux_seasonal,Region_3_toux_resid,Region_4_toux_trend,Region_4_toux_seasonal,Region_4_toux_resid,Region_5_toux_trend,Region_5_toux_seasonal,Region_5_toux_resid,Region_6_toux_trend,Region_6_toux_seasonal,Region_6_toux_resid
2013-01-06,14.0123589668083,6.718790300556189,10.52977255587544,18.725192584425155,19.568543278566032,9.570588313123494,25.224383799899,35.74886308435871,0.0,0.0,0.0,0.0,3.7246239774489673,14.342245304963953,31.129173844774808,25.053194204464734,32.63717304661898,22.39872538772073,30.496017285949296,14.349504825010445,0.0,0.0,15.939438960243656,0.0,12.982448272341895,3.443422791569191,-2.4135120971027852,14.329878441594614,-9.87192407123227,2.260835930193844,19.712765908645153,-6.610241610779564,-2.5727517419901496,14.35968383869423,2.678369721487968,1.687139024242958,20.23270147675531,0.018146541713858794,-0.6823047399031346,18.10018252708589,-8.698644404921072,0.16905019095867502,20.241098519732525,7.554112627230951,-2.5708273470644727,6.658926673720942,-3.666189935238987,32.75612634587676,0.03809281902037673,-0.0453392137472644,0.007246394726887671,0.0,0.0,0.0,7.444212177866173,-7.4169247011263435,-0.02728747673982923,0.0,0.0,0.0,7.329988537837799,2.5713131653412122,-6.176677725730045,15.973825349226088,-1.505596594109962,-0.12598345015217305,14.002719174303156,10.964591780373064,6.161862890098586,17.379093017394066,9.575588089608372,-1.9014869025377035,18.625146143716556,12.662125052154346,1.3499018507480827,6.3506859639943505,15.340631250673876,0.7074081730525039,14.57090989651858,13.0935921294944,2.8315152599363156,11.198573021203387,-3.998768342136953,7.14970014594401,2.3513760248590896,-2.343349301519537,-0.008026723339552788,2.0868603644719497,-2.0666895898693247,-0.020170774602624952,16.632225178689353,9.115253195236024,-9.80803941368172,0.5787089275707081,-0.585378338426022,0.0066694108553139175
2013-01-13,31.712180819618787,22.076025273256047,11.429791166459836,21.564837930500214,34.282884518853066,51.23539540736243,15.337335409480426,0.0,0.0,0.0,10.044545721017801,0.0,7.977211376718059,22.616617596289306,24.501798379414822,4.480121376060393,27.740772475129468,0.0,10.8270692682898,22.422398352303773,0.0,21.010280881289752,27.927016718242257,0.0,12.950275741132145,14.247842031464357,4.514063047022283,14.37871279500962,5.783643865501046,1.9136686127453828,19.644809548905663,-10.319893545396157,2.1048751629503286,14.313922191029905,1.6379023727172002,5.61301336675311,20.19353912718122,13.50317339015303,0.5861720015188148,17.95840783735552,31.024116129576775,2.2528714404301375,20.163191964427,-5.079976311139661,0.2541197561930879,6.640493596891064,-4.936114381656352,-1.7043792152347121,0.03803573215368986,-0.04508106396364636,0.0070453318099565,0.0,0.0,0.0,7.426358518107353,-2.6281290454096506,5.246316248320099,0.0,0.0,0.0,7.387131254293904,-2.6976149267076464,3.287695049131801,15.941713861154579,7.379162886954888,-0.7042591518201604,13.997554507667703,8.686493444217161,1.8177504275299583,17.337922343099073,-10.262127716055819,-2.5956732509828626,18.576824461160385,11.147622531317898,-1.9836745173488168,6.362914840810307,-4.214760904992094,-2.148153935818213,14.544838745184627,-3.118452808263921,-0.5993166686309053,11.119012840181368,6.2476949842787475,5.055690527843657,2.346442162625552,-2.3629567999854997,0.016514637359947848,2.0797748272632894,-1.889659274932926,20.820165328959387,16.739837527196542,6.977492727583513,4.2096864634622015,0.5817640882035,-0.5758442641013152,-0.005919824102184834
2013-01-20,14.719023538818234,14.796605376704647,31.569785633819947,15.232216077803507,27.831361755678433,10.026330613748424,13.586975232895053,0.0,0.0,0.0,0.0,0.0,16.034321021900997,29.236115429349596,23.007169674425413,18.008812183962643,27.358350673332154,0.0,20.094054891594226,0.0,0.0,0.0,23.90915844036548,0.0,12.91790185889245,0.23888343664705558,1.5622382432787294,14.427807459470278,4.478134204140213,-4.109336286905844,19.576981568430572,12.73102178869429,-0.738217723304917,14.268282057141278,3.009195814432133,-2.045261793769903,20.154500983336842,6.462740334379917,1.2141204379616752,17.816844325124556,-5.343709973681254,-2.4468037376948786,20.085231188611125,-3.2203113812909847,-3.2779445744250886,6.621953345189049,-6.399164902629642,-0.22278844255940733,0.03797972882779838,-0.04010214877337642,0.00212241994557804,0.0,0.0,0.0,7.408499042360787,-7.3743969670741345,-0.03410207528665232,0.0,0.0,0.0,7.443947188173017,4.759198710326762,3.8311751234012172,15.909801932567175,10.40858870125616,2.9177247955262597,13.992969159483952,8.266143996214117,0.7480565187273438,17.296576589302394,-0.12284489587782932,0.8350804905380791,18.528672084652023,7.415399602411444,1.4142789862686875,6.375158297527158,-3.846218417170862,-2.528939880356296,14.519188067481211,6.9870126554069,-1.412145831293886,11.039558064068288,-7.330407856293899,-3.709150207774389,2.3415125436413637,-2.346059643403366,0.0045470997620022935,2.072687693550888,-2.056630761149938,-0.016056932400950075,16.847387767694215,4.4701998224232025,2.591570850248061,0.5848173482513253,-0.5732384649490291,-0.011578883302296172
2013-01-27,10.902479393093873,25.915334016431014,17.002196442603267,25.504522641858287,31.776983061440852,12.305042116873064,31.616717708319683,35.74886308435871,0.0,0.0,35.155910023562306,0.0,3.7975542018756028,23.719867235132686,50.5521894114196,15.12740223452862,38.69032835456426,0.0,11.163363828663458,0.0,0.0,0.0,43.83345714067005,0.0,12.885321612349083,0.19264787571855552,-2.1754900949737657,14.47716161936941,0.4220596653841623,11.016112731677444,19.50929044831125,-4.4558826494129695,1.9487886437049866,14.222756264735185,10.712566008603641,0.5692003685194607,20.115592419935528,12.024384395061958,-0.36299375355663344,17.67549437408434,-8.939938058073743,3.5694858008624664,20.007216191831468,8.369156579193614,3.2403449372946014,6.603306531336477,-6.376820640432521,35.52237719345475,0.037924795941339524,-0.03800239487259108,7.75989312515532e-05,0.0,0.0,0.0,7.390633681379919,11.48136816661235,16.28390817557004,0.0,0.0,0.0,7.50043022737844,3.014675123520143,-6.717551149022981,15.878097493596904,4.28770030177695,3.5540694397588304,13.988965788430912,33.55358299864051,3.0096406243481777,17.255060933140683,0.8644669037434457,-2.992125602355509,18.48069655931486,19.459826808093137,0.74980498715626,6.387423197737586,-4.220303273476218,-2.1671199242613683,14.493967713279893,-1.5222827266028958,-1.8083211580135394,10.96018898871039,-9.916288455114291,-1.0439005335960996,2.336587283776823,-2.3606590624616235,0.02407177868480037,2.065598866164799,-2.0513329245936958,-0.01426594157110328,16.954884270034235,30.16449696909485,-3.2859240984590343,0.5878686404929668,-0.5851224143606072,-0.0027462261323596415
2013-02-03,0.0,52.01297905255295,17.496488867801265,2.2135938055722675,22.871538653763015,0.0,20.355468140369197,0.0,0.0,0.0,35.155910023562306,0.0,0.0,29.722995564388256,31.69409724918384,13.72031104341902,27.955234393331875,0.0,21.26359000409657,21.71407392599521,46.75098348993181,0.0,19.92429870030457,0.0,12.852527193717465,-12.491552133507508,-0.36097506020995773,14.526777383445038,38.70543685804853,-1.2192351889406172,19.441744673952158,-1.2646727480395967,-0.6805830581112957,14.177338652662451,-10.865729483291965,-1.0980153637982184,20.07681730795742,3.462727184111416,-0.6680058383058203,17.534361994429318,-12.014087989749488,-5.52027400467983,19.92915014350716,-3.306545132134042,3.732863128996076,6.584554749121328,-6.586838038328098,0.0022832892067699007,0.037870912814572666,-0.03633413786454727,-0.0015367749500253963,0.0,0.0,0.0,7.3727624302498675,-7.441546407846025,35.22469400115847,0.0,0.0,0.0,7.556569507167505,-9.129647875965082,1.5730783687975771,15.846603841141858,10.229654104365157,3.6467376188812413,13.985544480890004,15.86447182567373,1.8440809426201064,17.21338147538573,-5.268977156750787,1.7759067247840754,18.432904269945478,9.098747995115676,0.42358212827071995,6.399721889249723,-3.9836610839521636,-2.4160608052975596,14.469190826773707,4.088782439338993,2.7056167379838723,10.880889426465146,10.631796791456534,0.20138770807352913,2.3316664736447916,-2.2291688515511408,46.64848586783816,2.0585082703604063,-2.04693598085982,-0.011572289500586308,17.062331522324275,-0.33350851661668374,3.1954756945969756,0.5909179191441386,-0.5913383382789094,0.0004204191347707553
2013-02-10,16.86872122127468,41.70733457047742,44.76627853612229,34.09790508969756,31.97995583705367,48.52486230467777,26.82977672784203,0.0,1.9222876109358291,0.0,20.089091442035603,0.0,0.0,11.584121207855496,7.3386265083819495,37.56591099125812,29.393316703488054,0.0,26.101047663184065,40.61404220986489,0.0,9.454626396580387,23.90915844036548,0.0,12.819513542024664,11.212066627211527,-7.162858947961512,14.576651386138591,26.55802273093932,0.572660453399509,19.374350946057667,24.13215080085902,1.2597767892056062,14.13202343706161,22.066620795753792,-2.10073914311784,20.03818002527534,9.817464305596117,2.124311506182213,17.393448826341768,20.611585476295602,10.519828002040398,19.851031221518216,2.275396287459618,4.703349218864197,6.565699666340791,-6.790176723804106,0.22447705746331525,0.03781805709472177,-0.0040947660592800215,1.8885643199003874,0.0,0.0,0.0,7.35488529917843,12.753611977915234,-0.019405835058061705,0.0,0.0,0.0,7.612360014268147,-3.235080926010337,-4.3772790882578105,15.815317619185151,2.185762030379279,-6.416958441708935,13.982700380022868,-5.208149707188134,-1.4359241644527838,17.17154773262267,19.30433920134896,1.0900240572864917,18.3853002668488,8.12520333053952,2.882813106099732,6.41207189655111,-7.679961777942947,1.2678898813918371,14.444873091268919,8.09448546354154,3.5616891083736046,10.80164564469876,1.3379554756342047,28.47444108953193,2.326750158900189,-2.3264521007047865,-0.00029805819540262846,2.051415856407297,7.25376372308208,0.1494468170910106,17.169736678638465,10.96730957991112,-4.227887818184104,0.5939651468018424,-0.5898160611822564,-0.004149085619586046
2013-02-17,33.47397236369414,32.371377329727665,19.437676266246175,30.434765868039726,33.847706325348994,24.274480715756457,19.75160257446275,0.0,0.0,0.0,0.0,0.0,0.0,30.890989887614662,17.570737468717084,49.074347795742774,24.623282036796127,12.961311029772963,24.892930261017085,15.654005263647758,0.0,0.0,43.599871471517424,0.0,12.786279071743783,20.80684188580889,-0.11914859385853482,14.626779859504614,16.171458415796888,1.5731390544261625,19.307116125782848,-1.3581516676346306,1.488711808097957,14.086806926333042,16.77254788271267,-0.4245889410059842,19.999685529788835,14.23712011467257,-0.389099319112411,17.252760138524216,11.676614145706537,-4.6548935684742965,19.7728493547821,-0.1315488895762444,0.11030210925689587,6.546742847574834,-4.731221204794012,-1.8155216427808227,0.03776620745920012,-0.050818547696445886,0.013052340237245767,0.0,0.0,0.0,7.337002305768659,-7.318266161648339,-0.018736144120320652,0.0,0.0,0.0,7.6677977904290335,-8.139642874391438,0.4718450839624042,15.784231452632273,12.571599043965547,2.535159391016844,13.980425492400968,2.574252586338752,1.0160593899773644,17.129567695378476,28.736117936145202,3.2086621642190956,18.337888182774794,8.32074951296918,-2.0353556589478465,6.424494832870041,0.7196330219021335,5.817183175000789,14.421026298492716,7.324201742298489,3.147702220225881,10.722443721604192,6.86263667464129,-1.9310751325977247,2.3218383737582258,-2.3447369757399716,0.02289860198174587,2.0443215310378027,-2.0266727611073145,-0.01764876993048814,17.277105234988415,28.74014742366821,-2.417381187139199,0.597010287820373,-0.5979670644438503,0.0009567766234772623
2013-02-24,19.62536471842431,20.156370901668566,48.44003844703114,19.69625440505209,27.89439433088639,29.79140815115565,48.37261583780598,0.0,0.0,0.0,0.0,0.0,8.994143111790171,25.37474169339776,13.846141796176274,25.004819547996185,17.367955355018317,0.0,21.203586696141365,23.694338894825744,0.0,14.707196616902827,15.939438960243656,0.0,12.752830603331184,4.756797708016113,2.1157364070770157,14.677158032048505,1.9258074137467935,3.5534054558732695,19.240045480974526,28.640729493617595,0.5592634724390209,14.041688863667709,6.360599608088279,-0.7060340667038965,19.961336766380384,6.5585715616825775,1.3744860028234278,17.112294502397685,8.18334741379395,4.495766234964016,19.69458637732285,26.318569275061048,2.3594601854220834,6.527686103812354,-6.639762224825079,0.11207612101272435,0.037715336662349885,-0.03571686094975464,-0.0019984757125952463,0.0,0.0,0.0,7.319113510929631,-7.3229643760176755,0.0038508650880446638,0.0,0.0,0.0,7.7228836932422436,-4.74975024373975,6.0210096622876765,15.75334299992142,10.269651287909339,-0.648252594433,13.978712695209435,-2.077046092248226,1.944475193215066,17.087446450651015,7.21172233678635,0.705650760558818,18.29066889387807,-0.3136133194077848,-0.6091002194519675,6.43701014131011,-4.308864113703815,-2.128146027606295,14.39765581875214,4.597821598728329,2.208109278660894,10.64327005042931,14.977441908980262,-1.926373064583828,2.3169311418313914,-2.336959213664985,0.020028071833593675,2.0372249651088326,-1.8569650673062723,14.526936719100268,17.38444805174466,-4.7191480599964075,3.2741389684954036,0.6000533126413553,-7.872833248817271,7.272779936175915
2013-03-03,0.0,17.95251995146991,22.72592982121843,12.929299641626894,19.896432507812868,31.446397168890293,20.523680777867277,0.0,0.0,0.0,0.0,0.0,16.878852224949327,13.238995666120568,17.649020172002064,1.993536046937189,19.41544127219572,23.678652552733343,21.2891341264412,0.0,0.0,0.0,35.86373766054822,15.608867866007477,12.71917696441065,-7.379826375608821,-5.339350588801829,14.727777565454712,1.4378127694966276,1.7869296165185702,19.173142038313944,4.887370908562116,-1.3345831256576304,13.996670687266228,-3.9892247723505503,2.921853726711216,19.923136279096436,0.6989482987363252,-0.7256520700198941,16.97205261379205,0.833238425512068,13.641106129586174,19.616220918676483,36.586357652898485,-35.67889779370769,6.508533530276579,-6.267986415585249,-0.2405471146913296,0.03766539613947081,-0.03510865246536697,-0.0025567436741038355,0.0,0.0,0.0,7.3012190169732785,-7.31427357698565,0.01305456001237193,0.0,0.0,0.0,7.777617635420033,0.9387202159915484,8.162514373537746,15.722648714007063,2.5974209960930263,-5.0810740439795214,13.977553201061717,-0.22314701937544637,3.8946139903157935,17.04518449898171,-11.35625455768291,-3.69539389436161,18.24364525844144,1.4683616712447136,-0.29656565749043295,6.449631170784001,-10.601605056208701,27.830626438158042,14.374761034583702,9.276423940628334,-2.362050848770835,10.564114094891599,-9.179737513489323,-1.3843765814022753,2.3120284362375427,-2.304288890686225,-0.007739545551317839,2.030125781252347,-2.010291550732836,-0.019834230519511387,17.491779752037214,13.08437661925391,5.287581289257094,0.6030941923407075,-0.6066984749882048,15.612472148654975
2013-03-10,21.917019756173648,22.95513645595145,23.301435230062864,13.375137560303683,22.837310350118507,9.570588313123494,23.73421558635464,0.0,0.0,0.0,0.0,0.0,13.778819650694828,16.343671529030825,16.730754670379667,19.773349931683317,19.676292049386692,0.0,15.636672878706493,9.61623273865502,0.0,0.0,19.898961078692956,0.0,12.685326437077785,15.649629344668366,-6.417936025572503,14.778624342779231,8.964356486495715,-0.7878443733234963,19.10640825607894,3.8752181389714857,0.31980883501243795,13.95175425337332,0.6135420684285184,-1.1901587614981555,19.885085421482195,0.8965114165226076,2.055713512113705,16.83202831465941,-0.6686180700651485,-6.592821931470768,19.537727631684792,1.393513879417009,2.8029740752528376,6.489289780382223,-5.136767453152283,-1.3525223272299405,0.037616333882244946,-0.03754503861246147,-7.129526978347234e-05,0.0,0.0,0.0,7.283318923270154,-7.30297140385533,0.01965248058517588,0.0,0.0,0.0,7.83199040850168,10.134365312621743,-4.187536070428594,15.69214650901267,-1.8747967331007693,2.526321753118925,13.976933903984259,5.8527416239020775,-3.098920857506668,17.00278159109292,4.212151322729508,-1.44158298213911,18.19682181178595,4.19926012157567,-2.7197898839749257,6.462372617188556,-4.800618531483781,-1.661754085704775,14.352338002226709,0.7302027413374534,0.5541321351423303,10.484968906412416,-2.5572001722925446,1.6884640045351489,2.3071301845193344,-2.2966879466498025,-0.010442237869531912,2.023023598998962,-2.0689194486601847,0.045895849661222954,17.599110272055086,0.7119414693309312,1.5879093373069395,0.6061328982874544,-0.6020897339660103,-0.004043164321444137
