region,Jahr-Woche,Bevölkerung 1. Januar,Geburten,Todesfälle,Überschuss,Wanderungssaldo international 1,Wanderungssaldo interkantonal,Bevölkerung 31. Dezember,total,% over Year,Canton Size (km²),Alter 0–19,Alter 20–64,Alter 65 und mehr,Mann,Frau,Schweizer,Ausländer ,Ledig,Verheiratet,Verwitwet,Geschieden,Unverheiratet,In eingetragener Partnerschaft,Aufgelöste Partnerschaft,Städtischer Kernraum,Einflussgebiet Stadt,Ausserhalb des Einflusses städtischer Kerne,BIP in Millionen CHF,BIP Growth Laufende Preise,BIP Growth Preise Vorjahr,BIP pro Kopf,Woche,Bevölkerung,% over week,Pop Density
region_2,2021-W35,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286599.0,865341.0,296227.0,714743.0,733422.0,1185044.0,263122.0,650229.0,593624.0,72549.0,128551.0,96.0,2602.0,484.0,679738.0,385154.0,383274.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,35,1448165.6666666667,0.012088066966871777,153.32018205828467
region_2,2021-W36,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286633.0,865444.0,296259.0,714829.0,733508.0,1185181.0,263156.0,650308.0,593694.0,72557.0,128565.0,96.0,2602.0,484.0,679811.0,385208.0,383318.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,36,1448337.0980392157,0.0120856161205903,153.3424972781388
region_2,2021-W37,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286670.0,865548.0,296292.0,714914.0,733594.0,1185319.0,263191.0,650385.0,593763.0,72564.0,128581.0,96.0,2603.0,485.0,679883.0,385264.0,383363.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,37,1448508.5294117646,0.012083166449879576,153.36481249799294
region_2,2021-W38,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286704.0,865651.0,296325.0,714999.0,733682.0,1185455.0,263224.0,650463.0,593833.0,72574.0,128596.0,96.0,2603.0,485.0,679955.0,385318.0,383407.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,38,1448679.9607843137,0.012080717953888431,153.38712771784705
region_2,2021-W39,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286739.0,865755.0,296357.0,715084.0,733768.0,1185593.0,263259.0,650542.0,593903.0,72581.0,128611.0,96.0,2603.0,485.0,680028.0,385372.0,383451.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,39,1448851.3921568627,0.012078270631691682,153.4094429377012
region_2,2021-W40,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286775.0,865858.0,296389.0,715169.0,733853.0,1185729.0,263294.0,650620.0,593974.0,72590.0,128626.0,96.0,2603.0,485.0,680101.0,385428.0,383495.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,40,1449022.8235294118,0.012075824482430756,153.43175815755532
region_2,2021-W41,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286809.0,865962.0,296423.0,715254.0,733940.0,1185867.0,263327.0,650699.0,594043.0,72597.0,128640.0,96.0,2603.0,485.0,680173.0,385482.0,383540.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,41,1449194.2549019607,0.012073379505187868,153.45407337740946
region_2,2021-W42,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286845.0,866066.0,296455.0,715339.0,734027.0,1186004.0,263361.0,650775.0,594113.0,72606.0,128656.0,96.0,2604.0,485.0,680245.0,385535.0,383584.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,42,1449365.6862745099,0.012070935699111848,153.47638859726356
region_2,2021-W43,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286880.0,866170.0,296488.0,715424.0,734113.0,1186142.0,263396.0,650854.0,594183.0,72613.0,128672.0,96.0,2605.0,485.0,680319.0,385591.0,383628.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,43,1449537.1176470588,0.012068493063314515,153.4987038171177
region_2,2021-W44,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286915.0,866273.0,296521.0,715508.0,734200.0,1186278.0,263430.0,650932.0,594252.0,72622.0,128686.0,96.0,2605.0,485.0,680390.0,385645.0,383672.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,44,1449708.549019608,0.012066051596885488,153.5210190369718
region_2,2021-W45,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286949.0,866377.0,296553.0,715594.0,734286.0,1186416.0,263464.0,651011.0,594322.0,72629.0,128701.0,96.0,2605.0,485.0,680463.0,385700.0,383716.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,45,1449879.9803921569,0.012063611298966196,153.54333425682594
region_2,2021-W46,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,286986.0,866480.0,296587.0,715679.0,734373.0,1186553.0,263498.0,651088.0,594393.0,72637.0,128716.0,96.0,2605.0,485.0,680535.0,385755.0,383760.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,46,1450051.411764706,0.01206117216867586,153.56564947668005
region_2,2021-W47,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,287020.0,866584.0,296619.0,715764.0,734459.0,1186691.0,263534.0,651166.0,594462.0,72645.0,128731.0,96.0,2605.0,485.0,680609.0,385809.0,383805.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,47,1450222.843137255,0.012058734205133703,153.5879646965342
region_2,2021-W48,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,287056.0,866687.0,296650.0,715850.0,734545.0,1186827.0,263567.0,651245.0,594533.0,72654.0,128746.0,96.0,2605.0,485.0,680681.0,385865.0,383849.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,48,1450394.2745098039,0.012056297407444147,153.61027991638832
region_2,2021-W49,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,287090.0,866792.0,296684.0,715934.0,734631.0,1186965.0,263601.0,651323.0,594603.0,72662.0,128761.0,96.0,2607.0,485.0,680753.0,385919.0,383894.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,49,1450565.7058823528,0.012053861774748617,153.63259513624243
region_2,2021-W50,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,287126.0,866895.0,296716.0,716018.0,734718.0,1187101.0,263635.0,651400.0,594673.0,72670.0,128777.0,96.0,2607.0,485.0,680826.0,385973.0,383937.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,50,1450737.137254902,0.012051427306173737,153.65491035609656
region_2,2021-W51,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,287161.0,866999.0,296750.0,716104.0,734805.0,1187239.0,263670.0,651478.0,594742.0,72678.0,128791.0,96.0,2607.0,485.0,680898.0,386029.0,383982.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,51,1450908.568627451,0.01204899400081653,153.6772255759507
region_2,2021-W52,1442337,283.0,249.0,34.0,98.0,37.0,1451080,168.0,0.6206501235333334,8469,287196.0,867102.0,296782.0,716189.0,734891.0,1187376.0,263704.0,651557.0,594812.0,72686.0,128806.0,96.0,2607.0,485.0,680971.0,386083.0,384026.0,110452.12410999999,9.205403333333333,8.181353333333334,71520.00551926799,52,1451080.0,0.01204656185781842,153.69954079580484
region_2,2022-W01,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,286921.0,863725.0,300432.0,716627.0,734453.0,1183556.0,267524.0,655591.0,590825.0,71928.0,130227.0,95.0,1855.0,531.0,681320.0,386515.0,383245.0,0.0,,,,1,1451080.0,,153.706855432264
region_2,2022-W02,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,286957.0,863828.0,300464.0,716710.0,734539.0,1183691.0,267560.0,655670.0,590894.0,71935.0,130242.0,95.0,1856.0,531.0,681390.0,386571.0,383290.0,0.0,,,,2,1451250.3333333333,0.012223250165921407,153.72978294623184
region_2,2022-W03,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,286992.0,863931.0,300498.0,716795.0,734625.0,1183825.0,267594.0,655747.0,590962.0,71943.0,130258.0,95.0,1856.0,531.0,681461.0,386626.0,383333.0,0.0,,,,3,1451420.6666666667,0.012220554304713064,153.75271046019972
region_2,2022-W04,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287027.0,864034.0,300530.0,716881.0,734711.0,1183962.0,267629.0,655826.0,591032.0,71951.0,130272.0,95.0,1856.0,532.0,681533.0,386682.0,383377.0,0.0,,,,4,1451591.0,0.012217859838455544,153.77563797416755
region_2,2022-W05,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287061.0,864137.0,300562.0,716964.0,734797.0,1184097.0,267665.0,655904.0,591100.0,71958.0,130287.0,95.0,1856.0,532.0,681603.0,386738.0,383420.0,0.0,,,,5,1451761.3333333335,0.012215166766023819,153.7985654881354
region_2,2022-W06,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287097.0,864239.0,300595.0,717049.0,734882.0,1184232.0,267699.0,655983.0,591169.0,71966.0,130302.0,95.0,1856.0,532.0,681674.0,386794.0,383465.0,0.0,,,,6,1451931.6666666667,0.012212475086307665,153.82149300210327
region_2,2022-W07,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287132.0,864342.0,300628.0,717134.0,734968.0,1184368.0,267735.0,656061.0,591238.0,71975.0,130317.0,95.0,1856.0,532.0,681746.0,386848.0,383508.0,0.0,,,,7,1452102.0,0.012209784798182058,153.8444205160711
region_2,2022-W08,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287166.0,864445.0,300660.0,717218.0,735055.0,1184503.0,267769.0,656139.0,591307.0,71983.0,130332.0,95.0,1856.0,532.0,681817.0,386904.0,383551.0,0.0,,,,8,1452272.3333333333,0.012207095900499768,153.86734803003893
region_2,2022-W09,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287201.0,864548.0,300693.0,717303.0,735140.0,1184638.0,267804.0,656218.0,591375.0,71990.0,130348.0,95.0,1857.0,532.0,681887.0,386960.0,383595.0,0.0,,,,9,1452442.6666666667,0.012204408392172775,153.8902755440068
region_2,2022-W10,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287237.0,864650.0,300725.0,717388.0,735226.0,1184774.0,267840.0,656295.0,591445.0,71999.0,130362.0,95.0,1857.0,532.0,681958.0,387016.0,383639.0,0.0,,,,10,1452613.0,0.01220172227205385,153.91320305797467
region_2,2022-W11,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287272.0,864753.0,300757.0,717471.0,735312.0,1184909.0,267874.0,656374.0,591514.0,72007.0,130377.0,95.0,1858.0,532.0,682029.0,387072.0,383683.0,0.0,,,,11,1452783.3333333335,0.012199037539025367,153.93613057194253
region_2,2022-W12,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287306.0,864856.0,300790.0,717556.0,735397.0,1185043.0,267910.0,656452.0,591582.0,72014.0,130393.0,95.0,1858.0,532.0,682100.0,387126.0,383727.0,0.0,,,,12,1452953.6666666667,0.012196354191977102,153.95905808591036
region_2,2022-W13,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287342.0,864959.0,300823.0,717642.0,735483.0,1185180.0,267944.0,656530.0,591651.0,72022.0,130408.0,95.0,1858.0,532.0,682172.0,387183.0,383770.0,0.0,,,,13,1453124.0,0.012193672229791433,153.9819855998782
region_2,2022-W14,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287378.0,865061.0,300855.0,717726.0,735569.0,1185315.0,267979.0,656609.0,591720.0,72030.0,130423.0,95.0,1858.0,532.0,682242.0,387238.0,383814.0,0.0,,,,14,1453294.3333333333,0.012190991651343333,154.00491311384607
region_2,2022-W15,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287413.0,865164.0,300887.0,717810.0,735654.0,1185450.0,268015.0,656687.0,591790.0,72038.0,130437.0,95.0,1858.0,532.0,682313.0,387294.0,383858.0,0.0,,,,15,1453464.6666666665,0.01218831245552258,154.0278406278139
region_2,2022-W16,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287447.0,865268.0,300921.0,717895.0,735740.0,1185586.0,268049.0,656766.0,591858.0,72045.0,130452.0,95.0,1858.0,532.0,682384.0,387349.0,383901.0,0.0,,,,16,1453635.0,0.01218563464122635,154.05076814178176
region_2,2022-W17,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287483.0,865370.0,300953.0,717980.0,735826.0,1185721.0,268085.0,656844.0,591928.0,72053.0,130468.0,95.0,1858.0,532.0,682456.0,387406.0,383945.0,0.0,,,,17,1453805.3333333335,0.012182958207322217,154.07369565574962
region_2,2022-W18,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287518.0,865473.0,300985.0,718064.0,735911.0,1185856.0,268119.0,656922.0,591996.0,72061.0,130483.0,95.0,1858.0,532.0,682526.0,387460.0,383989.0,0.0,,,,18,1453975.6666666665,0.012180283152699959,154.09662316971745
region_2,2022-W19,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287553.0,865575.0,301018.0,718149.0,735997.0,1185992.0,268154.0,657000.0,592065.0,72068.0,130498.0,95.0,1859.0,532.0,682596.0,387516.0,384033.0,0.0,,,,19,1454146.0,0.012177609476271556,154.1195506836853
region_2,2022-W20,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287587.0,865679.0,301052.0,718233.0,736083.0,1186127.0,268190.0,657078.0,592133.0,72077.0,130513.0,95.0,1860.0,532.0,682669.0,387572.0,384077.0,0.0,,,,20,1454316.3333333333,0.01217493717690458,154.14247819765316
region_2,2022-W21,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287623.0,865781.0,301084.0,718318.0,736168.0,1186261.0,268224.0,657156.0,592203.0,72085.0,130528.0,95.0,1860.0,532.0,682739.0,387628.0,384119.0,0.0,,,,21,1454486.6666666667,0.012172266253503613,154.16540571162102
region_2,2022-W22,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287658.0,865884.0,301116.0,718402.0,736254.0,1186398.0,268259.0,657234.0,592271.0,72093.0,130543.0,95.0,1860.0,532.0,682810.0,387684.0,384164.0,0.0,,,,22,1454657.0,0.012169596704928823,154.18833322558885
region_2,2022-W23,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287693.0,865986.0,301149.0,718487.0,736340.0,1186533.0,268294.0,657313.0,592340.0,72100.0,130558.0,95.0,1860.0,532.0,682881.0,387738.0,384207.0,0.0,,,,23,1454827.3333333333,0.012166928530144006,154.2112607395567
region_2,2022-W24,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287727.0,866090.0,301181.0,718572.0,736425.0,1186668.0,268329.0,657392.0,592409.0,72108.0,130573.0,95.0,1860.0,532.0,682952.0,387795.0,384251.0,0.0,,,,24,1454997.6666666667,0.012164261727987125,154.23418825352456
region_2,2022-W25,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287763.0,866192.0,301214.0,718656.0,736511.0,1186804.0,268365.0,657470.0,592478.0,72116.0,130589.0,95.0,1860.0,532.0,683023.0,387850.0,384295.0,0.0,,,,25,1455168.0,0.01216159629735536,154.2571157674924
region_2,2022-W26,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287798.0,866295.0,301246.0,718741.0,736598.0,1186939.0,268399.0,657548.0,592546.0,72123.0,130604.0,95.0,1860.0,532.0,683095.0,387906.0,384339.0,0.0,,,,26,1455338.3333333333,0.012158932237182896,154.28004328146025
region_2,2022-W27,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287833.0,866398.0,301279.0,718826.0,736683.0,1187075.0,268434.0,657626.0,592616.0,72132.0,130618.0,95.0,1860.0,532.0,683165.0,387961.0,384383.0,0.0,,,,27,1455508.6666666667,0.012156269546352108,154.3029707954281
region_2,2022-W28,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287868.0,866500.0,301311.0,718909.0,736769.0,1187210.0,268469.0,657704.0,592684.0,72140.0,130633.0,95.0,1861.0,532.0,683235.0,388017.0,384425.0,0.0,,,,28,1455679.0,0.012153608223737974,154.32589830939597
region_2,2022-W29,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287903.0,866604.0,301344.0,718995.0,736855.0,1187345.0,268504.0,657783.0,592753.0,72148.0,130648.0,95.0,1861.0,532.0,683308.0,388072.0,384469.0,0.0,,,,29,1455849.3333333333,0.012150948268267273,154.3488258233638
region_2,2022-W30,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287938.0,866705.0,301377.0,719080.0,736940.0,1187480.0,268540.0,657860.0,592821.0,72155.0,130664.0,95.0,1862.0,532.0,683378.0,388128.0,384514.0,0.0,,,,30,1456019.6666666667,0.01214828967885199,154.37175333733165
region_2,2022-W31,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,287972.0,866809.0,301409.0,719163.0,737026.0,1187616.0,268574.0,657940.0,592891.0,72163.0,130679.0,95.0,1862.0,532.0,683449.0,388184.0,384557.0,0.0,,,,31,1456190.0,0.012145632454381902,154.3946808512995
region_2,2022-W32,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288008.0,866911.0,301441.0,719248.0,737112.0,1187751.0,268609.0,658018.0,592960.0,72171.0,130693.0,95.0,1862.0,532.0,683520.0,388240.0,384601.0,0.0,,,,32,1456360.3333333333,0.012142976593754184,154.41760836526734
region_2,2022-W33,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288043.0,867015.0,301474.0,719333.0,737197.0,1187887.0,268644.0,658096.0,593028.0,72179.0,130709.0,95.0,1862.0,532.0,683592.0,388296.0,384644.0,0.0,,,,33,1456530.6666666667,0.012140322095903025,154.44053587923523
region_2,2022-W34,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288078.0,867116.0,301507.0,719417.0,737283.0,1188022.0,268679.0,658174.0,593098.0,72187.0,130724.0,95.0,1862.0,533.0,683662.0,388350.0,384689.0,0.0,,,,34,1456701.0,0.012137668959695999,154.46346339320306
region_2,2022-W35,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288112.0,867220.0,301539.0,719502.0,737369.0,1188157.0,268714.0,658252.0,593166.0,72195.0,130739.0,95.0,1862.0,533.0,683734.0,388406.0,384732.0,0.0,,,,35,1456871.3333333335,0.01213501718407469,154.48639090717094
region_2,2022-W36,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288148.0,867322.0,301571.0,719587.0,737455.0,1188293.0,268750.0,658331.0,593235.0,72203.0,130754.0,95.0,1862.0,534.0,683804.0,388462.0,384775.0,0.0,,,,36,1457041.6666666665,0.012132366767921473,154.50931842113877
region_2,2022-W37,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288183.0,867426.0,301605.0,719671.0,737541.0,1188428.0,268784.0,658408.0,593304.0,72210.0,130769.0,95.0,1862.0,534.0,683875.0,388518.0,384819.0,0.0,,,,37,1457212.0,0.01212971771018534,154.5322459351066
region_2,2022-W38,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288218.0,867527.0,301637.0,719756.0,737627.0,1188563.0,268819.0,658487.0,593373.0,72218.0,130783.0,95.0,1863.0,534.0,683947.0,388573.0,384863.0,0.0,,,,38,1457382.3333333335,0.012127070009748664,154.5551734490745
region_2,2022-W39,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288253.0,867631.0,301669.0,719841.0,737712.0,1188699.0,268854.0,658565.0,593441.0,72226.0,130799.0,95.0,1864.0,534.0,684017.0,388629.0,384907.0,0.0,,,,39,1457552.6666666667,0.012124423665530829,154.57810096304232
region_2,2022-W40,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288288.0,867734.0,301702.0,719925.0,737798.0,1188834.0,268889.0,658644.0,593511.0,72233.0,130814.0,95.0,1864.0,534.0,684088.0,388684.0,384951.0,0.0,,,,40,1457723.0,0.012121778676436415,154.60102847701015
region_2,2022-W41,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288323.0,867837.0,301734.0,720009.0,737884.0,1188969.0,268925.0,658723.0,593580.0,72241.0,130830.0,95.0,1864.0,534.0,684158.0,388740.0,384994.0,0.0,,,,41,1457893.3333333333,0.012119135041407011,154.62395599097803
region_2,2022-W42,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288358.0,867939.0,301767.0,720094.0,737969.0,1189105.0,268959.0,658800.0,593649.0,72249.0,130845.0,95.0,1864.0,534.0,684231.0,388796.0,385038.0,0.0,,,,42,1458063.6666666667,0.012116492759347194,154.64688350494586
region_2,2022-W43,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288393.0,868042.0,301799.0,720179.0,738055.0,1189240.0,268994.0,658879.0,593717.0,72257.0,130860.0,95.0,1864.0,534.0,684301.0,388852.0,385082.0,0.0,,,,43,1458233.9999999998,0.012113851829161545,154.6698110189137
region_2,2022-W44,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288428.0,868145.0,301832.0,720263.0,738142.0,1189375.0,269029.0,658956.0,593787.0,72265.0,130874.0,95.0,1864.0,534.0,684371.0,388907.0,385125.0,0.0,,,,44,1458404.3333333333,0.012111212249799053,154.69273853288158
region_2,2022-W45,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288463.0,868248.0,301864.0,720347.0,738227.0,1189511.0,269064.0,659035.0,593855.0,72273.0,130889.0,95.0,1864.0,534.0,684443.0,388962.0,385169.0,0.0,,,,45,1458574.6666666667,0.012108574020142093,154.7156660468494
region_2,2022-W46,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288498.0,868350.0,301897.0,720433.0,738313.0,1189646.0,269100.0,659113.0,593924.0,72282.0,130904.0,95.0,1864.0,534.0,684514.0,389018.0,385213.0,0.0,,,,46,1458745.0,0.012105937139139655,154.7385935608173
region_2,2022-W47,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288533.0,868453.0,301930.0,720518.0,738399.0,1189781.0,269134.0,659191.0,593993.0,72289.0,130919.0,95.0,1864.0,534.0,684585.0,389074.0,385257.0,0.0,,,,47,1458915.3333333333,0.012103301605696318,154.76152107478512
region_2,2022-W48,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288568.0,868556.0,301962.0,720601.0,738484.0,1189917.0,269168.0,659271.0,594062.0,72297.0,130935.0,95.0,1866.0,534.0,684656.0,389130.0,385301.0,0.0,,,,48,1459085.6666666665,0.012100667418768474,154.78444858875298
region_2,2022-W49,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288603.0,868659.0,301994.0,720686.0,738570.0,1190052.0,269204.0,659348.0,594130.0,72305.0,130951.0,95.0,1866.0,534.0,684727.0,389185.0,385343.0,0.0,,,,49,1459256.0,0.012098034577245897,154.80737610272084
region_2,2022-W50,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288638.0,868761.0,302027.0,720772.0,738656.0,1190187.0,269239.0,659427.0,594199.0,72313.0,130965.0,95.0,1866.0,534.0,684798.0,389240.0,385388.0,0.0,,,,50,1459426.3333333335,0.012095403080070177,154.83030361668867
region_2,2022-W51,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288673.0,868864.0,302060.0,720855.0,738741.0,1190323.0,269275.0,659504.0,594268.0,72320.0,130980.0,95.0,1866.0,534.0,684870.0,389296.0,385431.0,0.0,,,,51,1459596.6666666665,0.012092772926153295,154.8532311306565
region_2,2022-W52,1451080,257.0,260.0,-4.0,136.0,32.0,1459767,167.0,0.6233857584333332,8469,288708.0,868967.0,302092.0,720940.0,738827.0,1190458.0,269309.0,659583.0,594337.0,72328.0,130995.0,95.0,1866.0,534.0,684940.0,389352.0,385475.0,0.0,,,,52,1459767.0,0.01209014411445164,154.87615864462438
region_3,2013-W01,1350585,252.0,217.0,35.0,227.0,42.0,1365790,293.0,1.0135562893,2750,264191.0,839734.0,246660.0,668053.0,682532.0,1030089.0,320496.0,565923.0,603750.0,70111.0,108720.0,82.0,1878.0,124.0,874881.0,339485.0,136218.0,109091.30842,1.649885,1.66878,91322.63291229997,1,1350585.0,,1593.5026295015234
region_3,2013-W02,1350585,252.0,217.0,35.0,227.0,42.0,1365790,293.0,1.0135562893,2750,264249.0,839921.0,246714.0,668201.0,682683.0,1030316.0,320567.0,566048.0,603882.0,70127.0,108745.0,82.0,1878.0,124.0,875070.0,339562.0,136252.0,109091.30842,1.649885,1.66878,91322.63291229997,2,1350883.137254902,0.019873652731744462,1593.8205776211807
region_3,2013-W03,1350585,252.0,217.0,35.0,227.0,42.0,1365790,293.0,1.0135562893,2750,264307.0,840107.0,246766.0,668348.0,682833.0,1030543.0,320638.0,566173.0,604017.0,70142.0,108769.0,82.0,1878.0,124.0,875258.0,339640.0,136285.0,109091.30842,1.649885,1.66878,91322.63291229997,3,1351181.2745098039,0.019869439867792327,1594.1385257408378
region_3,2013-W04,1350585,252.0,217.0,35.0,227.0,42.0,1365790,293.0,1.0135562893,2750,264368.0,840293.0,246820.0,668497.0,682984.0,1030769.0,320709.0,566300.0,604150.0,70156.0,108792.0,82.0,1878.0,124.0,875445.0,339716.0,136318.0,109091.30842,1.649885,1.66878,91322.63291229997,4,1351479.4117647058,0.0198652289082224,1594.4564738604954
region_3,2013-W05,1350585,252.0,217.0,35.0,227.0,42.0,1365790,293.0,1.0135562893,2750,264426.0,840478.0,246872.0,668644.0,683133.0,1030997.0,320781.0,566424.0,604283.0,70171.0,108816.0,82.0,1879.0,124.0,875633.0,339793.0,136351.0,109091.30842,1.649885,1.66878,91322.63291229997,5,1351777.5490196077,0.01986101985165245,1594.7744219801525
region_3,2013-W06,1350585,252.0,217.0,35.0,227.0,42.0,1365790,293.0,1.0135562893,2750,264484.0,840664.0,246926.0,668792.0,683283.0,1031223.0,320853.0,566551.0,604417.0,70188.0,108840.0,82.0,1879.0,124.0,875822.0,339869.0,136384.0,109091.30842,1.649885,1.66878,91322.63291229997,6,1352075.6862745099,0.019856812696739112,1595.09237009981
