region,Jahr-Woche,Bevölkerung 1. Januar,Geburten,Todesfälle,Überschuss,Wanderungssaldo international 1,Wanderungssaldo interkantonal,Bevölkerung 31. Dezember,total,% over Year,Canton Size (km²),Alter 0–19,Alter 20–64,Alter 65 und mehr,Mann,Frau,Schweizer,Ausländer ,Ledig,Verheiratet,Verwitwet,Geschieden,Unverheiratet,In eingetragener Partnerschaft,Aufgelöste Partnerschaft,Städtischer Kernraum,Einflussgebiet Stadt,Ausserhalb des Einflusses städtischer Kerne,BIP in Millionen CHF,BIP Growth Laufende Preise,BIP Growth Preise Vorjahr,BIP pro Kopf,Woche,Bevölkerung,% over week,Pop Density
CH,2013-W01,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1633081.0,4990935.0,1415044.0,3972395.0,4066665.0,6125552.0,1913508.0,3494124.0,3484339.0,402630.0,644545.0,521.0,12024.0,877.0,5043379.0,1745310.0,1250371.0,654611.66897,1.70375,1.79214,80422.76965258007,1,8039060.0,,194.72108513988132
CH,2013-W02,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1633481.0,4992159.0,1415391.0,3973370.0,4067662.0,6127054.0,1913978.0,3494982.0,3485194.0,402729.0,644703.0,522.0,12027.0,877.0,5044616.0,1745738.0,1250678.0,654611.66897,1.70375,1.79214,80422.76965258007,2,8041031.980392157,0.024529987239274575,194.76885019721828
CH,2013-W03,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1633882.0,4993383.0,1415739.0,3974344.0,4068660.0,6128557.0,1914447.0,3495839.0,3486048.0,402828.0,644861.0,522.0,12029.0,877.0,5045853.0,1746166.0,1250985.0,654611.66897,1.70375,1.79214,80422.76965258007,3,8043003.960784313,0.02452397151218033,194.81661525455524
CH,2013-W04,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1634282.0,4994608.0,1416086.0,3975318.0,4069657.0,6130059.0,1914917.0,3496696.0,3486903.0,402926.0,645019.0,522.0,12032.0,878.0,5047090.0,1746594.0,1251292.0,654611.66897,1.70375,1.79214,80422.76965258007,4,8044975.94117647,0.02451795873497087,194.86438031189223
CH,2013-W05,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1634683.0,4995832.0,1416433.0,3976293.0,4070655.0,6131562.0,1915386.0,3497553.0,3487758.0,403025.0,645177.0,522.0,12035.0,878.0,5048327.0,1747022.0,1251598.0,654611.66897,1.70375,1.79214,80422.76965258007,5,8046947.9215686275,0.024511948905447944,194.9121453692292
CH,2013-W06,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1635084.0,4997056.0,1416780.0,3977267.0,4071653.0,6133065.0,1915855.0,3498410.0,3488612.0,403124.0,645335.0,522.0,12038.0,878.0,5049565.0,1747450.0,1251905.0,654611.66897,1.70375,1.79214,80422.76965258007,6,8048919.901960785,0.024505942021457727,194.95991042656618
CH,2013-W07,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1635484.0,4998281.0,1417127.0,3978242.0,4072650.0,6134567.0,1916325.0,3499267.0,3489467.0,403223.0,645493.0,522.0,12041.0,878.0,5050802.0,1747878.0,1252212.0,654611.66897,1.70375,1.79214,80422.76965258007,7,8050891.882352941,0.02449993808082418,195.00767548390314
CH,2013-W08,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1635885.0,4999505.0,1417474.0,3979216.0,4073648.0,6136070.0,1916794.0,3500124.0,3490322.0,403321.0,645651.0,522.0,12044.0,879.0,5052039.0,1748307.0,1252518.0,654611.66897,1.70375,1.79214,80422.76965258007,8,8052863.862745098,0.024493937081415673,195.0554405412401
CH,2013-W09,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1636285.0,5000729.0,1417821.0,3980191.0,4074645.0,6137572.0,1917264.0,3500981.0,3491177.0,403420.0,645809.0,522.0,12047.0,879.0,5053276.0,1748735.0,1252825.0,654611.66897,1.70375,1.79214,80422.76965258007,9,8054835.843137255,0.02448793902105617,195.1032055985771
CH,2013-W10,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1636686.0,5001953.0,1418168.0,3981165.0,4075643.0,6139075.0,1917733.0,3501838.0,3492031.0,403519.0,645968.0,523.0,12050.0,879.0,5054513.0,1749163.0,1253132.0,654611.66897,1.70375,1.79214,80422.76965258007,10,8056807.823529412,0.02448194389754743,195.15097065591405
CH,2013-W11,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1637087.0,5003178.0,1418515.0,3982139.0,4076640.0,6140578.0,1918202.0,3502696.0,3492886.0,403618.0,646126.0,523.0,12053.0,879.0,5055750.0,1749591.0,1253439.0,654611.66897,1.70375,1.79214,80422.76965258007,11,8058779.803921568,0.02447595170878003,195.198735713251
CH,2013-W12,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1637487.0,5004402.0,1418863.0,3983114.0,4077638.0,6142080.0,1918672.0,3503553.0,3493741.0,403716.0,646284.0,523.0,12056.0,879.0,5056987.0,1750019.0,1253745.0,654611.66897,1.70375,1.79214,80422.76965258007,12,8060751.784313725,0.024469962452600136,195.246500770588
CH,2013-W13,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1637888.0,5005626.0,1419210.0,3984088.0,4078635.0,6143583.0,1919141.0,3504410.0,3494595.0,403815.0,646442.0,523.0,12059.0,880.0,5058225.0,1750447.0,1254052.0,654611.66897,1.70375,1.79214,80422.76965258007,13,8062723.764705882,0.02446397612683171,195.29426582792496
CH,2013-W14,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1638288.0,5006851.0,1419557.0,3985063.0,4079633.0,6145085.0,1919610.0,3505267.0,3495450.0,403914.0,646600.0,523.0,12062.0,880.0,5059462.0,1750875.0,1254359.0,654611.66897,1.70375,1.79214,80422.76965258007,14,8064695.7450980395,0.02445799272932092,195.34203088526195
CH,2013-W15,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1638689.0,5008075.0,1419904.0,3986037.0,4080631.0,6146588.0,1920080.0,3506124.0,3496305.0,404013.0,646758.0,523.0,12065.0,880.0,5060699.0,1751303.0,1254666.0,654611.66897,1.70375,1.79214,80422.76965258007,15,8066667.725490196,0.02445201225793614,195.3897959425989
CH,2013-W16,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1639090.0,5009299.0,1420251.0,3987012.0,4081628.0,6148091.0,1920549.0,3506981.0,3497160.0,404111.0,646916.0,523.0,12068.0,880.0,5061936.0,1751732.0,1254972.0,654611.66897,1.70375,1.79214,80422.76965258007,16,8068639.705882353,0.02444603471054574,195.43756099993587
CH,2013-W17,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1639490.0,5010523.0,1420598.0,3987986.0,4082626.0,6149593.0,1921019.0,3507838.0,3498014.0,404210.0,647074.0,524.0,12071.0,880.0,5063173.0,1752160.0,1255279.0,654611.66897,1.70375,1.79214,80422.76965258007,17,8070611.68627451,0.02444006008497368,195.48532605727286
CH,2013-W18,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1639891.0,5011748.0,1420945.0,3988960.0,4083623.0,6151096.0,1921488.0,3508695.0,3498869.0,404309.0,647232.0,524.0,12074.0,881.0,5064410.0,1752588.0,1255586.0,654611.66897,1.70375,1.79214,80422.76965258007,18,8072583.666666667,0.024434088379088337,195.53309111460985
CH,2013-W19,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1640291.0,5012972.0,1421292.0,3989935.0,4084621.0,6152598.0,1921957.0,3509552.0,3499724.0,404408.0,647390.0,524.0,12077.0,881.0,5065647.0,1753016.0,1255892.0,654611.66897,1.70375,1.79214,80422.76965258007,19,8074555.647058823,0.024428119590735875,195.58085617194678
CH,2013-W20,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1640692.0,5014196.0,1421639.0,3990909.0,4085618.0,6154101.0,1922427.0,3510410.0,3500578.0,404507.0,647549.0,524.0,12080.0,881.0,5066885.0,1753444.0,1256199.0,654611.66897,1.70375,1.79214,80422.76965258007,20,8076527.62745098,0.024422153717829076,195.62862122928377
CH,2013-W21,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1641093.0,5015420.0,1421987.0,3991884.0,4086616.0,6155603.0,1922896.0,3511267.0,3501433.0,404605.0,647707.0,524.0,12083.0,881.0,5068122.0,1753872.0,1256506.0,654611.66897,1.70375,1.79214,80422.76965258007,21,8078499.607843137,0.024416190758191902,195.67638628662075
CH,2013-W22,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1641493.0,5016645.0,1422334.0,3992858.0,4087613.0,6157106.0,1923365.0,3512124.0,3502288.0,404704.0,647865.0,524.0,12086.0,882.0,5069359.0,1754300.0,1256813.0,654611.66897,1.70375,1.79214,80422.76965258007,22,8080471.588235294,0.02441023070971493,195.72415134395771
CH,2013-W23,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1641894.0,5017869.0,1422681.0,3993833.0,4088611.0,6158609.0,1923835.0,3512981.0,3503142.0,404803.0,648023.0,524.0,12088.0,882.0,5070596.0,1754728.0,1257119.0,654611.66897,1.70375,1.79214,80422.76965258007,23,8082443.568627451,0.024404273570222124,195.77191640129467
CH,2013-W24,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1642294.0,5019093.0,1423028.0,3994807.0,4089609.0,6160111.0,1924304.0,3513838.0,3503997.0,404902.0,648181.0,524.0,12091.0,882.0,5071833.0,1755157.0,1257426.0,654611.66897,1.70375,1.79214,80422.76965258007,24,8084415.549019608,0.024398319337626262,195.81968145863166
CH,2013-W25,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1642695.0,5020318.0,1423375.0,3995781.0,4090606.0,6161614.0,1924774.0,3514695.0,3504852.0,405000.0,648339.0,525.0,12094.0,882.0,5073070.0,1755585.0,1257733.0,654611.66897,1.70375,1.79214,80422.76965258007,25,8086387.529411765,0.024392368009773513,195.86744651596862
CH,2013-W26,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1643096.0,5021542.0,1423722.0,3996756.0,4091604.0,6163116.0,1925243.0,3515552.0,3505707.0,405099.0,648497.0,525.0,12097.0,882.0,5074307.0,1756013.0,1258039.0,654611.66897,1.70375,1.79214,80422.76965258007,26,8088359.509803922,0.024386419584576657,195.9152115733056
CH,2013-W27,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1643496.0,5022766.0,1424069.0,3997730.0,4092601.0,6164619.0,1925712.0,3516409.0,3506561.0,405198.0,648655.0,525.0,12100.0,883.0,5075544.0,1756441.0,1258346.0,654611.66897,1.70375,1.79214,80422.76965258007,27,8090331.490196078,0.024380474059859658,195.96297663064257
CH,2013-W28,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1643897.0,5023990.0,1424416.0,3998705.0,4093599.0,6166122.0,1926182.0,3517266.0,3507416.0,405297.0,648813.0,525.0,12103.0,883.0,5076782.0,1756869.0,1258653.0,654611.66897,1.70375,1.79214,80422.76965258007,28,8092303.470588235,0.0243745314335575,196.01074168797953
CH,2013-W29,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1644297.0,5025215.0,1424763.0,3999679.0,4094596.0,6167624.0,1926651.0,3518124.0,3508271.0,405395.0,648972.0,525.0,12106.0,883.0,5078019.0,1757297.0,1258960.0,654611.66897,1.70375,1.79214,80422.76965258007,29,8094275.450980392,0.02436859170351635,196.05850674531652
CH,2013-W30,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1644698.0,5026439.0,1425111.0,4000654.0,4095594.0,6169127.0,1927121.0,3518981.0,3509125.0,405494.0,649130.0,525.0,12109.0,883.0,5079256.0,1757725.0,1259266.0,654611.66897,1.70375,1.79214,80422.76965258007,30,8096247.431372549,0.024362654867626787,196.10627180265348
CH,2013-W31,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1645099.0,5027663.0,1425458.0,4001628.0,4096591.0,6170629.0,1927590.0,3519838.0,3509980.0,405593.0,649288.0,525.0,12112.0,883.0,5080493.0,1758153.0,1259573.0,654611.66897,1.70375,1.79214,80422.76965258007,31,8098219.411764706,0.02435672092375718,196.15403685999044
CH,2013-W32,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1645499.0,5028887.0,1425805.0,4002602.0,4097589.0,6172132.0,1928059.0,3520695.0,3510835.0,405692.0,649446.0,525.0,12115.0,884.0,5081730.0,1758582.0,1259880.0,654611.66897,1.70375,1.79214,80422.76965258007,32,8100191.392156863,0.024350789869842515,196.20180191732743
CH,2013-W33,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1645900.0,5030112.0,1426152.0,4003577.0,4098587.0,6173635.0,1928529.0,3521552.0,3511690.0,405790.0,649604.0,526.0,12118.0,884.0,5082967.0,1759010.0,1260186.0,654611.66897,1.70375,1.79214,80422.76965258007,33,8102163.37254902,0.02434486170372896,196.2495669746644
CH,2013-W34,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1646300.0,5031336.0,1426499.0,4004551.0,4099584.0,6175137.0,1928998.0,3522409.0,3512544.0,405889.0,649762.0,526.0,12121.0,884.0,5084204.0,1759438.0,1260493.0,654611.66897,1.70375,1.79214,80422.76965258007,34,8104135.352941177,0.02433893642330709,196.29733203200138
CH,2013-W35,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1646701.0,5032560.0,1426846.0,4005526.0,4100582.0,6176640.0,1929467.0,3523266.0,3513399.0,405988.0,649920.0,526.0,12124.0,884.0,5085442.0,1759866.0,1260800.0,654611.66897,1.70375,1.79214,80422.76965258007,35,8106107.333333333,0.024333014026489685,196.34509708933834
CH,2013-W36,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1647101.0,5033785.0,1427193.0,4006500.0,4101579.0,6178142.0,1929937.0,3524123.0,3514254.0,406087.0,650078.0,526.0,12127.0,885.0,5086679.0,1760294.0,1261107.0,654611.66897,1.70375,1.79214,80422.76965258007,36,8108079.31372549,0.024327094511167324,196.3928621466753
CH,2013-W37,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1647502.0,5035009.0,1427540.0,4007475.0,4102577.0,6179645.0,1930406.0,3524980.0,3515108.0,406186.0,650236.0,526.0,12130.0,885.0,5087916.0,1760722.0,1261413.0,654611.66897,1.70375,1.79214,80422.76965258007,37,8110051.294117647,0.024321177875252786,196.4406272040123
CH,2013-W38,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1647903.0,5036233.0,1427887.0,4008449.0,4103574.0,6181148.0,1930876.0,3525837.0,3515963.0,406284.0,650395.0,526.0,12133.0,885.0,5089153.0,1761150.0,1261720.0,654611.66897,1.70375,1.79214,80422.76965258007,38,8112023.274509804,0.024315264116614443,196.48839226134928
CH,2013-W39,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1648303.0,5037457.0,1428235.0,4009423.0,4104572.0,6182650.0,1931345.0,3526695.0,3516818.0,406383.0,650553.0,526.0,12136.0,885.0,5090390.0,1761578.0,1262027.0,654611.66897,1.70375,1.79214,80422.76965258007,39,8113995.2549019605,0.024309353233142872,196.5361573186862
CH,2013-W40,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1648704.0,5038682.0,1428582.0,4010398.0,4105569.0,6184153.0,1931814.0,3527552.0,3517673.0,406482.0,650711.0,526.0,12139.0,885.0,5091627.0,1762007.0,1262333.0,654611.66897,1.70375,1.79214,80422.76965258007,40,8115967.235294118,0.024303445222817466,196.5839223760232
CH,2013-W41,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1649104.0,5039906.0,1428929.0,4011372.0,4106567.0,6185655.0,1932284.0,3528409.0,3518527.0,406581.0,650869.0,527.0,12142.0,886.0,5092864.0,1762435.0,1262640.0,654611.66897,1.70375,1.79214,80422.76965258007,41,8117939.215686275,0.024297540083462188,196.63168743336018
CH,2013-W42,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1649505.0,5041130.0,1429276.0,4012347.0,4107564.0,6187158.0,1932753.0,3529266.0,3519382.0,406679.0,651027.0,527.0,12145.0,886.0,5094102.0,1762863.0,1262947.0,654611.66897,1.70375,1.79214,80422.76965258007,42,8119911.196078432,0.024291637813034228,196.67945249069714
CH,2013-W43,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1649906.0,5042355.0,1429623.0,4013321.0,4108562.0,6188661.0,1933223.0,3530123.0,3520237.0,406778.0,651185.0,527.0,12147.0,886.0,5095339.0,1763291.0,1263254.0,654611.66897,1.70375,1.79214,80422.76965258007,43,8121883.176470588,0.024285738409401958,196.7272175480341
CH,2013-W44,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1650306.0,5043579.0,1429970.0,4014296.0,4109560.0,6190163.0,1933692.0,3530980.0,3521091.0,406877.0,651343.0,527.0,12150.0,886.0,5096576.0,1763719.0,1263560.0,654611.66897,1.70375,1.79214,80422.76965258007,44,8123855.156862745,0.02427984187054477,196.7749826053711
CH,2013-W45,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1650707.0,5044803.0,1430317.0,4015270.0,4110557.0,6191666.0,1934161.0,3531837.0,3521946.0,406976.0,651501.0,527.0,12153.0,886.0,5097813.0,1764147.0,1263867.0,654611.66897,1.70375,1.79214,80422.76965258007,45,8125827.137254902,0.024273948194308836,196.82274766270805
CH,2013-W46,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1651107.0,5046027.0,1430664.0,4016244.0,4111555.0,6193168.0,1934631.0,3532694.0,3522801.0,407074.0,651659.0,527.0,12156.0,887.0,5099050.0,1764575.0,1264174.0,654611.66897,1.70375,1.79214,80422.76965258007,46,8127799.117647059,0.024268057378629138,196.87051272004504
CH,2013-W47,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1651508.0,5047252.0,1431011.0,4017219.0,4112552.0,6194671.0,1935100.0,3533551.0,3523655.0,407173.0,651817.0,527.0,12159.0,887.0,5100287.0,1765003.0,1264480.0,654611.66897,1.70375,1.79214,80422.76965258007,47,8129771.098039215,0.024262169421418456,196.918277777382
CH,2013-W48,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1651909.0,5048476.0,1431359.0,4018193.0,4113550.0,6196174.0,1935569.0,3534409.0,3524510.0,407272.0,651976.0,527.0,12162.0,887.0,5101524.0,1765432.0,1264787.0,654611.66897,1.70375,1.79214,80422.76965258007,48,8131743.0784313725,0.02425628432063398,196.96604283471896
CH,2013-W49,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1652309.0,5049700.0,1431706.0,4019168.0,4114547.0,6197676.0,1936039.0,3535266.0,3525365.0,407371.0,652134.0,528.0,12165.0,887.0,5102762.0,1765860.0,1265094.0,654611.66897,1.70375,1.79214,80422.76965258007,49,8133715.05882353,0.02425040207416629,197.01380789205595
CH,2013-W50,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1652710.0,5050924.0,1432053.0,4020142.0,4115545.0,6199179.0,1936508.0,3536123.0,3526220.0,407469.0,652292.0,528.0,12168.0,888.0,5103999.0,1766288.0,1265401.0,654611.66897,1.70375,1.79214,80422.76965258007,50,8135687.039215687,0.02424452267992816,197.0615729493929
CH,2013-W51,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1653110.0,5052149.0,1432400.0,4021117.0,4116542.0,6200681.0,1936978.0,3536980.0,3527074.0,407568.0,652450.0,528.0,12171.0,888.0,5105236.0,1766716.0,1265707.0,654611.66897,1.70375,1.79214,80422.76965258007,51,8137659.019607843,0.02423864613585458,197.10933800672987
CH,2013-W52,8039060,1591.0,1249.0,342.0,1675.0,0.0,8139631,1934.0,1.2510293492,41285,1653511.0,5053373.0,1432747.0,4022091.0,4117540.0,6202184.0,1937447.0,3537837.0,3527929.0,407667.0,652608.0,528.0,12174.0,888.0,5106473.0,1767144.0,1266014.0,654611.66897,1.70375,1.79214,80422.76965258007,52,8139631.0,0.02423277243990274,197.15710306406686
CH,2014-W01,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1643952.0,5047555.0,1448124.0,4025397.0,4114234.0,6164955.0,1974676.0,3551215.0,3509655.0,402732.0,661085.0,542.0,13124.0,1119.0,5106868.0,1769427.0,1263336.0,665618.37447,1.68141,2.34988,80801.81625110802,1,8139631.0,,197.15710306406686
CH,2014-W02,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1644340.0,5048747.0,1448466.0,4026348.0,4115205.0,6166411.0,1975142.0,3552053.0,3510484.0,402828.0,661241.0,543.0,13127.0,1119.0,5108074.0,1769845.0,1263635.0,665618.37447,1.68141,2.34988,80801.81625110802,2,8141553.2549019605,0.023615995638626153,197.2036636769277
CH,2014-W03,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1644728.0,5049940.0,1448808.0,4027299.0,4116177.0,6167867.0,1975608.0,3552892.0,3511313.0,402923.0,661397.0,543.0,13130.0,1119.0,5109280.0,1770262.0,1263933.0,665618.37447,1.68141,2.34988,80801.81625110802,3,8143475.509803922,0.02361041980292189,197.25022428978858
CH,2014-W04,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1645117.0,5051132.0,1449150.0,4028249.0,4117148.0,6169323.0,1976075.0,3553731.0,3512142.0,403018.0,661553.0,543.0,13133.0,1119.0,5110486.0,1770680.0,1264231.0,665618.37447,1.68141,2.34988,80801.81625110802,4,8145397.764705882,0.023604846599534213,197.29678490264945
CH,2014-W05,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1645505.0,5052324.0,1449492.0,4029200.0,4118120.0,6170779.0,1976541.0,3554569.0,3512971.0,403113.0,661709.0,543.0,13136.0,1120.0,5111692.0,1771098.0,1264530.0,665618.37447,1.68141,2.34988,80801.81625110802,5,8147320.019607843,0.023599276026642357,197.3433455155103
CH,2014-W06,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1645893.0,5053516.0,1449834.0,4030151.0,4119092.0,6172235.0,1977007.0,3555408.0,3513799.0,403208.0,661865.0,543.0,13139.0,1120.0,5112898.0,1771516.0,1264828.0,665618.37447,1.68141,2.34988,80801.81625110802,6,8149242.274509804,0.023593708082358944,197.3899061283712
CH,2014-W07,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1646281.0,5054708.0,1450176.0,4031101.0,4120063.0,6173691.0,1977474.0,3556247.0,3514628.0,403303.0,662022.0,543.0,13143.0,1120.0,5114104.0,1771934.0,1265126.0,665618.37447,1.68141,2.34988,80801.81625110802,7,8151164.529411765,0.023588142764796594,197.43646674123204
CH,2014-W08,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1646670.0,5055900.0,1450517.0,4032052.0,4121035.0,6175147.0,1977940.0,3557085.0,3515457.0,403398.0,662178.0,543.0,13146.0,1120.0,5115310.0,1772352.0,1265425.0,665618.37447,1.68141,2.34988,80801.81625110802,8,8153086.784313725,0.02358258007213454,197.4830273540929
CH,2014-W09,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1647058.0,5057092.0,1450859.0,4033003.0,4122006.0,6176603.0,1978406.0,3557924.0,3516286.0,403493.0,662334.0,543.0,13149.0,1121.0,5116516.0,1772770.0,1265723.0,665618.37447,1.68141,2.34988,80801.81625110802,9,8155009.039215687,0.023577020002529814,197.52958796695378
CH,2014-W10,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1647446.0,5058284.0,1451201.0,4033953.0,4122978.0,6178059.0,1978873.0,3558763.0,3517115.0,403588.0,662490.0,544.0,13152.0,1121.0,5117722.0,1773188.0,1266021.0,665618.37447,1.68141,2.34988,80801.81625110802,10,8156931.294117647,0.02357146255407283,197.57614857981463
CH,2014-W11,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1647834.0,5059476.0,1451543.0,4034904.0,4123950.0,6179514.0,1979339.0,3559601.0,3517944.0,403684.0,662646.0,544.0,13155.0,1121.0,5118928.0,1773605.0,1266320.0,665618.37447,1.68141,2.34988,80801.81625110802,11,8158853.549019608,0.02356590772496503,197.6227091926755
CH,2014-W12,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1648223.0,5060668.0,1451885.0,4035854.0,4124921.0,6180970.0,1979805.0,3560440.0,3518772.0,403779.0,662802.0,544.0,13158.0,1121.0,5120134.0,1774023.0,1266618.0,665618.37447,1.68141,2.34988,80801.81625110802,12,8160775.803921568,0.02356035551331903,197.66926980553635
CH,2014-W13,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1648611.0,5061860.0,1452227.0,4036805.0,4125893.0,6182426.0,1980272.0,3561278.0,3519601.0,403874.0,662958.0,544.0,13161.0,1122.0,5121341.0,1774441.0,1266916.0,665618.37447,1.68141,2.34988,80801.81625110802,13,8162698.05882353,0.02355480591731407,197.71583041839722
CH,2014-W14,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1648999.0,5063052.0,1452569.0,4037756.0,4126865.0,6183882.0,1980738.0,3562117.0,3520430.0,403969.0,663114.0,544.0,13164.0,1122.0,5122547.0,1774859.0,1267215.0,665618.37447,1.68141,2.34988,80801.81625110802,14,8164620.31372549,0.023549258935062767,197.7623910312581
CH,2014-W15,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1649387.0,5064244.0,1452911.0,4038706.0,4127836.0,6185338.0,1981204.0,3562956.0,3521259.0,404064.0,663270.0,544.0,13167.0,1122.0,5123753.0,1775277.0,1267513.0,665618.37447,1.68141,2.34988,80801.81625110802,15,8166542.568627451,0.02354371456476656,197.80895164411893
CH,2014-W16,8139631,1640.0,1230.0,411.0,1466.0,0.0,8237666,1885.0,1.2044157776,41285,1649776.0,5065436.0,1453253.0,4039657.0,4128808.0,6186794.0,1981671.0,3563794.0,3522088.0,404159.0,663427.0,544.0,13170.0,1122.0,5124959.0,1775695.0,1267811.0,665618.37447,1.68141,2.34988,80801.81625110802,16,8168464.823529412,0.023538172804560276,197.85551225697984
