 

stn;time;fu3010d1;tre200dx;tre200dn;tre200d0;rka150d0;ure200dx;ure200dn;ure200d0;sre000d0;fu3010d0
NEU;20180816;13.3;27.5;15.4;21.4;0.0;81.9;36.5;61.8;762;4.0
NEU;20180817;52.6;26.5;17.2;20.5;8.8;96.0;47.4;76.7;427;6.5
NEU;20180818;27.7;27.1;15.9;21.0;0.0;96.6;48.3;71.5;397;5.8
NEU;20180819;45.7;28.3;17.0;22.8;0.0;85.4;38.7;60.4;739;7.6
NEU;20180820;51.5;29.7;18.1;23.6;0.0;81.4;31.3;56.1;738;8.3
NEU;20180821;26.3;29.7;18.0;23.8;0.0;78.9;39.6;57.0;612;6.5
NEU;20180822;27.4;31.4;17.8;23.8;0.0;79.0;32.6;57.7;630;5.8
NEU;20180823;34.6;30.5;18.6;23.9;0.1;76.8;36.3;56.3;585;7.6
NEU;20180824;65.9;25.0;15.2;19.6;8.0;98.1;43.2;65.2;403;15.8
NEU;20180825;53.3;16.0;9.7;13.6;6.7;94.5;51.7;71.7;13;11.5
NEU;20180826;26.3;19.5;9.1;14.2;0.0;93.5;30.7;57.6;742;8.3
NEU;20180827;37.1;24.9;11.5;19.0;0.0;73.2;38.5;55.8;582;5.8
NEU;20180828;12.6;26.9;15.6;20.7;0.0;85.0;32.6;62.4;702;4.0
NEU;20180829;49.7;25.1;16.8;19.7;10.1;96.2;54.3;74.8;212;9.0
NEU;20180830;50.4;21.4;15.5;17.7;0.0;81.3;47.4;63.5;133;10.1
NEU;20180831;38.2;18.5;12.4;15.3;6.4;93.9;61.7;74.7;52;6.8
NEU;20180901;38.5;17.8;11.4;14.4;0.1;85.0;57.1;73.5;6;10.1
NEU;20180902;29.9;16.1;13.3;14.6;0.0;86.3;62.5;74.0;1;9.4
NEU;20180903;16.6;18.2;11.9;15.5;0.0;92.5;60.4;77.2;77;5.4
NEU;20180904;21.6;23.4;11.3;17.2;0.0;93.1;42.7;69.5;725;5.8
NEU;20180905;13.0;24.5;12.7;18.5;0.0;89.0;37.2;65.6;694;3.6
NEU;20180906;33.5;20.2;14.9;17.0;2.0;93.5;65.0;80.4;52;5.0
NEU;20180907;40.0;23.5;13.9;18.3;1.9;97.6;40.7;66.5;578;9.4
NEU;20180908;13.3;23.0;12.1;17.5;0.0;83.4;39.7;65.3;725;4.3
NEU;20180909;31.7;25.8;12.0;18.8;0.0;86.7;30.0;59.3;686;4.3
NEU;20180910;33.1;26.6;13.9;20.2;0.0;76.8;30.3;52.6;695;4.7
NEU;20180911;11.2;27.7;14.0;20.3;0.0;76.4;27.5;52.7;719;3.2
NEU;20180912;62.3;28.7;15.2;21.1;0.6;87.5;36.8;61.0;610;6.1
NEU;20180913;47.5;24.7;15.9;18.6;8.3;93.3;54.2;83.0;315;5.4
NEU;20180914;44.6;23.2;15.1;18.8;0.0;94.5;52.7;71.0;379;7.9
NEU;20180915;24.8;23.5;14.1;18.3;0.0;76.2;44.1;59.6;677;6.5
NEU;20180916;14.0;22.1;12.8;17.1;0.0;83.6;48.8;67.7;525;3.2
NEU;20180917;12.6;25.9;12.9;18.9;0.0;85.4;37.0;64.9;704;3.6
NEU;20180918;17.6;26.5;15.4;20.1;0.0;86.7;42.6;67.2;511;4.0
NEU;20180919;11.2;26.3;15.1;20.0;0.0;85.5;38.7;66.2;491;2.9
NEU;20180920;10.4;27.3;15.3;20.4;0.0;85.4;28.9;62.1;667;3.6
NEU;20180921;88.2;26.7;13.1;18.6;0.0;90.6;40.0;63.3;227;15.1
NEU;20180922;36.7;19.9;11.1;16.2;0.0;69.7;22.1;51.4;423;8.6
NEU;20180923;102.2;27.0;11.9;20.4;3.1;80.8;44.2;61.2;138;18.4
NEU;20180924;59.0;15.3;10.2;12.1;0.0;73.1;45.9;55.9;516;22.3
NEU;20180925;67.0;16.5;8.0;12.0;0.0;67.1;34.8;48.5;686;25.9
NEU;20180926;34.9;18.5;5.7;11.9;0.0;78.3;44.5;62.0;680;4.0
NEU;20180927;10.8;21.7;9.3;15.0;0.0;89.9;38.6;65.9;673;2.9
NEU;20180928;50.8;22.9;10.8;16.7;0.0;91.4;38.8;63.5;572;7.6
NEU;20180929;53.3;16.8;10.3;13.6;0.0;85.3;52.3;66.7;343;17.3
NEU;20180930;60.5;20.7;8.6;13.6;1.8;94.8;40.4;77.8;387;7.6
NEU;20181001;43.2;13.4;8.1;10.0;2.4;92.3;52.0;70.2;25;10.1
NEU;20181002;26.3;12.8;6.4;10.2;0.0;83.7;47.8;65.0;162;5.0
NEU;20181003;27.7;17.7;9.7;13.3;0.0;84.6;52.0;69.7;205;5.8
NEU;20181004;45.7;19.2;10.2;14.5;0.0;84.9;48.7;66.1;649;12.6
NEU;20181005;10.4;20.3;8.9;13.7;0.0;99.9;45.4;75.2;539;2.5
NEU;20181006;17.3;20.3;11.7;14.9;0.0;95.3;47.7;75.0;149;2.9
NEU;20181007;37.4;20.0;10.9;15.6;0.0;90.7;51.1;71.9;172;5.8
NEU;20181008;17.6;18.3;11.9;15.0;0.0;90.7;65.0;78.9;333;5.0
NEU;20181009;19.1;19.7;12.1;15.1;0.0;94.3;55.1;79.4;527;3.6
NEU;20181010;13.7;16.6;11.3;13.6;0.0;96.6;74.6;86.2;162;3.6
NEU;20181011;22.3;19.4;11.3;14.5;0.1;95.6;53.6;79.2;265;4.0
NEU;20181012;11.9;21.2;10.7;15.6;0.0;94.3;44.9;70.8;620;3.2
NEU;20181013;10.1;21.5;10.5;15.2;0.0;91.2;42.2;67.7;619;2.5
NEU;20181014;12.2;21.5;10.2;15.0;0.0;95.1;36.4;67.8;556;3.6
NEU;20181015;16.6;20.1;9.1;14.5;0.0;84.8;39.9;61.1;564;4.0
NEU;20181016;14.8;19.7;10.4;14.4;0.0;83.7;38.1;60.3;574;3.2
NEU;20181017;24.5;19.3;8.8;13.9;0.0;82.9;42.6;63.8;535;4.7
NEU;20181018;45.4;20.9;9.5;15.2;0.0;91.7;39.8;63.4;558;11.2
NEU;20181019;33.1;17.4;10.5;13.6;0.0;90.7;58.6;74.5;508;7.9
NEU;20181020;34.2;17.9;9.2;13.6;0.0;94.4;54.7;73.0;398;10.4
NEU;20181021;45.0;16.3;7.9;12.0;0.0;99.8;52.9;72.0;430;14.8
NEU;20181022;38.9;14.9;6.2;10.7;0.0;69.9;39.7;56.0;575;13.3
NEU;20181023;41.0;15.0;6.6;11.4;0.0;78.0;18.7;54.5;550;6.1
NEU;20181024;46.8;19.1;9.7;13.1;0.0;82.4;32.7;56.5;359;6.8
NEU;20181025;16.2;17.0;8.4;11.9;0.0;94.1;46.8;72.8;561;3.2
NEU;20181026;36.0;14.5;6.0;10.7;0.0;95.9;20.1;70.9;242;5.4
NEU;20181027;46.1;11.8;3.0;6.5;22.5;96.2;47.1;85.6;0;10.4
NEU;20181028;51.8;5.3;2.6;3.9;4.4;95.4;75.1;86.6;14;18.7
NEU;20181029;63.7;8.6;3.5;4.9;2.3;94.8;78.4;86.4;0;17.3
NEU;20181030;83.9;8.9;2.1;5.0;0.4;89.5;47.5;74.0;88;25.2
NEU;20181031;15.8;7.5;3.7;5.1;0.0;94.1;74.5;86.3;46;3.6
NEU;20181101;36.4;13.6;4.5;9.0;2.0;95.9;58.7;79.7;290;9.4
NEU;20181102;28.4;10.9;6.1;8.9;0.0;93.3;65.7;84.8;4;4.7
NEU;20181103;47.2;12.7;9.3;10.5;0.0;82.8;63.9;71.8;173;11.9
NEU;20181104;16.9;9.7;8.3;8.9;0.0;90.3;74.6;82.9;0;4.0
NEU;20181105;12.6;10.1;7.1;8.6;0.0;95.9;84.5;90.2;182;3.2
NEU;20181106;38.9;14.1;5.7;9.3;0.0;100.0;61.7;85.9;51;5.8
NEU;20181107;23.0;12.1;6.3;9.3;7.9;98.3;69.5;85.6;177;5.0
NEU;20181108;24.1;12.3;7.3;9.4;4.3;98.2;68.8;84.7;63;6.8
NEU;20181109;10.1;7.6;5.8;6.9;0.0;100.0;90.1;97.0;0;2.5
NEU;20181110;13.7;8.4;5.9;7.0;2.2;100.0;92.7;98.1;0;2.9
NEU;20181111;19.1;12.9;7.8;9.6;3.4;100.0;79.1;95.2;221;3.2
NEU;20181112;8.6;11.5;7.1;8.7;0.0;100.0;88.8;97.8;94;2.2
NEU;20181113;19.8;10.0;8.1;9.3;5.6;100.0;91.3;96.8;0;3.2
NEU;20181114;10.8;10.1;8.7;9.5;0.0;97.1;84.4;91.1;0;3.6
NEU;20181115;16.2;8.7;6.5;7.8;0.0;98.1;85.8;91.2;0;4.7
NEU;20181116;33.5;6.5;4.4;5.1;0.0;97.8;71.6;87.8;0;11.2
NEU;20181117;45.7;5.7;3.3;4.3;0.0;79.3;66.2;73.1;107;15.5
NEU;20181118;40.7;4.1;0.1;2.2;0.0;79.9;65.6;73.3;3;13.0
NEU;20181119;53.3;2.3;-0.5;1.2;1.5;98.2;66.2;80.3;0;20.2
NEU;20181120;36.0;2.7;-0.4;0.8;0.0;87.4;74.0;79.6;10;9.0
NEU;20181121;24.1;2.7;0.3;1.4;0.0;93.6;80.5;86.8;0;4.0
NEU;20181122;15.8;5.5;1.6;3.4;0.0;99.4;84.4;92.2;20;2.9
NEU;20181123;30.6;4.7;1.4;2.5;10.8;100.0;89.5;98.0;0;5.4
NEU;20181124;34.9;9.2;3.6;6.3;0.4;96.6;73.9;86.3;306;6.5
NEU;20181125;17.3;4.2;1.4;2.6;0.0;100.0;93.3;98.6;0;5.0
NEU;20181126;19.8;4.2;2.7;3.6;0.1;96.0;78.8;87.1;0;4.7
NEU;20181127;23.8;5.8;0.7;3.8;0.2;91.9;70.2;82.1;0;5.0
NEU;20181128;10.1;3.9;0.5;2.3;0.0;100.0;84.5;92.5;1;2.5
NEU;20181129;20.5;5.8;1.8;3.6;0.0;95.5;83.4;90.7;0;3.6
NEU;20181130;9.0;5.5;2.3;4.0;1.9;100.0;91.9;97.1;0;2.5
NEU;20181201;32.8;8.4;4.3;6.3;0.2;96.5;65.4;84.0;73;5.8
NEU;20181202;71.3;9.5;5.8;8.2;28.6;97.7;62.9;90.2;0;22.0
NEU;20181203;80.3;11.8;8.9;10.3;23.2;97.4;76.2;90.5;0;19.1
NEU;20181204;44.3;11.0;5.6;9.0;1.3;93.9;66.7;81.9;48;11.2
NEU;20181205;18.7;7.8;6.4;7.0;0.0;97.2;88.3;92.8;2;3.2
NEU;20181206;34.9;11.0;6.5;8.8;1.0;93.9;76.4;87.4;21;11.9
NEU;20181207;91.1;11.7;5.6;9.1;3.4;92.5;59.6;80.5;259;18.4
NEU;20181208;81.4;6.8;4.1;5.7;2.0;90.8;57.2;80.5;13;25.6
NEU;20181209;81.7;8.9;4.7;6.5;21.7;93.8;66.4;82.6;31;23.4
NEU;20181210;50.4;6.5;2.6;4.6;11.9;94.9;61.7;83.7;4;9.7
NEU;20181211;24.8;5.7;-0.2;2.8;0.5;94.6;50.7;74.7;394;7.2
NEU;20181212;36.0;2.2;-0.8;0.6;0.0;85.6;61.8;74.1;371;13.3
NEU;20181213;35.3;1.7;-1.6;0.1;0.0;80.7;62.3;70.5;202;12.2
NEU;20181214;27.7;0.9;-1.1;-0.3;0.0;77.5;67.9;73.3;17;12.6
NEU;20181215;25.9;-0.6;-2.4;-1.1;2.6;97.2;68.1;73.6;0;7.9
NEU;20181216;33.1;5.5;-2.4;1.9;7.5;100.0;88.0;95.9;63;6.5
NEU;20181217;27.4;6.6;0.8;3.6;0.0;100.0;61.6;86.4;11;5.8
NEU;20181218;15.5;4.0;0.2;1.6;0.0;96.3;78.4;91.1;103;2.9
NEU;20181219;27.0;4.3;0.5;2.6;9.1;98.4;85.8;93.4;0;6.1
NEU;20181220;45.4;7.3;3.5;5.6;0.1;92.0;67.9;79.0;117;16.6
NEU;20181221;84.6;9.1;6.0;7.4;16.5;92.4;67.0;83.0;0;28.4
NEU;20181222;56.9;11.6;9.1;10.3;2.6;91.5;63.9;79.9;3;18.7
NEU;20181223;55.1;10.3;8.4;9.3;3.9;95.6;61.9;83.1;0;18.0
NEU;20181224;52.2;10.1;2.3;6.5;9.8;94.8;71.2;86.8;2;12.6
NEU;20181225;27.4;3.8;-0.4;1.8;0.0;92.5;73.1;85.4;2;7.2
NEU;20181226;14.0;0.8;-1.5;-0.5;0.0;92.0;80.5;86.8;0;4.0
NEU;20181227;11.5;0.9;-1.7;-0.3;0.0;94.4;86.8;90.6;0;3.2
NEU;20181228;13.7;2.2;-0.3;0.8;0.0;97.7;86.3;92.8;0;3.6
NEU;20181229;25.6;0.9;-0.3;0.3;0.0;92.4;82.1;84.8;0;6.5
NEU;20181230;26.6;5.3;0.8;2.8;0.0;94.3;73.5;86.5;126;6.1
NEU;20181231;22.0;8.1;2.4;5.1;0.0;93.9;70.4;84.5;140;6.5
NEU;20190101;29.9;5.4;3.5;4.5;0.0;93.4;66.6;81.2;6;7.2
NEU;20190102;55.4;5.0;-0.1;2.8;0.9;88.0;36.9;62.9;120;11.5
NEU;20190103;41.4;2.5;-0.8;0.6;0.0;65.8;35.3;54.4;482;16.2
NEU;20190104;43.2;3.8;-1.0;1.2;0.0;75.9;43.8;61.4;443;13.3
NEU;20190105;25.2;4.0;-1.0;0.9;0.1;90.2;61.1;79.2;0;4.3
NEU;20190106;37.1;4.7;1.6;3.1;0.0;90.8;60.6;72.3;49;7.6
NEU;20190107;29.9;3.5;1.9;2.6;0.0;81.3;64.6;71.8;0;7.2
NEU;20190108;49.7;3.9;1.6;2.7;2.2;92.8;68.2;82.6;2;15.1
NEU;20190109;58.7;3.2;-1.7;0.8;4.4;98.2;62.1;81.0;0;9.7
NEU;20190110;25.2;1.5;-2.0;-0.4;0.4;94.6;60.5;80.8;105;6.8
NEU;20190111;19.1;0.6;-2.2;-0.7;1.0;97.3;65.2;77.4;69;5.0
NEU;20190112;49.0;4.5;-0.2;2.1;1.0;94.0;60.2;81.1;25;11.2
NEU;20190113;61.6;6.6;2.0;4.0;5.9;93.6;77.2;89.1;0;25.2
NEU;20190114;57.2;6.7;2.6;4.4;7.5;96.0;65.1;79.5;7;11.2
NEU;20190115;20.9;6.0;-1.0;2.3;0.0;93.0;52.0;79.5;494;3.6
NEU;20190116;40.7;5.4;-1.5;2.1;0.0;91.0;63.8;78.7;436;7.2
NEU;20190117;56.9;6.3;0.8;4.8;2.4;94.2;55.7;73.6;10;18.0
NEU;20190118;35.3;2.7;-2.7;0.3;0.5;94.3;57.8;68.8;425;10.4
NEU;20190119;13.0;1.1;-3.2;-1.4;0.0;85.4;67.1;76.6;251;2.9
NEU;20190120;10.8;1.7;-3.2;-0.4;0.0;90.9;70.4;81.2;4;2.2
NEU;20190121;26.3;3.9;-0.9;1.1;0.0;87.5;64.0;76.2;334;10.1
NEU;20190122;15.8;0.6;-2.3;-1.1;0.0;85.2;67.6;78.7;25;3.6
NEU;20190123;22.0;-0.1;-2.8;-1.4;0.2;94.3;74.7;86.2;0;5.8
NEU;20190124;50.0;1.9;-2.7;-1.0;0.0;81.7;53.6;68.5;212;12.2
NEU;20190125;33.1;1.6;-5.0;-1.4;0.0;73.1;46.5;58.8;503;7.9
NEU;20190126;33.8;5.0;-0.4;2.2;0.1;80.6;55.0;67.6;188;11.5
NEU;20190127;64.4;7.2;0.4;3.7;5.7;95.1;66.7;81.6;20;22.0
NEU;20190128;45.7;2.5;-0.5;0.8;5.1;99.2;63.9;86.5;6;14.0
NEU;20190129;17.3;1.6;-2.7;0.0;0.1;94.8;72.4;84.2;214;5.8
NEU;20190130;68.0;2.6;-1.7;0.6;6.8;98.1;56.3;80.1;146;19.1
NEU;20190131;29.5;1.1;-2.5;-0.9;9.7;99.2;76.2;93.7;0;6.1
NEU;20190201;34.6;4.4;-0.1;2.1;12.5;99.1;88.3;94.6;0;7.6
NEU;20190202;37.1;3.8;0.8;1.7;0.0;99.8;70.9;93.5;0;4.3
NEU;20190203;45.4;3.4;-1.2;1.7;0.7;96.0;57.1;73.1;2;7.9
NEU;20190204;35.3;1.7;-1.7;-0.1;0.0;86.1;64.7;74.1;377;8.6
NEU;20190205;12.2;0.4;-3.7;-2.2;0.0;97.3;78.6;90.2;123;4.0
NEU;20190206;16.6;-2.2;-4.1;-3.1;0.0;97.4;87.0;93.3;0;4.0
NEU;20190207;29.2;4.4;-2.9;1.2;2.7;95.1;81.8;89.9;0;10.1
NEU;20190208;34.6;5.5;0.6;2.9;0.0;96.1;63.7;83.9;135;6.1
NEU;20190209;73.4;10.4;3.8;7.4;1.9;87.6;53.5;68.1;116;18.0
NEU;20190210;98.6;10.2;2.8;6.8;11.4;90.8;56.2;69.1;0;23.4
NEU;20190211;49.7;4.5;0.2;2.3;8.2;97.7;64.5;85.0;24;10.1
NEU;20190212;20.5;5.1;-0.8;2.0;0.0;97.3;52.0;78.0;302;5.0
NEU;20190213;22.7;5.4;-0.8;2.1;0.0;83.6;60.5;71.8;559;4.3
NEU;20190214;9.0;7.9;-1.5;2.7;0.0;91.7;53.3;72.5;561;2.2
NEU;20190215;10.8;8.9;-0.7;3.6;0.0;92.6;55.4;73.7;572;2.9
NEU;20190216;8.6;10.4;-0.1;4.5;0.0;94.3;39.5;68.5;576;1.8
NEU;20190217;10.1;10.8;0.1;5.0;0.0;91.7;37.9;67.0;591;1.8
NEU;20190218;19.8;11.2;0.7;5.2;0.0;90.5;48.4;70.7;587;4.0
NEU;20190219;15.5;9.8;1.3;5.6;0.0;90.1;56.7;73.3;564;2.9
NEU;20190220;9.4;10.2;0.9;5.4;0.0;92.6;44.3;72.1;532;2.2
NEU;20190221;9.0;11.6;1.4;6.2;0.0;88.8;43.5;67.1;574;2.5
NEU;20190222;50.8;15.6;4.0;8.7;0.0;88.1;41.2;63.7;494;11.5
NEU;20190223;58.0;10.6;4.7;7.3;0.0;79.5;30.4;54.8;466;25.6
NEU;20190224;41.4;8.9;-0.3;5.3;0.0;58.5;35.9;45.6;619;9.0
NEU;20190225;32.4;11.3;1.9;6.5;0.0;81.2;39.0;53.8;621;5.0
NEU;20190226;13.0;13.1;1.1;6.7;0.0;92.1;40.0;66.7;573;3.2
NEU;20190227;10.4;14.8;1.7;7.7;0.0;89.0;37.4;64.0;615;3.2
NEU;20190228;79.6;18.6;3.6;9.9;0.0;79.8;26.6;57.2;625;14.4
NEU;20190301;52.6;8.9;5.4;6.7;8.0;95.4;68.5;84.3;0;13.7
NEU;20190302;27.0;8.6;4.8;6.7;0.0;95.1;72.7;84.4;0;9.0
NEU;20190303;44.3;12.9;4.7;8.8;0.0;87.7;41.3;66.2;338;14.4
NEU;20190304;92.2;12.4;4.3;8.5;2.2;86.5;38.4;56.2;120;26.3
NEU;20190305;51.8;12.0;3.8;7.5;0.8;85.1;37.2;60.4;428;17.6
NEU;20190306;13.7;10.0;1.6;5.6;0.0;83.3;41.1;63.8;78;3.2
NEU;20190307;85.7;11.6;4.9;7.5;4.8;100.0;46.5;73.3;190;18.4
NEU;20190308;44.3;10.4;6.3;7.7;1.1;77.2;51.9;65.6;132;14.8
NEU;20190309;58.7;9.2;6.9;8.2;0.7;92.1;54.6;78.6;0;20.9
NEU;20190310;71.3;13.7;6.3;10.1;6.7;95.6;49.9;75.4;101;24.1
NEU;20190311;62.3;6.3;1.0;3.6;4.4;91.1;52.5;69.7;169;16.2
NEU;20190312;72.4;10.6;-0.3;4.7;0.3;88.1;36.0;64.2;294;11.2
NEU;20190313;58.7;7.8;2.2;4.8;5.1;93.1;51.4;73.7;120;19.8
NEU;20190314;71.3;5.7;2.5;3.4;14.2;93.7;77.2;89.8;0;25.9
NEU;20190315;59.8;9.9;5.5;8.0;6.3;94.3;72.3;87.2;0;22.3
NEU;20190316;38.5;16.4;7.3;11.1;0.9;92.5;39.8;64.1;556;15.1
NEU;20190317;86.4;15.8;3.7;8.8;0.7;88.3;31.8;56.8;177;18.0
NEU;20190318;29.9;8.1;1.8;4.4;0.6;90.2;50.9;70.8;151;9.0
NEU;20190319;39.2;9.6;-0.1;5.0;0.0;86.1;34.4;58.8;444;11.5
NEU;20190320;53.3;11.0;0.7;6.5;0.0;72.9;28.9;47.8;691;16.9
NEU;20190321;40.3;12.8;3.1;7.5;0.0;61.9;35.0;47.8;691;11.5
NEU;20190322;10.4;14.7;1.7;7.9;0.0;84.9;34.3;58.6;688;2.5
NEU;20190323;31.0;18.0;3.7;10.4;0.0;82.4;23.8;50.7;696;3.6
NEU;20190324;52.9;19.1;4.4;10.9;0.0;81.2;27.4;53.5;690;8.3
NEU;20190325;57.6;11.8;3.6;7.5;0.3;85.5;32.4;56.4;465;10.8
NEU;20190326;49.7;9.8;3.0;6.2;0.7;87.3;37.1;52.1;533;17.3
NEU;20190327;58.0;11.9;2.4;7.1;0.0;70.4;36.4;51.1;578;20.5
NEU;20190328;61.6;13.8;4.4;9.2;0.0;68.0;35.2;49.1;706;22.7
NEU;20190329;38.9;14.6;4.3;9.3;0.0;84.2;38.3;57.0;703;6.1
NEU;20190330;10.4;16.5;3.6;9.7;0.0;84.4;23.7;53.7;714;3.2
NEU;20190331;36.4;18.6;4.4;11.9;0.0;79.5;23.9;47.4;715;10.1
NEU;20190401;34.2;16.9;7.3;12.3;0.0;73.6;30.6;49.6;672;6.8
NEU;20190402;73.4;19.3;5.7;11.9;0.0;88.9;26.5;55.7;515;11.5
NEU;20190403;49.7;12.8;0.2;5.6;22.0;98.9;57.0;81.9;36;10.8
NEU;20190404;29.2;3.6;0.6;1.9;11.9;98.6;84.1;93.4;0;6.1
NEU;20190405;16.9;6.1;0.3;2.8;0.0;98.1;69.7;86.4;233;4.7
NEU;20190406;33.1;14.2;1.4;7.3;0.0;96.5;36.2;71.0;467;6.8
NEU;20190407;29.5;9.1;6.9;7.9;0.1;91.3;59.0;75.9;0;7.6
NEU;20190408;26.3;12.5;6.0;9.0;0.0;87.0;49.8;68.0;302;5.4
NEU;20190409;24.8;15.4;4.7;9.6;0.0;92.7;43.8;69.3;470;5.0
NEU;20190410;39.6;14.1;5.7;9.5;1.3;89.7;48.5;72.6;313;7.9
NEU;20190411;43.6;12.9;7.8;9.9;0.0;84.2;53.7;64.0;155;18.0
NEU;20190412;40.7;12.9;3.9;8.3;0.0;76.3;38.6;55.8;546;11.2
NEU;20190413;56.5;11.3;2.9;5.6;0.0;81.9;38.1;59.2;311;13.7
NEU;20190414;41.8;8.4;1.3;4.5;0.0;82.5;43.7;58.9;269;13.3
NEU;20190415;46.1;12.1;3.7;7.9;0.0;83.3;46.5;63.8;620;14.0
NEU;20190416;32.8;13.3;5.3;8.7;1.6;96.7;59.9;81.9;5;6.5
NEU;20190417;31.7;17.5;7.2;12.2;0.0;98.0;42.8;71.5;618;5.4
NEU;20190418;29.2;20.5;7.5;14.3;0.0;89.8;32.3;55.8;729;5.8
NEU;20190419;32.0;21.4;8.6;14.4;0.0;80.6;27.4;54.4;455;4.7
NEU;20190420;34.9;22.2;8.3;15.6;0.0;85.6;15.3;47.5;775;9.0
NEU;20190421;19.4;20.1;9.5;14.8;0.0;82.8;22.1;46.5;336;3.6
NEU;20190422;29.2;23.1;8.5;16.1;0.0;79.2;22.1;47.0;639;7.2
NEU;20190423;20.9;21.5;12.8;16.9;0.0;74.8;24.9;45.1;411;4.7
NEU;20190424;87.5;19.0;7.8;12.5;1.5;87.7;42.2;68.5;421;9.7
NEU;20190425;73.8;18.6;5.3;10.8;1.8;98.9;37.7;71.3;438;9.0
NEU;20190426;28.1;12.7;5.0;8.2;13.7;94.2;56.4;80.2;214;7.6
NEU;20190427;57.2;11.9;5.4;8.5;3.5;94.2;52.7;76.4;106;16.2
NEU;20190428;39.2;10.5;3.4;6.2;6.5;93.8;50.1;77.0;130;9.4
NEU;20190429;34.9;11.9;3.5;7.9;0.0;90.0;49.5;69.4;228;8.6
NEU;20190430;37.8;15.8;5.5;10.5;0.0;85.4;48.8;65.8;433;9.4
NEU;20190501;33.8;17.4;6.1;12.1;0.0;85.0;29.9;56.1;793;6.8
NEU;20190502;40.7;13.8;6.5;9.9;3.7;93.3;60.4;77.0;218;7.9
NEU;20190503;42.8;15.2;7.6;10.2;6.6;85.9;45.4;70.7;146;7.9
NEU;20190504;67.3;12.7;1.5;6.8;2.2;90.1;51.3;74.8;57;11.5
NEU;20190505;64.4;9.5;0.7;4.8;0.0;92.8;36.6;62.3;472;13.7
NEU;20190506;29.9;10.4;1.1;6.5;0.0;82.9;37.1;56.0;360;7.9
NEU;20190507;19.1;13.7;1.3;8.2;0.0;89.8;34.8;59.3;467;4.3
NEU;20190508;46.4;10.2;7.1;8.6;24.3;97.0;77.8;90.8;0;9.4
NEU;20190509;63.7;11.6;6.9;9.4;4.1;94.4;69.9;84.9;14;18.0
NEU;20190510;25.2;15.0;8.8;11.6;2.7;95.4;61.0;83.0;107;6.1
NEU;20190511;85.7;14.7;7.2;10.8;6.2;96.7;49.8;76.7;71;15.8
NEU;20190512;51.5;14.4;6.3;9.7;0.0;94.4;33.8;63.9;358;14.4
NEU;20190513;87.1;14.9;6.3;10.8;0.0;70.1;35.2;47.7;803;29.9
NEU;20190514;70.6;14.3;7.0;10.7;0.0;54.8;28.0;40.7;830;25.9
NEU;20190515;72.4;13.2;5.5;9.4;0.0;65.3;38.9;50.8;606;28.1
NEU;20190516;33.8;15.5;5.0;10.8;0.0;78.1;44.5;57.4;731;11.9
NEU;20190517;34.6;15.4;5.9;10.7;0.3;91.3;54.5;75.8;139;4.7
NEU;20190518;13.0;15.9;9.8;12.7;0.0;92.4;51.6;71.9;0;3.6
NEU;20190519;47.9;16.1;10.5;12.8;6.6;98.0;61.8;81.0;48;5.4
NEU;20190520;35.3;13.5;11.0;11.9;6.0;96.7;69.5;87.1;0;9.7
NEU;20190521;42.5;18.5;10.9;13.9;0.2;94.4;48.5;67.4;205;9.4
NEU;20190522;44.3;20.1;9.0;14.6;0.1;100.0;33.3;60.0;813;9.0
NEU;20190523;36.7;20.6;9.6;15.9;0.0;73.0;30.6;51.5;829;8.3
NEU;20190524;48.6;22.3;11.4;16.4;0.0;81.6;34.2;56.5;547;6.8
NEU;20190525;36.7;21.7;11.7;15.4;2.9;94.1;41.6;71.8;303;7.2
NEU;20190526;40.7;20.4;10.3;15.5;0.0;95.7;46.9;69.3;489;6.1
NEU;20190527;51.1;21.4;11.5;16.5;0.0;87.7;42.6;62.3;627;10.8
NEU;20190528;60.5;15.3;8.8;11.1;12.0;94.9;64.3;83.6;24;7.6
NEU;20190529;46.8;17.8;8.5;11.7;0.0;94.2;47.4;75.1;139;6.1
NEU;20190530;25.6;19.7;6.8;13.8;0.0;93.4;36.0;65.6;639;5.8
NEU;20190531;31.0;23.3;9.7;17.6;0.0;79.9;34.9;54.8;855;9.0
NEU;20190601;18.0;25.0;12.2;19.0;0.0;80.4;36.9;57.5;858;4.3
NEU;20190602;18.4;28.3;13.7;20.7;0.0;83.7;30.4;55.8;808;4.3
NEU;20190603;67.7;25.7;15.4;20.3;4.9;81.1;46.9;64.3;612;6.1
NEU;20190604;19.4;28.0;14.8;21.4;0.0;83.7;32.1;60.1;801;4.0
NEU;20190605;77.4;28.3;14.6;21.6;0.0;75.6;37.2;54.9;678;11.9
NEU;20190606;45.7;14.7;10.7;12.5;2.2;91.0;55.8;77.0;96;7.9
NEU;20190607;76.7;21.2;10.3;14.4;0.0;91.6;41.3;67.8;205;13.7
NEU;20190608;46.4;22.6;11.3;16.9;0.0;73.5;24.5;43.7;829;10.4
NEU;20190609;17.6;14.6;11.4;12.8;13.1;97.8;52.6;81.6;48;4.0
NEU;20190610;24.1;15.6;10.9;13.4;56.0;98.0;82.0;95.7;29;5.4
NEU;20190611;16.9;16.8;9.6;12.8;2.3;97.4;68.4;88.0;61;5.4
NEU;20190612;35.6;19.7;9.5;15.0;1.3;92.1;41.9;68.1;581;8.6
