 

stn;time;fu3010d1;tre200dx;tre200dn;tre200d0;rka150d0;ure200dx;ure200dn;ure200d0;sre000d0;fu3010d0
BAS;20130101;25.2;6.7;0.1;3.5;2.0;95.6;78.2;87.5;0;6.8
BAS;20130102;27.0;6.2;-0.9;3.0;0.0;92.8;61.4;81.1;212;5.0
BAS;20130103;19.8;5.2;-2.4;2.2;0.2;96.2;74.3;85.2;51;5.8
BAS;20130104;15.5;9.3;4.1;7.0;0.0;89.7;79.1;84.5;13;3.2
BAS;20130105;29.2;8.0;5.7;7.0;0.0;88.8;78.1;83.2;0;7.2
BAS;20130106;18.7;6.1;2.4;5.0;0.0;93.8;78.8;85.7;0;5.0
BAS;20130107;24.5;6.4;1.3;3.8;0.0;94.0;76.8;86.6;42;6.8
BAS;20130108;14.4;2.3;-0.6;1.0;0.0;97.0;84.4;90.4;0;4.7
BAS;20130109;15.1;1.2;-0.8;0.3;0.0;93.7;83.5;89.1;0;4.0
BAS;20130110;13.3;3.0;0.6;1.9;8.3;97.4;88.5;93.4;0;3.2
BAS;20130111;20.5;4.1;1.4;2.6;8.5;96.2;77.0;89.1;0;5.0
BAS;20130112;23.4;5.8;0.0;2.2;0.0;99.0;54.3;81.3;269;5.0
BAS;20130113;12.2;0.7;-1.2;-0.2;0.5;98.9;90.2;93.9;0;4.7
BAS;20130114;12.2;-0.5;-1.5;-1.1;1.2;95.3;82.4;90.9;0;3.2
BAS;20130115;30.2;1.0;-2.3;-0.4;1.1;94.0;76.4;86.5;0;4.7
BAS;20130116;45.0;-0.3;-5.0;-2.6;0.0;81.8;50.7;68.9;244;7.6
BAS;20130117;17.3;-3.2;-4.9;-4.0;3.2;91.2;64.9;84.1;0;5.4
BAS;20130118;36.4;-1.7;-7.7;-3.8;0.0;90.7;61.2;75.0;317;9.0
BAS;20130119;40.3;-0.6;-4.5;-2.4;7.1;95.6;68.2;83.9;0;11.2
BAS;20130120;20.5;1.0;-2.1;-0.7;0.3;96.3;82.7;91.3;0;4.7
BAS;20130121;24.5;1.7;-1.4;0.1;0.4;94.6;74.8;86.8;44;6.5
BAS;20130122;37.4;4.3;-0.9;1.5;0.0;91.8;61.3;80.4;116;6.8
BAS;20130123;20.5;-0.6;-4.6;-1.7;0.0;98.4;84.9;92.2;94;4.7
BAS;20130124;17.6;-0.6;-3.0;-1.5;0.0;96.6;85.8;91.6;0;5.4
BAS;20130125;20.9;-2.4;-3.3;-2.9;0.0;89.7;69.1;80.8;0;5.0
BAS;20130126;29.9;0.6;-4.3;-1.8;0.0;84.4;60.8;72.3;375;7.6
BAS;20130127;19.4;3.0;-3.3;0.5;1.9;96.3;62.7;78.3;53;4.3
BAS;20130128;19.1;7.2;1.2;3.3;2.8;96.8;70.7;88.2;289;4.7
BAS;20130129;40.7;10.4;1.4;7.5;0.6;92.7;56.5;73.9;0;10.1
BAS;20130130;63.0;16.6;6.7;12.8;4.2;90.5;52.5;70.4;8;18.0
BAS;20130131;52.2;12.3;4.6;9.1;0.1;84.9;35.2;64.5;212;12.6
BAS;20130201;60.1;12.3;6.4;9.2;19.6;94.8;61.3;79.4;0;13.0
BAS;20130202;53.3;8.3;0.3;3.6;13.5;94.9;66.6;84.4;8;9.0
BAS;20130203;34.9;4.2;0.2;1.8;0.2;88.0;54.9;73.6;106;10.1
BAS;20130204;40.7;8.6;0.1;4.5;5.6;96.9;57.0;82.9;0;10.8
BAS;20130205;76.3;8.2;0.4;4.6;10.1;95.3;54.4;80.7;104;15.8
BAS;20130206;38.5;3.3;0.2;1.5;2.9;94.7;59.6;79.3;0;9.4
BAS;20130207;31.7;2.4;-1.3;0.3;2.2;94.9;72.6;84.8;101;8.6
BAS;20130208;29.9;2.2;-1.1;0.2;1.5;93.4;57.4;77.1;109;8.3
BAS;20130209;23.8;1.1;-5.1;-2.3;1.4;94.3;49.7;79.3;229;5.8
BAS;20130210;38.9;-0.4;-8.3;-3.6;0.4;89.8;50.1;66.9;508;12.6
BAS;20130211;41.0;1.0;-4.0;-1.5;3.4;95.5;68.4;84.9;17;9.4
BAS;20130212;13.7;-1.8;-3.4;-2.5;0.3;94.5;78.0;87.8;0;4.0
BAS;20130213;19.4;-0.9;-5.8;-2.7;0.0;83.1;54.9;73.2;0;3.6
BAS;20130214;34.2;-0.4;-11.1;-3.8;1.3;93.2;57.1;70.1;142;9.0
BAS;20130215;29.2;4.5;-1.3;2.0;0.1;94.3;77.1;87.5;0;5.0
BAS;20130216;12.2;6.6;-0.4;2.9;0.0;93.6;59.4;82.6;96;3.2
BAS;20130217;16.2;3.2;-1.4;0.9;0.0;96.0;77.3;88.5;0;3.6
BAS;20130218;29.2;6.4;-0.5;2.7;0.0;91.4;49.4;69.2;518;7.9
BAS;20130219;19.8;9.0;-2.9;2.4;0.0;86.4;43.4;69.4;421;6.1
BAS;20130220;39.2;2.8;0.1;1.5;0.1;93.4;49.7;75.7;0;7.6
BAS;20130221;40.3;1.7;-2.0;-0.4;0.0;76.3;40.9;52.2;70;12.6
BAS;20130222;37.1;-1.7;-3.9;-2.7;0.0;87.0;41.7;58.7;0;10.1
BAS;20130223;29.9;-1.5;-4.8;-3.5;0.1;85.3;45.1;72.3;0;6.5
BAS;20130224;20.5;-1.5;-4.7;-3.4;0.7;90.0;62.4;81.6;15;5.4
BAS;20130225;20.2;1.2;-6.8;-2.6;0.0;87.8;54.5;72.6;244;3.6
BAS;20130226;17.3;1.5;-6.3;-1.9;0.0;93.6;66.7;84.6;6;4.0
BAS;20130227;12.6;2.8;0.1;1.3;0.2;95.8;87.7;91.6;0;3.6
BAS;20130228;19.1;6.5;-1.5;2.0;0.0;95.7;59.9;84.1;213;4.7
BAS;20130301;19.8;2.8;-2.2;0.7;0.0;100.0;71.1;85.0;0;4.3
BAS;20130302;24.5;2.4;0.6;1.5;0.0;86.6;70.8;76.7;0;6.8
BAS;20130303;26.6;5.5;-0.8;2.0;0.0;82.8;57.0;69.8;330;8.3
BAS;20130304;27.4;11.1;-1.4;4.3;0.0;85.0;38.5;62.6;571;7.6
BAS;20130305;19.8;12.5;-1.2;5.8;0.0;85.7;37.5;59.7;221;6.8
BAS;20130306;17.3;13.5;1.4;7.6;0.0;82.3;41.2;60.1;195;4.3
BAS;20130307;28.4;15.6;4.4;9.9;0.0;83.0;43.8;63.0;105;5.8
BAS;20130308;32.0;15.1;6.0;10.0;1.1;88.6;48.5;69.8;39;7.6
BAS;20130309;36.4;14.4;7.4;10.4;2.2;91.5;49.2;72.5;132;7.6
BAS;20130310;44.3;13.2;5.2;7.9;2.7;93.7;55.4;84.5;58;6.8
BAS;20130311;15.1;6.2;3.7;4.8;3.3;96.9;88.5;92.7;0;3.6
BAS;20130312;38.5;7.9;2.1;4.6;2.9;99.3;73.1;88.6;5;6.5
BAS;20130313;26.3;2.0;-2.1;-0.3;1.6;92.7;73.8;83.0;0;7.9
BAS;20130314;37.8;2.8;-4.9;-1.5;0.0;86.8;40.4;71.5;284;6.8
BAS;20130315;23.8;3.4;-2.8;-0.8;0.0;89.6;28.0;62.2;398;6.1
BAS;20130316;39.6;7.1;-3.4;2.3;0.0;68.1;29.4;47.8;323;14.8
BAS;20130317;38.5;6.5;2.1;4.9;4.1;92.7;45.4;67.6;0;11.5
BAS;20130318;35.3;7.0;3.2;4.3;5.4;93.6;68.5;86.7;13;4.7
BAS;20130319;43.2;10.3;3.0;5.8;0.9;92.3;37.7;64.5;217;11.2
BAS;20130320;52.9;9.7;3.1;5.5;2.0;89.2;49.5;72.4;92;11.5
BAS;20130321;28.8;8.9;2.9;5.5;1.4;92.0;54.1;74.9;46;5.0
BAS;20130322;33.5;11.4;0.4;6.2;0.0;91.3;50.0;70.6;460;6.8
BAS;20130323;34.2;7.1;1.5;4.1;0.4;91.4;55.7;75.3;0;8.3
BAS;20130324;40.0;5.0;0.6;3.0;0.4;93.9;53.7;69.6;2;11.2
BAS;20130325;18.0;1.0;-0.6;0.3;1.4;95.0;86.8;91.1;0;4.7
BAS;20130326;27.7;0.1;-1.1;-0.6;6.1;93.3;71.5;88.2;0;4.7
BAS;20130327;30.2;5.1;-1.4;0.7;0.0;79.9;60.9;71.8;2;7.9
BAS;20130328;29.9;3.0;-0.5;1.2;12.7;95.4;75.1;90.8;0;4.3
BAS;20130329;25.6;5.6;-0.6;2.4;3.1;93.8;50.2;80.1;92;7.2
BAS;20130330;29.9;3.6;1.7;2.7;5.2;95.0;81.7;90.5;0;5.4
BAS;20130331;24.5;4.6;-0.5;1.6;1.0;92.7;57.6;77.3;0;6.5
BAS;20130401;40.7;8.7;-0.8;3.7;0.0;86.6;42.6;63.0;495;13.3
BAS;20130402;37.1;8.9;-1.4;3.5;0.0;77.2;52.3;64.9;217;10.8
BAS;20130403;34.6;8.1;1.2;4.5;0.0;76.0;53.5;64.9;27;9.7
BAS;20130404;38.2;10.6;-0.9;5.7;0.0;84.6;48.8;64.5;235;9.0
BAS;20130405;18.7;7.2;0.2;3.9;0.0;81.7;62.5;71.4;0;5.0
BAS;20130406;31.7;8.7;1.7;4.8;0.0;77.9;57.6;68.5;8;6.5
BAS;20130407;32.8;7.9;2.4;4.5;0.0;90.4;49.9;71.0;7;6.1
BAS;20130408;28.4;8.9;2.5;5.1;3.1;93.1;53.1;75.4;0;7.9
BAS;20130409;55.4;12.1;4.4;7.5;9.4;92.1;58.6;79.4;144;11.2
BAS;20130410;66.2;14.2;7.6;10.9;0.2;79.9;39.9;55.6;231;13.3
BAS;20130411;43.9;17.3;8.4;12.8;18.3;93.0;56.0;79.5;0;9.4
BAS;20130412;58.0;16.5;7.5;10.2;5.8;88.9;39.1;70.1;212;12.2
BAS;20130413;43.9;16.5;6.4;11.3;1.1;88.1;38.8;63.3;367;8.6
BAS;20130414;32.8;24.1;9.0;16.5;0.0;74.5;21.4;49.3;757;10.4
BAS;20130415;29.9;24.6;9.1;17.5;0.2;81.2;27.1;51.4;675;7.2
BAS;20130416;30.2;22.0;12.0;17.2;3.8;93.6;44.0;65.7;338;7.2
BAS;20130417;24.5;25.7;11.1;18.7;0.0;88.7;29.4;55.9;648;5.8
BAS;20130418;35.6;23.1;13.1;16.6;2.3;89.5;37.3;65.7;150;9.7
BAS;20130419;30.2;13.1;5.2;9.1;10.8;92.1;63.0;83.4;0;6.5
BAS;20130420;25.9;8.2;3.8;6.4;6.9;92.9;75.0;87.8;0;5.0
BAS;20130421;17.6;11.0;6.7;8.7;0.3;93.3;69.9;83.0;0;5.8
BAS;20130422;18.4;12.6;7.9;10.1;0.2;91.8;62.7;77.2;0;4.0
BAS;20130423;18.0;18.2;8.6;12.7;0.0;88.5;38.3;65.5;446;3.2
BAS;20130424;20.9;22.1;6.9;14.8;0.0;86.3;36.6;59.9;772;5.0
BAS;20130425;22.0;25.0;9.2;17.3;0.0;83.7;27.4;54.2;776;4.7
BAS;20130426;35.3;21.9;12.6;15.8;8.4;94.7;48.7;72.2;61;6.5
BAS;20130427;35.3;12.6;4.5;8.1;11.4;93.8;85.9;90.6;0;8.3
BAS;20130428;20.5;10.5;4.8;7.7;0.5;93.6;70.0;83.4;0;4.3
BAS;20130429;10.8;10.4;8.1;9.1;1.9;95.7;83.5;90.2;0;2.9
BAS;20130430;14.0;11.9;9.0;10.2;0.2;95.6;86.4;91.8;0;4.3
BAS;20130501;37.8;16.3;8.9;11.9;1.8;96.8;71.6;88.0;140;5.4
BAS;20130502;33.5;17.0;10.4;13.5;1.2;96.1;72.1;86.9;29;5.0
BAS;20130503;20.9;14.5;9.7;11.9;10.8;97.3;78.7;90.8;11;3.2
BAS;20130504;22.7;15.0;9.0;12.1;1.7;95.0;66.9;86.8;16;3.6
BAS;20130505;25.2;19.9;8.2;13.5;0.1;99.9;53.0;79.0;371;4.3
BAS;20130506;32.8;21.1;9.4;14.7;0.4;93.1;45.8;74.7;314;6.5
BAS;20130507;22.3;19.7;9.9;15.0;0.0;93.3;41.9;68.5;351;4.7
BAS;20130508;22.0;23.2;9.2;16.6;0.3;90.8;37.1;63.5;548;4.7
BAS;20130509;15.5;18.8;14.1;16.0;3.2;94.8;59.0;79.5;7;2.9
BAS;20130510;38.9;16.3;7.8;12.4;5.8;93.0;42.4;74.6;282;9.0
BAS;20130511;38.2;15.5;7.8;11.6;0.5;89.6;48.0;72.5;44;5.4
BAS;20130512;47.2;14.0;7.7;10.6;0.1;86.3;50.8;68.9;137;9.4
BAS;20130513;28.4;16.1;7.8;12.0;0.1;82.9;51.8;65.5;31;6.1
BAS;20130514;19.4;19.5;7.6;14.1;0.0;87.8;50.1;66.9;631;4.7
BAS;20130515;20.5;16.9;11.5;14.0;1.7;94.4;67.6;81.5;41;5.0
BAS;20130516;29.9;13.7;9.3;11.7;0.2;95.0;79.0;87.7;0;5.4
BAS;20130517;23.0;14.4;8.8;11.0;0.2;93.1;60.5;79.5;54;5.8
BAS;20130518;48.2;21.8;8.5;14.9;0.0;93.0;33.1;63.4;572;7.9
BAS;20130519;31.0;15.5;9.2;11.6;1.1;92.4;51.4;72.7;121;5.4
BAS;20130520;39.2;14.3;7.8;11.1;0.4;91.8;54.1;71.5;23;6.8
BAS;20130521;20.2;12.3;8.7;10.3;14.3;94.8;72.7;89.2;27;4.0
BAS;20130522;30.2;10.9;8.1;9.6;8.0;95.5;76.9;87.0;0;6.8
BAS;20130523;47.9;13.7;5.4;8.5;1.0;93.8;49.5;76.5;187;8.3
BAS;20130524;27.7;10.4;4.6;6.8;0.8;86.5;46.3;74.5;98;5.4
BAS;20130525;37.1;11.6;4.5;7.2;9.3;92.3;52.1;81.2;207;5.8
BAS;20130526;46.1;13.7;6.2;8.4;3.5;90.4;41.2;74.3;102;10.4
BAS;20130527;20.5;18.6;7.2;12.7;0.0;93.3;34.9;64.2;706;3.6
BAS;20130528;46.1;22.7;7.7;13.3;4.5;91.9;35.4;70.5;339;7.2
BAS;20130529;31.3;13.0;7.4;9.3;8.2;94.0;52.1;82.2;70;6.5
BAS;20130530;28.1;16.0;8.0;11.4;0.0;90.7;51.8;71.8;236;5.4
BAS;20130531;49.0;13.0;8.9;10.7;14.3;94.1;76.4;88.6;0;11.9
BAS;20130601;34.2;13.2;11.2;12.2;17.9;93.9;85.6;90.7;0;7.9
BAS;20130602;22.7;18.0;9.5;13.5;0.0;91.5;40.7;69.2;390;4.7
BAS;20130603;39.2;14.4;7.1;10.8;0.0;91.0;57.4;70.6;94;6.5
BAS;20130604;24.5;20.8;5.0;13.6;0.0;88.9;51.7;66.8;347;3.2
BAS;20130605;28.1;24.5;8.6;17.5;0.0;93.2;46.1;65.2;881;4.0
BAS;20130606;24.8;25.3;11.0;19.0;0.0;91.6;34.1;59.4;819;4.3
BAS;20130607;28.4;26.3;10.9;18.7;0.0;88.9;37.2;63.9;664;4.3
BAS;20130608;26.3;26.9;11.9;20.1;1.1;92.9;38.1;64.0;711;4.7
BAS;20130609;34.9;23.3;13.1;17.4;14.9;93.8;37.9;71.4;426;6.5
BAS;20130610;33.8;21.1;12.6;15.4;14.2;94.1;55.3;83.3;188;6.1
BAS;20130611;20.9;22.5;13.1;17.3;0.0;93.6;44.0;71.2;441;4.7
BAS;20130612;20.2;24.0;12.8;18.4;0.0;90.4;45.6;70.2;338;4.7
BAS;20130613;76.0;28.0;13.3;19.8;3.4;91.8;48.0;72.4;705;7.6
BAS;20130614;23.0;19.3;11.1;15.3;0.3;93.2;60.7;77.1;134;4.0
BAS;20130615;39.2;25.7;12.9;19.6;0.0;92.4;43.8;65.9;422;7.6
BAS;20130616;19.1;28.2;15.8;22.1;0.0;82.5;43.9;60.9;773;4.0
BAS;20130617;27.0;34.5;17.2;26.3;0.0;91.3;25.3;58.7;838;6.1
BAS;20130618;28.1;32.9;19.7;26.8;0.0;84.1;36.9;58.1;815;5.4
BAS;20130619;40.0;33.6;17.8;26.8;0.0;81.5;27.6;53.1;786;5.8
BAS;20130620;79.2;24.3;14.2;19.9;9.6;94.4;56.5;79.4;49;6.1
BAS;20130621;28.1;22.5;12.5;18.1;0.1;93.7;52.2;70.1;423;5.8
BAS;20130622;24.5;23.6;13.9;19.2;0.0;82.9;48.2;62.8;505;5.8
BAS;20130623;43.6;19.4;14.0;16.3;0.0;85.6;42.6;63.5;232;10.8
BAS;20130624;41.0;18.0;11.9;14.4;1.6;92.4;52.9;71.5;276;10.1
BAS;20130625;29.9;18.7;10.7;13.8;0.0;84.9;41.9;65.4;265;5.8
BAS;20130626;28.4;19.2;9.3;14.2;0.0;91.4;36.7;63.8;463;4.7
BAS;20130627;42.5;17.6;8.9;12.3;0.7;89.7;51.7;75.7;173;5.4
BAS;20130628;33.5;20.0;10.4;14.7;0.0;90.3;28.4;63.6;475;6.5
BAS;20130629;46.1;20.1;11.7;15.3;6.6;94.4;59.3;78.5;169;6.8
BAS;20130630;25.2;22.2;12.2;16.7;0.0;91.3;40.4;70.4;312;4.0
BAS;20130701;22.0;24.7;10.8;18.5;0.0;92.7;41.8;65.3;856;4.3
BAS;20130702;38.5;26.9;13.1;19.3;2.2;91.0;43.7;70.8;544;5.0
BAS;20130703;41.8;20.4;15.9;17.3;16.4;94.5;72.7;88.2;6;5.4
BAS;20130704;29.9;21.2;15.2;17.9;0.6;94.6;53.5;75.1;92;6.8
BAS;20130705;25.2;24.1;13.6;19.0;0.0;92.6;51.5;72.0;674;5.0
BAS;20130706;22.0;27.5;14.1;20.7;0.0;94.0;41.3;72.0;586;4.3
BAS;20130707;33.8;28.2;14.7;21.8;0.0;93.7;44.7;68.8;581;5.0
BAS;20130708;28.8;28.2;15.8;21.9;0.0;88.6;44.7;67.4;668;5.0
BAS;20130709;28.1;27.5;16.8;21.9;0.4;92.1;50.2;69.9;671;4.3
BAS;20130710;30.2;27.9;17.3;22.6;0.0;96.8;43.9;67.7;654;5.0
BAS;20130711;35.3;24.3;14.8;19.2;0.0;84.4;51.6;67.8;454;6.8
BAS;20130712;23.8;25.4;11.3;18.7;0.0;90.7;44.1;64.0;830;5.0
BAS;20130713;26.3;26.5;12.5;19.8;0.0;86.8;38.2;61.9;826;5.4
BAS;20130714;22.7;26.6;13.4;20.4;0.0;86.6;41.4;63.1;829;5.4
BAS;20130715;29.9;27.0;14.7;20.8;0.0;86.1;35.5;59.4;831;6.5
BAS;20130716;22.7;28.9;13.3;21.5;0.0;89.7;36.2;59.5;859;4.3
BAS;20130717;21.6;26.7;16.0;21.1;0.0;85.1;48.2;66.6;122;4.3
BAS;20130718;32.4;28.2;16.8;21.7;0.0;89.3;48.6;72.1;418;6.1
BAS;20130719;27.4;29.7;15.6;21.9;0.9;93.5;44.5;71.5;681;5.0
BAS;20130720;27.0;29.8;16.2;23.1;0.0;93.8;41.2;65.6;738;5.0
BAS;20130721;24.1;31.2;16.4;24.5;0.0;88.0;32.4;59.3;818;5.0
BAS;20130722;19.1;33.3;18.6;25.8;0.0;84.4;26.6;55.3;763;4.3
BAS;20130723;31.7;32.1;18.2;24.1;0.0;86.9;36.9;62.1;503;5.4
BAS;20130724;20.9;28.4;18.4;23.0;2.2;93.3;47.3;70.1;422;4.3
BAS;20130725;32.0;30.0;18.9;24.3;1.2;87.2;41.7;66.3;550;5.0
BAS;20130726;29.9;33.0;19.9;26.5;0.0;82.2;36.4;60.9;740;5.8
BAS;20130727;27.7;37.3;20.9;28.8;0.5;80.0;18.4;50.9;715;5.4
BAS;20130728;44.6;30.2;17.6;23.0;13.9;94.9;42.8;70.9;227;7.2
BAS;20130729;37.1;20.6;15.9;18.0;38.3;95.3;66.3;89.1;21;5.8
BAS;20130730;36.0;25.1;15.3;20.1;6.0;95.9;44.4;69.7;488;6.8
BAS;20130731;23.4;27.3;18.0;22.5;0.0;85.8;48.8;65.8;666;4.3
BAS;20130801;24.5;32.2;16.4;24.7;0.0;92.4;36.8;63.4;803;5.0
BAS;20130802;25.9;34.9;19.3;26.9;0.0;81.7;21.0;55.3;772;6.5
BAS;20130803;26.6;29.7;20.0;24.9;0.0;81.3;47.0;59.6;453;5.4
BAS;20130804;43.2;25.9;16.8;20.8;12.5;94.3;57.2;74.9;405;4.0
BAS;20130805;20.9;31.9;17.6;24.7;0.0;93.0;48.1;71.8;766;4.7
BAS;20130806;36.0;28.9;18.3;23.8;3.6;93.3;52.7;73.0;553;5.0
BAS;20130807;48.6;23.7;17.2;19.2;15.6;95.4;68.3;87.2;7;6.1
BAS;20130808;19.4;21.7;17.0;18.8;3.2;95.3;69.0;87.5;23;3.6
BAS;20130809;22.0;22.3;16.0;18.5;1.7;94.4;50.3;77.1;220;4.7
BAS;20130810;28.4;24.8;13.9;19.2;0.0;92.6;46.3;69.8;689;6.1
BAS;20130811;27.0;23.9;14.3;18.9;0.0;91.6;42.3;66.8;698;5.4
BAS;20130812;29.2;25.8;14.7;20.3;0.0;85.2;43.1;64.0;667;5.4
BAS;20130813;28.1;21.6;13.0;18.4;0.0;83.2;44.1;64.0;407;6.5
BAS;20130814;27.0;21.7;10.9;16.2;0.0;88.7;44.5;66.9;612;5.0
BAS;20130815;26.3;23.9;10.3;17.4;0.0;91.3;37.7;68.1;776;4.3
BAS;20130816;18.0;27.7;11.9;20.5;0.0;91.8;38.7;65.3;776;4.0
BAS;20130817;24.8;28.3;16.7;22.5;0.0;86.3;36.2;61.0;754;5.4
BAS;20130818;25.9;27.8;15.5;22.1;0.0;87.9;43.0;62.7;382;4.3
BAS;20130819;40.0;22.8;13.9;19.1;1.8;94.1;60.4;78.7;180;7.2
BAS;20130820;25.6;22.5;11.2;16.8;0.0;93.4;44.6;69.1;610;4.3
BAS;20130821;22.7;24.4;9.5;17.1;0.0;92.5;44.7;69.2;770;4.3
BAS;20130822;22.3;25.0;10.5;18.1;0.0;92.7;46.5;68.2;734;4.3
BAS;20130823;17.3;27.7;13.0;20.4;0.0;91.2;38.9;64.8;689;4.0
BAS;20130824;58.0;20.7;13.6;17.6;33.1;95.3;69.8;85.0;38;4.7
BAS;20130825;24.1;19.7;12.2;15.8;2.6;94.7;53.3;77.2;215;5.8
BAS;20130826;18.0;21.2;10.2;16.2;0.0;92.5;49.0;72.8;428;4.0
BAS;20130827;34.6;21.2;13.3;16.3;2.3;93.2;61.3;82.7;62;5.0
BAS;20130828;24.5;20.5;13.6;16.1;14.0;94.8;64.3;87.5;81;4.0
BAS;20130829;17.6;22.5;13.2;17.1;0.0;97.2;52.3;78.3;591;4.0
BAS;20130830;18.4;24.8;12.5;18.2;0.0;93.6;34.8;69.5;740;4.0
BAS;20130831;29.9;24.8;12.6;18.5;0.0;92.1;40.7;69.2;538;5.0
BAS;20130901;31.3;21.0;11.3;16.6;0.0;93.2;49.2;71.4;222;5.8
BAS;20130902;22.0;23.3;9.8;15.9;0.0;87.7;25.8;60.1;595;4.0
BAS;20130903;19.1;26.1;10.5;18.0;0.0;91.6;40.4;63.7;729;4.3
BAS;20130904;19.4;29.2;12.8;20.5;0.0;94.0;34.9;70.3;736;3.2
BAS;20130905;18.7;29.5;15.8;22.1;0.0;83.5;34.5;63.6;732;4.7
BAS;20130906;19.4;28.7;17.3;22.6;1.2;82.3;37.1;62.5;522;5.0
BAS;20130907;53.3;26.1;16.0;19.9;15.6;94.6;55.7;82.3;399;4.7
BAS;20130908;32.0;20.0;13.7;16.7;22.9;95.0;70.0;88.2;9;5.0
BAS;20130909;24.5;19.5;10.6;15.5;0.0;93.6;48.4;72.9;475;4.0
BAS;20130910;35.3;16.4;9.4;13.8;1.9;91.3;60.9;78.7;64;8.6
BAS;20130911;36.0;13.7;8.6;11.8;3.3;89.8;60.8;79.6;1;8.3
BAS;20130912;34.2;15.4;10.9;12.7;1.3;89.9;65.1;79.9;1;9.4
BAS;20130913;20.2;19.8;10.3;14.6;0.0;91.0;46.4;74.2;291;4.0
BAS;20130914;17.6;18.1;13.4;15.8;1.3;94.9;76.4;88.5;0;4.0
BAS;20130915;34.9;19.8;12.9;15.8;4.3;95.3;67.4;85.9;77;6.8
BAS;20130916;49.7;14.6;8.6;12.6;13.1;94.4;69.8;85.1;1;6.5
BAS;20130917;42.5;14.5;7.6;11.1;0.5;93.5;54.1;73.3;211;9.7
BAS;20130918;59.0;19.5;11.5;16.5;1.1;90.6;57.9;74.9;118;16.6
BAS;20130919;28.4;16.9;9.6;13.1;0.6;91.8;50.3;75.9;377;6.1
BAS;20130920;30.2;17.9;9.6;13.3;0.0;94.1;62.7;78.1;204;5.8
BAS;20130921;16.9;19.3;7.8;13.0;0.0;97.5;50.9;79.5;535;4.0
BAS;20130922;15.1;20.3;9.4;13.5;0.0;97.7;43.3;80.1;504;4.0
BAS;20130923;22.3;21.3;8.2;14.1;0.0;94.9;59.2;81.7;536;4.0
BAS;20130924;19.4;23.2;10.4;15.9;0.0;97.7;47.9;80.3;574;2.9
BAS;20130925;29.9;23.9;12.0;16.9;0.1;97.0;52.4;79.3;462;5.8
BAS;20130926;17.6;23.1;14.9;18.6;0.1;93.8;62.3;82.2;44;3.6
BAS;20130927;13.3;20.5;14.2;16.4;0.0;95.8;74.2;88.1;99;3.2
BAS;20130928;29.9;21.4;13.2;16.6;0.1;95.0;71.6;85.3;198;4.7
BAS;20130929;22.3;15.8;13.3;14.8;0.7;94.0;81.4;89.1;0;4.3
BAS;20130930;22.0;15.2;12.4;13.5;0.0;88.6;72.4;80.9;0;4.3
BAS;20131001;24.5;16.9;11.6;14.0;0.0;91.4;69.6;80.4;0;5.0
BAS;20131002;40.0;16.6;11.4;13.9;0.0;78.8;64.7;69.5;434;11.5
BAS;20131003;40.7;17.4;9.6;13.3;0.0;83.9;65.9;73.3;263;12.6
BAS;20131004;32.0;20.2;13.2;16.3;2.9;95.6;70.4;82.0;55;6.5
BAS;20131005;53.6;20.3;13.5;16.1;19.4;95.5;68.8;88.4;58;10.1
BAS;20131006;27.4;16.1;12.5;13.8;3.1;95.3;77.6;90.1;67;5.8
BAS;20131007;14.0;13.8;12.2;12.9;0.3;95.1;86.4;92.1;0;4.0
BAS;20131008;10.1;13.8;11.6;12.6;0.8;94.0;86.5;90.8;0;3.2
BAS;20131009;18.0;16.0;11.9;13.4;0.0;91.3;62.2;78.7;25;4.7
BAS;20131010;36.4;12.9;6.1;9.0;11.7;92.3;66.4;81.1;71;6.5
BAS;20131011;15.8;9.7;5.7;7.6;0.9;93.3;69.4;83.4;15;3.2
BAS;20131012;16.9;10.8;6.2;7.6;4.8;94.7;59.9;85.7;119;3.6
BAS;20131013;26.3;15.8;4.6;9.6;0.0;94.5;55.9;80.9;300;4.7
BAS;20131014;24.1;15.8;10.3;12.3;4.2;93.9;66.9;84.4;7;7.2
BAS;20131015;38.5;16.8;10.6;13.7;6.4;94.3;63.4;77.5;36;6.1
BAS;20131016;24.1;15.4;8.0;11.5;1.6;95.6;52.2;80.3;138;4.3
BAS;20131017;36.0;17.9;7.9;12.9;0.6;95.3;51.4;77.4;477;6.8
BAS;20131018;38.2;16.6;6.8;11.2;0.0;97.3;56.9;82.1;276;5.4
BAS;20131019;33.5;20.0;9.4;13.9;0.0;91.1;60.0;79.6;446;8.6
BAS;20131020;28.1;16.6;12.2;13.9;3.7;94.7;62.5;86.8;1;6.5
BAS;20131021;28.1;17.0;11.3;13.8;5.2;95.3;83.1;89.1;24;7.6
BAS;20131022;30.6;20.4;12.6;15.4;0.0;92.1;58.7;79.9;412;8.6
BAS;20131023;29.2;15.3;12.0;13.4;8.6;93.3;79.7;89.3;0;6.5
BAS;20131024;23.0;18.6;8.6;13.0;0.0;97.4;65.5;86.0;405;6.1
BAS;20131025;30.6;18.8;7.8;13.4;0.0;97.5;67.5;83.4;106;8.3
BAS;20131026;27.7;22.4;10.9;15.4;0.0;92.8;58.4;80.4;432;7.2
BAS;20131027;59.4;20.3;13.1;16.0;7.0;92.2;45.1;73.4;151;11.5
