 

stn;time;fu3010d1;tre200dn;tre200d0;rka150d0;ure200dn;ure200d0;sre000d0;fu3010d0;tre200dx;ure200dx
STG;20230926;11.9;17.4;9.0;13.7;0.0;71.1;82.7;661;4.0;91.5
STG;20230927;14.8;19.4;11.9;15.2;0.0;58.2;76.8;642;4.0;89.7
STG;20230928;16.2;20.9;13.2;17.5;0.0;45.8;58.3;500;4.7;73.6
STG;20230929;41.4;23.6;13.9;18.7;0.0;41.8;59.9;543;7.2;75.5
STG;20230930;19.1;17.8;13.4;15.2;0.0;66.8;78.9;323;4.7;89.4
STG;20231001;13.0;19.4;11.8;15.1;0.0;68.8;80.0;618;3.6;92.6
STG;20231002;19.8;22.6;13.5;17.9;0.0;35.2;63.5;635;5.0;84.8
STG;20231003;61.9;23.8;11.6;18.2;0.7;42.1;59.5;363;10.4;92.1
STG;20231004;17.6;15.0;9.6;12.1;0.0;63.6;76.6;504;5.0;87.6
STG;20231005;21.2;14.6;9.2;11.6;0.0;75.1;86.6;208;3.6;95.2
STG;20231006;14.4;16.2;7.5;12.1;0.0;39.0;80.6;525;3.6;100.0
STG;20231007;20.5;19.5;9.9;15.4;0.0;17.1;44.9;403;6.1;78.5
STG;20231008;18.0;23.0;15.3;18.5;0.0;25.3;48.9;528;4.7;69.7
STG;20231009;25.2;22.9;16.1;19.5;0.0;34.1;46.7;116;7.2;64.7
STG;20231010;22.3;21.3;14.9;18.0;0.0;40.2;60.9;460;5.4;76.9
STG;20231011;27.4;22.9;14.6;18.7;0.0;35.4;47.9;588;6.1;61.7
STG;20231012;32.8;22.8;16.9;19.8;0.0;30.6;38.0;439;10.8;47.1
STG;20231013;29.5;23.9;14.7;19.0;0.0;24.8;39.4;578;9.0;51.7
STG;20231014;64.1;19.0;6.3;13.2;11.0;37.4;76.1;66;12.2;95.8
STG;20231015;25.9;10.1;3.9;6.3;6.4;69.4;84.5;25;7.6;92.9
STG;20231016;21.2;9.3;2.1;4.8;0.0;64.3;87.0;256;4.0;100.0
STG;20231017;10.1;9.0;1.9;5.1;0.0;82.6;97.4;26;3.2;100.0
STG;20231018;22.7;11.1;4.9;6.9;0.2;81.1;97.9;39;3.6;100.0
STG;20231019;41.4;19.8;9.3;13.6;0.0;42.0;80.6;234;6.1;96.9
STG;20231020;82.1;21.9;9.4;14.7;21.7;37.0;70.2;0;17.3;94.8
STG;20231021;44.3;13.3;8.8;10.9;10.1;66.6;79.5;0;9.4;93.8
STG;20231022;24.8;13.3;8.4;10.2;0.0;63.6;74.8;348;6.1;86.5
STG;20231023;54.0;19.0;7.2;11.1;0.0;35.2;79.2;209;5.0;98.8
STG;20231024;25.9;11.2;8.2;9.7;7.4;78.1;90.4;0;6.5;96.4
STG;20231025;56.9;13.8;6.7;10.1;2.1;55.4;82.8;156;8.6;97.5
STG;20231026;40.0;14.9;8.0;10.7;13.3;68.1;87.2;42;7.2;98.9
STG;20231027;52.2;12.3;7.0;9.2;6.1;62.9;80.1;66;10.8;97.8
STG;20231028;51.1;14.3;5.8;10.2;0.0;33.0;60.5;359;9.0;78.5
STG;20231029;56.5;18.4;9.1;13.6;0.0;33.0;49.7;202;10.8;68.1
STG;20231030;50.8;15.8;7.8;9.9;13.1;40.2;81.7;35;6.5;96.4
STG;20231031;50.0;9.3;7.2;8.3;2.1;59.5;79.8;0;10.4;91.8
STG;20231101;24.5;10.0;6.0;8.1;0.0;56.5;71.6;134;5.8;87.8
STG;20231102;70.9;14.5;5.3;7.5;8.7;37.7;78.8;0;9.0;96.9
STG;20231103;40.0;5.9;2.2;4.3;2.8;68.5;81.7;0;9.0;92.8
STG;20231104;61.2;10.4;2.0;6.3;7.9;32.6;69.6;115;11.2;97.1
STG;20231105;77.8;11.7;6.5;8.9;4.4;40.5;61.0;65;15.5;93.6
STG;20231106;45.0;11.4;5.0;7.9;7.0;52.4;70.4;296;9.4;91.0
STG;20231107;31.7;9.3;4.0;6.1;4.1;63.9;78.7;114;8.6;93.2
STG;20231108;29.5;9.4;3.5;5.7;0.0;37.8;62.7;453;7.6;79.6
STG;20231109;29.2;9.1;2.9;6.3;0.0;40.8;58.3;59;6.8;74.2
STG;20231110;51.1;6.8;3.7;5.1;4.6;52.5;75.6;87;10.4;94.0
STG;20231111;47.5;5.1;2.4;3.6;4.0;67.5;81.9;21;12.2;91.8
STG;20231112;48.6;8.8;0.6;4.3;14.4;70.3;85.6;0;9.7;99.3
STG;20231113;63.4;15.3;7.7;11.7;4.0;55.1;73.1;0;17.6;94.1
STG;20231114;76.7;14.0;6.4;9.2;46.8;70.3;84.0;0;18.0;97.0
STG;20231115;58.0;8.3;4.1;6.6;5.7;70.8;82.8;19;13.7;92.4
STG;20231116;91.8;11.1;3.5;6.2;8.2;58.5;79.9;22;11.2;96.4
STG;20231117;86.4;8.1;0.5;3.3;26.8;77.0;91.1;0;15.1;97.2
STG;20231118;44.3;9.9;1.0;4.6;3.4;70.6;83.3;30;7.6;96.9
STG;20231119;55.4;12.0;9.0;10.5;14.5;77.3;85.7;1;15.1;95.0
STG;20231120;42.5;11.0;7.0;8.7;0.0;60.5;70.8;82;11.2;86.6
STG;20231121;31.3;7.2;4.1;5.2;5.0;65.6;87.2;1;7.2;99.3
STG;20231122;29.2;4.2;-0.3;1.4;10.4;96.3;98.9;0;8.3;100.0
STG;20231123;25.6;4.1;-0.5;1.2;0.0;61.3;87.3;167;4.3;99.5
STG;20231124;71.3;6.7;-0.7;3.3;4.7;66.3;83.3;23;18.4;98.6
STG;20231125;56.2;0.3;-1.6;-0.5;0.4;69.6;81.3;23;17.6;92.7
STG;20231126;45.7;2.3;-1.6;0.4;0.2;63.1;79.4;71;10.4;90.4
STG;20231127;47.2;5.1;-0.9;2.1;4.0;30.6;61.8;0;7.6;92.3
STG;20231128;58.3;3.0;-2.1;0.5;9.3;82.3;88.7;0;14.0;98.5
STG;20231129;27.0;1.6;-3.4;-1.2;0.0;57.1;74.3;336;4.7;88.1
STG;20231130;33.1;6.1;-1.8;0.6;18.2;55.2;90.2;0;3.6;100.0
STG;20231201;23.4;5.2;-1.6;1.4;31.7;84.8;95.5;0;4.3;100.0
STG;20231202;18.4;-1.4;-5.6;-3.2;20.8;85.9;95.7;0;4.7;100.0
STG;20231203;9.7;-4.4;-7.8;-6.0;0.0;83.0;91.5;237;2.5;-

stn;time;fu3010d1;tre200dx;tre200dn;tre200d0;rka150d0;ure200dx;ure200dn;ure200d0;sre000d0;fu3010d0
SMA;20230601;20.2;25.1;11.9;18.9;0.0;75.6;30.8;55.9;779;4.3
SMA;20230602;33.1;25.9;13.4;19.8;0.0;83.4;24.6;53.3;825;6.8
SMA;20230603;31.0;24.9;12.8;18.5;0.0;74.5;33.1;56.2;724;7.2
SMA;20230604;33.1;24.6;13.3;18.2;0.0;81.9;34.1;59.4;486;6.8
SMA;20230605;30.6;24.7;12.1;18.3;0.0;77.5;32.4;55.8;688;6.1
SMA;20230606;32.8;24.3;12.6;18.4;0.0;82.1;27.7;55.8;820;9.0
SMA;20230607;25.6;25.4;12.6;19.3;0.0;77.7;26.2;49.7;803;7.6
SMA;20230608;29.5;26.5;13.7;18.9;0.0;82.0;29.4;56.8;546;5.0
SMA;20230609;32.4;27.4;12.4;20.4;0.0;92.1;27.0;55.4;812;7.2
SMA;20230610;26.3;26.6;14.7;20.7;0.0;72.6;32.9;54.7;757;5.4
SMA;20230611;38.5;26.7;14.7;20.7;0.0;84.9;36.6;56.7;806;9.0
SMA;20230612;32.0;26.3;13.4;20.2;0.0;73.3;29.8;47.5;837;9.4
SMA;20230613;36.0;25.2;13.2;18.9;0.0;62.9;22.0;41.2;853;10.8
SMA;20230614;35.3;25.4;11.1;19.0;0.0;59.7;23.5;38.5;796;7.6
SMA;20230615;23.0;25.5;12.6;19.1;0.1;67.3;26.8;46.4;477;5.4
SMA;20230616;37.1;25.8;13.8;19.6;0.8;92.8;21.1;51.6;661;5.8
SMA;20230617;23.8;27.3;15.1;21.1;0.0;73.0;19.8;43.5;744;4.0
SMA;20230618;32.8;30.3;14.9;22.6;0.0;72.3;23.7;46.9;601;4.0
SMA;20230619;38.2;29.5;16.6;21.9;6.6;96.2;36.6;66.2;565;6.5
SMA;20230620;32.4;29.2;17.1;22.8;3.1;97.0;47.5;73.0;584;5.4
SMA;20230621;60.1;25.6;17.9;22.0;7.4;95.7;51.2;72.5;346;5.8
SMA;20230622;70.2;27.3;15.6;20.6;4.6;94.5;46.3;76.9;263;10.1
SMA;20230623;36.7;24.4;15.4;18.7;7.6;97.0;39.3;67.9;418;9.4
SMA;20230624;39.2;25.1;13.0;19.8;0.0;88.8;35.0;57.4;853;9.7
SMA;20230625;20.9;28.6;14.4;21.8;0.0;78.2;30.3;51.7;850;5.8
SMA;20230626;42.1;29.4;18.4;23.5;0.0;78.2;33.1;52.7;675;9.4
SMA;20230627;27.4;24.0;16.4;19.8;0.0;60.3;24.2;48.3;599;6.8
SMA;20230628;25.9;25.3;15.4;19.4;0.0;66.5;36.8;52.2;457;6.1
SMA;20230629;31.3;28.0;15.0;20.8;0.0;79.6;35.7;58.7;461;6.1
SMA;20230630;36.4;20.8;14.8;17.3;7.6;96.1;63.7;85.0;32;7.6
SMA;20230701;45.0;22.8;14.7;17.8;0.3;94.6;44.0;70.6;185;11.2
SMA;20230702;35.3;22.8;15.2;18.4;1.3;96.1;48.1;69.3;170;9.4
SMA;20230703;32.0;23.9;16.4;19.5;0.0;71.1;44.0;54.6;434;8.6
SMA;20230704;25.2;25.4;16.8;20.3;0.0;81.1;42.1;60.3;435;4.7
SMA;20230705;43.2;19.7;14.2;17.2;6.3;94.4;63.3;79.1;91;8.3
SMA;20230706;20.2;25.1;14.2;19.3;0.0;84.9;35.9;58.7;577;4.7
SMA;20230707;31.3;30.7;15.1;23.0;0.0;74.1;25.9;46.4;822;5.8
SMA;20230708;26.6;29.5;16.8;22.6;1.3;88.6;32.9;58.9;380;6.1
SMA;20230709;24.1;34.4;18.0;26.1;0.0;79.9;18.1;48.1;740;3.6
SMA;20230710;22.7;30.8;18.8;24.9;1.8;95.3;40.4;59.1;558;5.0
SMA;20230711;117.7;35.5;18.6;26.2;4.4;92.7;26.1;59.3;704;6.8
SMA;20230712;50.4;25.3;16.6;19.8;30.1;97.2;65.7;89.3;123;5.8
SMA;20230713;26.6;23.7;15.5;18.6;2.1;97.7;36.6;73.4;369;5.4
SMA;20230714;20.2;28.3;14.1;21.5;0.0;93.1;39.5;63.0;821;4.0
SMA;20230715;55.8;33.7;17.0;24.8;2.5;95.2;26.0;60.5;614;6.8
SMA;20230716;46.1;24.7;15.3;19.1;10.3;97.4;55.7;75.2;351;4.3
SMA;20230717;25.6;26.4;15.4;21.2;4.2;96.1;44.8;64.2;551;5.0
SMA;20230718;32.4;26.5;16.9;21.6;0.8;87.4;53.0;68.5;558;5.0
SMA;20230719;40.0;28.0;18.9;23.5;0.0;86.6;39.2;59.9;620;8.6
SMA;20230720;22.3;26.0;17.7;21.4;0.0;66.3;39.9;52.2;619;5.8
SMA;20230721;41.0;23.1;15.2;17.8;3.9;91.9;55.7;74.5;187;5.4
SMA;20230722;38.9;25.9;15.1;19.7;0.0;92.2;25.9;60.6;676;6.1
SMA;20230723;40.3;29.3;15.5;22.0;0.0;82.3;28.7;54.6;594;7.2
SMA;20230724;79.9;21.5;16.8;18.7;14.0;96.4;69.1;85.9;155;6.1
SMA;20230725;55.8;22.0;12.1;16.1;28.6;97.1;49.7;81.5;186;10.8
SMA;20230726;37.4;17.9;10.9;13.5;5.8;96.6;55.7;81.3;270;8.6
SMA;20230727;31.3;23.3;11.9;17.3;0.0;84.1;47.1;67.8;302;6.1
SMA;20230728;43.2;26.0;14.7;19.2;2.8;95.0;44.7;76.8;285;7.9
SMA;20230729;47.9;24.6;16.5;18.6;10.7;97.4;59.8;86.5;157;8.6
SMA;20230730;37.8;23.7;14.7;19.1;0.0;92.9;40.5;68.5;503;9.7
SMA;20230731;37.1;23.9;13.8;19.0;0.0;82.9;40.0;61.9;500;6.8
SMA;20230801;64.4;21.9;14.7;17.4;12.1;96.8;48.6;76.3;123;15.5
SMA;20230802;79.6;28.1;13.7;20.2;6.6;96.0;35.3;70.8;378;13.7
SMA;20230803;68.4;23.8;16.0;19.3;0.0;77.7;35.6;54.4;742;17.3
SMA;20230804;25.9;19.6;13.0;15.7;37.4;97.9;61.0;83.2;135;5.8
SMA;20230805;32.8;20.2;12.6;16.1;1.8;95.5;54.2;76.7;497;7.9
SMA;20230806;60.1;15.2;11.6;13.2;7.0;95.3;64.4;78.1;144;19.4
SMA;20230807;51.5;17.8;11.0;13.3;1.3;85.6;51.4;71.0;235;12.2
SMA;20230808;28.4;20.9;9.7;15.6;0.0;91.4;41.9;65.6;476;5.4
SMA;20230809;33.1;21.9;14.7;18.1;0.2;80.5;47.3;64.5;42;6.5
SMA;20230810;16.2;26.6;13.6;20.1;0.0;93.1;36.7;67.5;732;4.3
SMA;20230811;18.0;29.2;15.8;22.2;0.0;93.3;35.7;66.5;798;2.9
SMA;20230812;34.2;28.3;18.8;22.2;1.9;92.8;50.4;75.9;366;4.0
SMA;20230813;21.6;29.3;18.1;22.6;0.0;92.7;45.6;75.2;569;3.2
SMA;20230814;25.9;29.3;18.5;23.7;0.0;89.3;45.6;69.3;587;4.0
SMA;20230815;21.6;29.9;20.6;24.5;0.0;84.1;33.7;59.7;603;5.0
SMA;20230816;23.8;30.4;18.1;23.8;0.0;88.4;38.6;63.3;683;4.0
SMA;20230817;28.8;27.4;18.1;21.6;0.0;82.4;45.8;65.1;322;5.8
SMA;20230818;15.1;31.1;16.5;23.4;0.0;86.3;27.0;57.7;776;4.0
SMA;20230819;20.2;33.4;18.5;25.3;0.0;78.3;25.5;53.7;709;4.0
SMA;20230820;16.2;32.7;19.1;25.5;0.0;83.5;30.6;59.8;723;3.2
SMA;20230821;22.7;33.3;20.2;26.2;0.0;84.7;30.0;60.3;747;3.6
SMA;20230822;22.0;33.4;20.8;26.7;0.0;85.7;34.7;61.0;749;4.3
SMA;20230823;25.6;32.5;21.1;26.1;0.0;85.4;27.3;59.8;727;5.0
SMA;20230824;92.2;33.9;19.1;25.4;0.0;84.9;35.5;61.6;567;6.8
SMA;20230825;46.4;28.3;19.2;22.8;0.7;89.3;43.8;69.2;196;7.9
SMA;20230826;31.7;20.9;15.3;17.8;11.1;96.7;72.7;88.3;17;4.3
SMA;20230827;19.8;17.4;12.6;14.7;28.8;98.0;77.7;92.1;0;4.3
SMA;20230828;32.8;13.4;10.3;12.1;46.2;98.3;87.5;94.3;0;5.4
SMA;20230829;15.8;12.1;10.0;11.1;7.2;97.5;88.5;94.4;0;4.0
SMA;20230830;24.5;19.1;11.2;14.4;0.0;97.1;52.8;78.0;304;4.7
SMA;20230831;23.8;17.3;12.1;14.8;0.8;96.6;59.5;79.0;4;4.3
SMA;20230901;35.3;25.3;14.1;19.1;0.0;88.7;39.5;67.1;638;6.5
SMA;20230902;19.1;26.3;14.3;19.7;0.0;93.7;35.2;69.8;741;4.3
SMA;20230903;28.8;25.7;14.8;19.9;0.0;91.2;49.5;73.3;572;6.1
SMA;20230904;31.0;26.7;14.9;20.4;0.0;89.7;42.4;67.5;742;10.1
SMA;20230905;27.4;25.7;13.5;19.5;0.0;88.6;50.7;68.1;738;7.9
SMA;20230906;23.8;26.3;13.5;19.8;0.0;87.4;55.0;71.5;733;6.5
SMA;20230907;15.5;27.7;15.4;21.2;0.0;89.4;45.4;72.4;724;5.0
SMA;20230908;22.7;29.2;17.1;22.3;0.0;94.9;40.0;72.5;716;3.2
SMA;20230909;12.6;28.4;17.9;22.7;0.0;93.9;49.6;75.2;618;2.9
SMA;20230910;13.7;29.0;18.1;22.7;0.0;94.6;37.0;71.1;714;2.5
SMA;20230911;14.8;29.3;17.0;22.6;0.0;93.3;36.9;68.3;711;2.9
SMA;20230912;26.6;28.1;17.8;21.7;0.2;88.5;40.2;67.3;503;4.7
SMA;20230913;20.9;21.7;15.6;17.7;29.5;98.6;68.8;86.5;53;3.6
SMA;20230914;31.3;21.4;15.2;17.4;0.3;97.3;65.3;84.8;158;7.2
SMA;20230915;25.9;23.2;14.6;18.0;0.0;93.7;60.8;81.7;388;5.8
SMA;20230916;18.7;25.6;14.7;19.5;0.0;95.7;51.7;77.0;444;4.3
SMA;20230917;18.4;27.1;17.7;21.4;0.0;91.1;50.3;72.6;628;3.6
SMA;20230918;38.2;20.0;15.9;17.8;2.1;94.7;67.5;79.5;20;8.6
SMA;20230919;32.8;21.8;14.4;17.4;0.2;86.9;50.8;72.3;345;9.7
SMA;20230920;18.0;23.5;13.3;18.1;0.0;95.6;49.1;74.2;677;3.6
SMA;20230921;40.7;23.1;13.3;18.0;10.5;97.7;50.1;77.3;198;4.7
SMA;20230922;40.7;16.7;10.9;13.1;10.6;98.1;63.8;85.6;140;6.5
SMA;20230923;18.4;15.4;9.6;11.7;0.3;95.8;55.3;82.4;84;4.0
SMA;20230924;36.7;17.8;7.8;12.2;0.0;98.5;49.6;76.1;614;9.4
SMA;20230925;16.6;19.4;6.6;12.6;0.0;95.5;49.3;77.6;634;4.7
SMA;20230926;14.0;21.2;10.0;14.7;0.0;99.8;51.3;80.5;553;2.5
SMA;20230927;20.2;21.5;10.3;15.1;0.0;97.2;51.1;80.1;643;3.2
SMA;20230928;11.2;24.2;13.6;17.5;0.0;93.2;40.3;71.8;587;2.9
SMA;20230929;30.6;25.3;12.6;18.3;0.0;91.0;47.6;68.8;542;6.1
SMA;20230930;15.5;20.5;14.0;17.1;0.0;87.1;58.6;74.6;209;4.0
SMA;20231001;16.9;22.3;11.6;16.2;0.0;97.7;54.8;82.3;566;3.2
SMA;20231002;14.4;24.4;12.7;17.6;0.0;94.0;43.6;71.1;629;3.2
SMA;20231003;55.8;25.7;14.3;18.6;0.0;82.5;42.0;64.6;406;11.2
SMA;20231004;22.3;18.2;10.1;14.0;0.0;92.2;52.8;73.5;453;5.8
SMA;20231005;18.0;18.1;8.9;12.6;0.0;91.6;42.2;73.8;284;3.6
SMA;20231006;11.5;19.7;7.9;13.4;0.0;95.4;55.9;81.2;546;2.9
SMA;20231007;20.2;21.5;10.0;14.9;0.0;95.1;42.0;74.7;578;3.6
SMA;20231008;10.4;24.0;10.9;16.6;0.0;85.2;40.4;68.3;529;2.2
SMA;20231009;10.4;22.2;12.9;17.2;0.0;89.6;47.5;71.5;218;2.2
SMA;20231010;12.2;22.3;13.4;17.0;0.0;91.8;48.8;74.7;477;2.2
SMA;20231011;13.3;24.0;12.3;17.0;0.0;92.2;41.0;70.6;617;3.2
SMA;20231012;36.4;24.1;12.9;17.8;0.0;81.6;34.2;58.2;457;6.5
SMA;20231013;52.2;24.6;12.3;18.2;0.0;76.6;27.6;54.9;617;6.8
SMA;20231014;67.0;19.1;9.4;14.5;9.8;96.4;55.5;78.6;89;15.1
SMA;20231015;25.2;12.4;6.3;9.0;0.8;92.6;48.8;76.7;34;6.8
SMA;20231016;36.0;11.8;3.6;7.2;0.0;90.1;53.3;73.5;465;11.2
SMA;20231017;26.3;11.4;2.6;6.5;0.0;96.3;65.9;86.6;272;7.2
SMA;20231018;20.9;10.0;6.2;8.2;0.0;99.0;83.5;91.5;0;4.7
SMA;20231019;28.1;17.7;9.3;13.6;0.0;95.9;74.6;87.3;155;4.7
SMA;20231020;55.1;14.6;10.9;12.4;3.4;96.8;79.2;91.4;7;9.0
SMA;20231021;37.8;13.6;9.6;11.9;1.0;95.5;73.6;84.7;0;7.2
SMA;20231022;23.0;15.6;8.7;11.2;0.0;93.3;51.5;76.9;424;5.0
SMA;20231023;32.4;14.1;8.3;10.7;0.0;92.9;73.1;86.5;157;6.5
SMA;20231024;19.8;11.5;9.3;10.4;11.5;98.1;91.0;95.0;0;4.0
SMA;20231025;80.3;14.1;8.7;11.2;0.6;97.7;60.3;83.3;70;12.6
SMA;20231026;50.4;15.1;8.6;11.4;14.1;97.5;66.8;88.1;30;9.7
SMA;20231027;81.0;13.8;8.7;10.8;4.8;98.0;60.8;78.9;302;17.6
SMA;20231028;56.5;15.4;7.2;10.7;0.0;92.5;50.8;71.4;395;8.3
SMA;20231029;20.2;16.4;7.8;11.9;0.0;88.8;47.0;69.7;259;4.0
SMA;20231030;42.1;12.0;7.8;10.1;10.3;95.2;71.3;86.8;32;6.5
SMA;20231031;62.6;11.5;7.4;9.8;0.5;92.5;67.9;78.2;13;16.6
SMA;20231101;31.3;11.1;4.9;8.1;0.0;95.5;67.0;83.1;237;4.0
SMA;20231102;42.1;8.3;5.4;7.1;8.9;97.4;80.5;91.6;2;7.2
SMA;20231103;32.0;7.3;4.9;6.1;1.4;95.2;67.7;80.7;5;9.0
SMA;20231104;67.3;9.6;2.8;6.2;10.4;96.7;62.0;81.7;126;12.2
SMA;20231105;81.0;11.9;7.0;9.4;3.1;91.6;49.9;69.7;18;24.5
SMA;20231106;62.3;12.6;7.3;9.5;0.2;80.8;58.7;68.5;206;16.6
SMA;20231107;51.1;10.9;4.2;7.3;1.3;93.8;57.8;77.8;66;12.6
SMA;20231108;22.0;10.5;3.9;6.2;0.0;92.3;54.8;77.3;514;5.0
SMA;20231109;56.5;8.8;3.2;6.3;0.5;94.6;51.3;76.1;9;7.2
SMA;20231110;63.7;8.9;4.9;7.0;6.4;97.1;54.8;76.4;149;17.6
SMA;20231111;57.2;7.6;3.3;5.3;2.5;92.9;63.0;81.0;70;14.8
SMA;20231112;69.8;10.4;0.9;5.1;22.3;100.0;76.4;91.4;0;11.2
SMA;20231113;81.4;15.1;8.4;11.8;5.8;96.4;70.7;82.8;0;23.4
SMA;20231114;89.3;13.9;7.4;9.9;43.9;100.0;71.7;88.7;0;20.9
SMA;20231115;47.5;11.1;5.2;8.2;4.4;94.9;70.6;83.9;116;13.0
SMA;20231116;100.4;12.3;3.7;7.3;2.9;97.0;60.0;84.6;52;15.1
SMA;20231117;64.8;8.4;4.3;5.8;2.5;92.7;75.9;84.0;0;15.1
SMA;20231118;24.8;6.6;2.3;5.1;1.9;96.4;70.1;85.8;51;5.8
SMA;20231119;61.9;13.0;6.7;10.8;9.7;96.2;69.3;88.5;13;19.8
SMA;20231120;48.6;12.5;7.9;9.9;0.0;79.1;57.0;69.3;190;15.1
SMA;20231121;36.7;8.6;5.6;6.7;8.3;97.6;63.2;88.9;0;6.5
SMA;20231122;33.1;5.8;0.6;3.6;2.9;96.7;83.0;90.4;17;8.6
SMA;20231123;28.1;6.2;0.4;2.7;0.0;95.7;68.3;86.3;249;4.7
SMA;20231124;55.4;8.3;1.2;4.6;3.7;95.2;71.6;83.5;10;15.1
SMA;20231125;44.3;3.0;-0.4;1.0;1.4;96.1;69.0;85.2;23;14.0
SMA;20231126;33.8;3.4;-0.4;1.6;0.3;94.4;72.2;84.6;7;7.9
SMA;20231127;55.1;5.5;-0.1;2.6;9.6;95.1;46.3;77.8;0;11.9
SMA;20231128;55.1;4.1;-0.5;2.1;7.3;93.1;77.8;87.2;0;15.8
SMA;20231129;22.7;3.5;-1.0;0.9;0.0;82.0;59.5;72.2;232;5.4
SMA;20231130;15.8;2.9;-0.6;0.7;27.7;99.5;77.1;94.0;0;2.5
SMA;20231201;15.5;3.6;0.0;1.9;34.6;98.7;91.0;96.2;0;2.5
SMA;20231202;11.2;0.0;-4.1;-1.5;13.2;97.4;85.2;92.7;0;3.2
SMA;20231203;-;-1.9;-7.3;-4.8;0.0;100.0;80.7;89.9;392;2.2

