 

stn;time;fu3010d1;tre200dn;tre200d0;rka150d0;ure200dn;ure200d0;sre000d0;fu3010d0;tre200dx;ure200dx
BAS;20230601;30.6;12.0;20.2;0.0;35.7;52.1;802;5.8;26.7;78.2
BAS;20230602;38.2;13.1;19.2;0.0;38.3;53.7;839;7.9;25.9;76.4
BAS;20230603;27.0;10.1;18.8;0.0;37.3;58.2;850;5.4;26.4;83.3
BAS;20230604;38.2;12.4;19.1;0.0;31.9;61.4;691;6.1;26.4;86.4
BAS;20230605;25.6;10.8;19.4;0.0;31.4;54.0;816;5.4;26.4;83.3
BAS;20230606;30.6;12.4;20.3;0.0;29.2;53.3;829;5.8;26.7;81.0
BAS;20230607;28.8;11.9;20.5;0.0;28.1;50.5;846;5.0;26.8;84.4
BAS;20230608;23.0;14.4;21.0;0.0;31.5;52.9;593;4.3;27.7;76.0
BAS;20230609;32.0;13.4;22.4;0.0;25.4;51.2;789;6.8;29.3;83.2
BAS;20230610;31.0;15.3;22.4;0.8;37.1;59.9;744;4.7;28.4;92.8
BAS;20230611;31.3;15.6;22.5;0.0;34.9;57.0;593;5.4;29.1;92.9
BAS;20230612;34.6;13.6;22.2;0.0;25.6;45.2;751;5.8;29.5;79.1
BAS;20230613;35.3;12.7;20.9;0.0;16.8;38.3;888;6.5;27.7;72.4
BAS;20230614;40.7;9.5;19.9;0.0;26.7;43.3;878;6.5;27.5;72.2
BAS;20230615;25.2;12.0;20.5;0.0;23.0;48.4;770;5.8;27.3;76.3
BAS;20230616;20.5;14.3;21.3;0.0;26.1;46.7;696;4.3;28.1;73.9
BAS;20230617;24.8;14.4;22.1;0.0;24.1;44.7;760;4.7;29.1;67.9
BAS;20230618;57.2;15.2;22.7;0.3;26.0;54.6;502;4.7;32.5;84.5
BAS;20230619;31.0;18.1;23.7;2.6;39.4;62.5;406;5.4;29.5;94.3
BAS;20230620;68.8;19.0;23.6;1.2;33.7;72.6;570;7.2;32.7;93.7
BAS;20230621;38.2;18.0;21.7;19.7;55.6;80.2;223;4.7;27.1;95.8
BAS;20230622;79.2;16.6;20.8;25.8;62.0;84.7;32;6.5;26.5;95.8
BAS;20230623;34.6;15.2;20.4;3.1;34.8;64.2;609;8.3;25.6;93.1
BAS;20230624;35.6;13.4;21.5;0.0;33.8;56.0;870;6.1;28.0;87.9
BAS;20230625;24.1;13.6;23.0;0.0;34.4;55.5;892;4.3;30.0;88.3
BAS;20230626;38.5;17.0;23.0;0.0;40.9;56.5;731;9.0;27.6;82.7
BAS;20230627;22.0;14.7;19.7;0.0;34.2;54.9;598;6.1;24.4;81.6
BAS;20230628;17.6;13.1;19.7;0.0;36.0;56.9;460;4.0;25.8;80.8
BAS;20230629;22.7;14.7;22.5;0.0;36.8;56.9;421;4.0;28.4;85.0
BAS;20230630;40.0;16.7;18.6;21.0;67.4;82.6;3;5.8;21.3;95.0
BAS;20230701;31.0;15.4;18.9;1.0;46.2;68.4;255;5.8;22.0;94.4
BAS;20230702;37.4;16.3;19.9;0.0;39.7;61.1;347;9.0;24.2;80.9
BAS;20230703;34.9;16.8;20.4;0.0;43.5;56.5;344;8.3;24.2;74.7
BAS;20230704;35.3;17.0;20.5;0.3;48.5;71.0;315;5.0;25.3;89.8
BAS;20230705;40.3;14.6;18.8;5.5;37.7;65.2;503;9.4;23.2;92.9
BAS;20230706;19.4;13.7;19.6;0.0;36.2;58.5;721;4.0;25.3;82.2
BAS;20230707;27.0;12.9;23.4;0.0;26.1;52.3;829;5.0;31.6;88.1
BAS;20230708;31.7;17.9;22.6;19.6;40.4;71.2;394;5.8;29.5;96.3
BAS;20230709;26.6;17.9;26.6;0.0;26.3;55.2;823;6.5;34.7;86.4
BAS;20230710;40.3;18.9;25.0;7.4;47.3;68.7;507;5.4;30.4;92.8
BAS;20230711;85.3;19.9;26.2;6.6;38.8;69.2;736;5.8;34.9;94.3
BAS;20230712;29.2;18.1;22.2;0.0;54.5;74.9;202;7.6;26.1;92.7
BAS;20230713;36.0;15.7;21.3;0.0;31.8;55.5;720;7.2;25.8;85.2
BAS;20230714;20.9;13.7;22.4;0.0;33.7;57.2;706;4.3;30.3;84.1
BAS;20230715;52.9;17.4;24.4;7.9;39.2;63.4;615;7.9;31.3;92.2
BAS;20230716;21.2;15.9;19.8;0.4;52.8;69.1;240;5.0;24.0;89.2
BAS;20230717;23.4;17.3;21.7;0.0;43.0;61.1;258;5.4;26.0;83.7
BAS;20230718;37.4;14.8;21.9;0.3;42.5;66.5;658;5.4;29.1;88.8
BAS;20230719;39.2;17.8;24.0;0.0;36.1;58.1;755;9.0;28.9;92.0
BAS;20230720;27.4;16.6;21.9;0.0;35.2;52.6;750;5.8;26.6;78.4
BAS;20230721;31.7;14.7;19.1;0.7;49.8;66.4;223;5.0;23.1;84.6
BAS;20230722;32.0;14.1;20.7;0.0;30.1;56.7;775;6.1;26.8;86.6
BAS;20230723;28.1;14.4;22.3;0.0;33.2;54.9;425;5.8;29.2;76.3
BAS;20230724;55.8;16.6;19.7;8.9;64.0;79.4;69;5.4;22.5;92.2
BAS;20230725;49.7;12.8;17.1;7.6;50.1;78.0;202;11.5;21.8;92.9
BAS;20230726;37.4;12.2;15.9;1.6;49.9;72.7;275;7.6;20.3;93.2
BAS;20230727;28.1;12.7;19.0;0.0;45.3;69.8;323;6.1;25.6;88.1
BAS;20230728;43.2;15.7;21.0;0.0;47.8;72.2;204;6.8;26.6;90.7
BAS;20230729;39.6;17.5;20.3;2.0;51.8;83.3;123;5.8;26.5;95.1
BAS;20230730;46.1;14.2;20.0;0.0;35.7;65.3;511;10.4;24.4;91.8
BAS;20230731;27.0;13.0;20.0;0.0;42.0;60.6;258;6.1;25.6;85.8
BAS;20230801;51.1;14.9;19.2;6.4;47.6;67.7;89;11.9;23.1;90.3
BAS;20230802;58.3;14.2;20.6;4.5;36.0;69.2;234;13.0;29.8;94.5
BAS;20230803;63.0;13.7;19.6;0.0;42.3;56.7;392;13.3;23.9;84.1
BAS;20230804;34.6;13.7;16.5;3.7;67.7;81.3;28;4.3;19.2;93.2
BAS;20230805;27.0;12.8;17.6;0.0;50.3;69.6;269;6.5;22.3;93.4
BAS;20230806;53.3;12.4;14.7;3.3;54.3;73.6;133;16.6;17.6;90.9
BAS;20230807;41.8;11.3;15.0;0.7;50.0;69.9;211;9.0;19.0;88.7
BAS;20230808;29.2;10.1;17.1;0.0;38.2;62.4;413;6.1;23.0;89.7
BAS;20230809;38.2;15.3;19.2;0.0;42.3;64.8;110;5.4;25.3;84.0
BAS;20230810;22.0;13.2;21.3;0.0;33.3;61.6;725;4.7;28.4;93.7
BAS;20230811;20.9;15.6;23.5;0.0;33.7;58.9;783;4.7;30.9;86.9
BAS;20230812;33.5;19.3;24.0;2.9;45.6;67.4;363;4.7;29.8;90.3
BAS;20230813;40.7;18.5;23.0;8.1;52.1;80.0;466;4.0;30.3;95.1
BAS;20230814;19.8;19.5;25.0;0.0;45.3;72.5;454;4.3;30.9;96.1
BAS;20230815;25.2;19.1;24.3;0.0;39.7;66.1;520;5.8;28.7;90.3
BAS;20230816;20.9;17.3;24.5;0.0;32.4;67.1;730;5.4;32.1;94.0
BAS;20230817;33.1;19.0;23.8;0.0;36.4;67.8;403;5.4;31.2;95.5
BAS;20230818;26.3;17.7;25.9;0.0;24.1;51.0;749;5.0;34.2;82.7
BAS;20230819;29.5;18.1;26.5;0.0;29.5;54.5;470;5.4;35.0;83.6
BAS;20230820;20.5;19.7;26.5;0.0;37.8;63.0;717;4.7;34.0;91.4
BAS;20230821;19.4;20.2;27.3;0.0;33.2;61.5;761;4.7;34.6;88.7
BAS;20230822;21.6;20.4;27.4;0.0;36.5;60.4;757;5.4;34.7;85.7
BAS;20230823;25.6;20.1;25.9;0.0;39.0;61.3;724;5.0;32.3;80.0
BAS;20230824;100.8;18.4;25.0;28.3;30.8;69.1;478;6.5;36.4;96.2
BAS;20230825;38.5;19.7;22.0;13.0;43.4;80.5;5;6.8;27.1;95.9
BAS;20230826;24.5;16.5;17.9;6.7;65.7;87.2;0;5.0;20.7;95.8
BAS;20230827;22.7;15.0;16.7;4.2;73.6;87.5;0;4.0;18.6;95.9
BAS;20230828;27.0;12.3;14.0;6.9;82.4;91.0;0;6.1;15.6;95.2
BAS;20230829;22.3;11.5;13.4;17.5;70.8;90.3;0;4.3;17.0;95.4
BAS;20230830;27.7;12.2;16.2;0.0;46.0;72.7;336;6.1;21.0;95.1
BAS;20230831;21.6;13.1;16.6;1.4;50.6;74.5;24;4.7;19.4;94.8
BAS;20230901;18.4;15.0;20.0;0.0;48.6;70.1;472;4.7;26.3;89.9
BAS;20230902;17.3;14.3;21.2;0.0;37.5;67.2;724;4.3;28.5;91.6
BAS;20230903;16.6;14.4;20.9;0.0;52.2;75.0;572;4.0;27.1;93.4
BAS;20230904;38.9;15.1;22.1;0.0;37.3;63.9;716;5.8;29.3;94.5
BAS;20230905;27.4;16.3;22.8;0.0;35.5;55.8;735;5.8;29.9;79.2
BAS;20230906;18.4;14.9;21.2;0.0;43.2;66.4;731;4.0;28.3;90.9
BAS;20230907;16.6;15.6;22.3;0.0;41.1;68.5;723;4.0;29.6;94.0
BAS;20230908;20.2;16.9;23.4;0.0;36.0;67.3;715;4.0;30.8;90.8
BAS;20230909;18.0;17.2;23.4;0.0;35.7;65.6;712;4.0;30.6;88.3
BAS;20230910;13.3;16.6;23.0;0.0;35.5;66.4;709;3.2;30.7;88.6
BAS;20230911;14.0;16.5;23.3;0.0;33.0;62.5;701;3.2;31.7;88.4
BAS;20230912;31.7;17.8;23.4;12.1;31.3;60.5;564;4.3;30.4;92.3
BAS;20230913;28.1;16.4;18.7;8.2;62.7;87.3;29;5.4;22.9;95.2
BAS;20230914;20.2;15.1;18.4;0.0;59.1;81.0;259;4.0;23.3;96.3
BAS;20230915;17.3;13.5;18.8;0.0;53.1;73.8;376;3.6;24.9;91.3
BAS;20230916;19.1;15.4;20.2;0.0;47.0;78.1;249;3.6;26.3;94.6
BAS;20230917;22.0;16.4;22.5;0.2;38.2;67.9;440;5.8;29.3;90.4
BAS;20230918;36.0;16.9;19.0;8.6;53.5;79.0;70;6.1;22.4;96.9
BAS;20230919;26.6;13.9;18.6;0.0;48.1;68.9;487;6.8;23.0;90.1
BAS;20230920;20.5;12.5;19.0;0.0;39.0;67.7;665;5.0;26.1;92.4
BAS;20230921;55.1;14.0;18.8;3.6;49.8;74.5;73;5.8;24.9;95.9
BAS;20230922;42.1;12.3;15.0;5.3;57.3;79.8;118;6.1;19.3;96.7
BAS;20230923;25.2;9.3;13.2;0.0;43.2;74.5;383;5.0;18.5;93.9
BAS;20230924;37.1;7.5;13.0;0.0;41.5;73.3;622;4.7;20.1;95.8
BAS;20230925;19.8;7.0;14.0;0.0;38.0;70.7;630;3.2;21.5;92.3
BAS;20230926;22.3;7.7;15.5;0.0;35.4;72.7;635;3.6;23.7;95.3
BAS;20230927;22.3;10.3;16.8;0.0;39.6;71.0;624;5.0;24.7;94.3
BAS;20230928;19.4;12.8;18.7;0.0;34.7;65.5;599;4.3;26.6;86.5
BAS;20230929;39.2;13.3;19.1;0.0;46.3;68.2;366;8.3;27.8;86.4
BAS;20230930;17.6;12.1;17.0;0.0;49.1;75.5;289;3.6;21.9;92.9
BAS;20231001;14.4;10.8;16.9;0.0;40.7;74.2;567;3.6;25.4;94.6
BAS;20231002;23.0;11.1;19.2;0.0;37.9;70.7;564;5.4;28.0;93.5
BAS;20231003;53.3;11.9;17.8;0.0;43.8;74.9;317;8.3;25.9;92.6
BAS;20231004;17.6;9.2;13.7;0.0;46.8;77.1;373;4.7;18.9;95.6
BAS;20231005;23.4;6.8;12.4;0.0;46.9;75.9;195;4.0;19.6;94.9
BAS;20231006;13.0;6.6;12.9;0.0;35.5;72.9;437;3.2;21.7;95.4
BAS;20231007;16.6;7.0;14.4;0.0;25.6;63.8;515;3.6;24.3;92.3
BAS;20231008;14.8;9.6;16.9;0.0;28.3;59.5;506;4.0;26.5;80.6
BAS;20231009;21.6;11.7;18.7;0.0;36.9;63.8;338;4.7;27.9;85.2
BAS;20231010;15.8;13.0;17.8;0.0;27.4;66.1;422;4.3;26.3;88.8
BAS;20231011;23.4;11.7;17.5;0.0;36.3;67.7;541;4.3;26.4;89.9
BAS;20231012;21.2;11.0;18.1;0.0;33.7;64.0;361;4.3;26.5;86.7
BAS;20231013;40.7;12.8;20.9;0.0;17.0;45.5;545;8.6;28.7;76.4
BAS;20231014;58.3;11.0;15.9;2.5;41.1;72.1;8;12.6;23.3;90.2
BAS;20231015;27.7;5.6;10.6;0.0;45.1;68.1;122;5.0;14.3;84.5
BAS;20231016;31.7;1.5;7.6;0.0;36.0;69.3;496;4.0;14.7;93.0
BAS;20231017;31.7;5.3;9.5;0.0;54.7;72.5;453;6.5;15.6;90.8
BAS;20231018;31.7;5.7;10.3;3.3;67.2;83.2;3;7.6;12.4;93.7
BAS;20231019;29.5;10.9;13.4;8.0;86.5;94.1;0;6.8;15.8;97.0
BAS;20231020;73.8;13.2;14.7;4.8;50.9;84.5;50;7.9;18.5;98.7
BAS;20231021;34.6;9.6;14.0;0.0;44.9;68.8;133;6.5;18.1;91.6
BAS;20231022;20.2;7.3;11.8;0.0;46.7;73.8;389;3.6;16.9;92.8
BAS;20231023;14.0;8.1;9.9;2.8;87.4;91.6;0;3.6;11.9;97.0
BAS;20231024;19.4;9.4;11.3;11.9;83.5;93.3;0;3.6;13.5;97.4
BAS;20231025;71.6;8.6;12.9;3.6;51.8;78.9;32;13.0;17.9;98.5
BAS;20231026;45.7;9.8;12.1;13.8;71.2;89.9;7;6.1;17.4;97.1
BAS;20231027;41.8;9.5;11.7;6.4;54.4;78.1;196;9.7;15.9;97.3
BAS;20231028;50.0;9.2;13.9;0.0;36.0;60.1;220;9.0;18.6;87.7
BAS;20231029;55.1;11.7;15.3;0.0;36.7;62.4;0;9.0;21.1;88.9
BAS;20231030;23.0;8.9;11.4;9.6;76.7;89.9;1;4.3;13.2;99.6
BAS;20231031;37.4;7.9;11.2;0.7;61.7;77.4;88;7.2;14.3;94.2
BAS;20231101;41.8;6.8;9.9;0.0;45.6;77.3;116;8.6;15.2;92.7
BAS;20231102;41.4;5.2;9.1;8.5;67.0;80.9;7;9.7;11.4;93.9
BAS;20231103;35.3;4.7;7.4;0.1;51.4;75.5;48;6.8;11.3;89.9
BAS;20231104;57.6;4.3;8.8;4.0;56.8;73.4;2;13.3;12.5;90.7
BAS;20231105;84.2;8.6;11.9;6.5;50.6;63.7;218;25.2;14.3;82.3
BAS;20231106;39.2;6.2;9.7;4.7;55.2;79.1;64;6.8;13.8;94.0
BAS;20231107;38.9;3.8;7.2;0.1;61.3;82.4;27;6.5;11.2;95.1
BAS;20231108;25.9;3.4;7.1;0.0;51.5;78.5;372;5.0;12.8;90.6
BAS;20231109;36.7;4.0;8.1;0.5;56.2;75.3;0;8.3;11.9;89.5
BAS;20231110;58.3;6.0;8.4;6.1;49.5;70.9;97;11.9;10.7;92.9
BAS;20231111;43.9;3.5;6.7;2.3;61.3;77.2;158;9.7;9.2;90.2
BAS;20231112;49.3;3.2;6.4;15.4;69.2;89.8;0;9.7;13.0;97.1
BAS;20231113;67.7;10.5;15.1;4.4;63.9;73.9;0;16.9;18.2;96.8
BAS;20231114;65.2;9.2;11.3;17.8;67.1;82.4;0;11.5;15.7;96.9
BAS;20231115;55.1;5.7;9.8;3.2;67.1;78.5;264;10.4;11.9;92.4
BAS;20231116;89.6;4.6;8.3;3.4;68.0;84.7;14;13.7;13.1;92.5
BAS;20231117;67.3;3.0;7.1;0.2;66.9;79.2;1;11.5;8.9;94.0
BAS;20231118;23.0;2.2;5.5;5.5;76.5;89.8;0;6.5;7.7;96.9
BAS;20231119;35.3;6.8;11.6;2.5;69.9;85.0;10;7.2;14.7;97.2
BAS;20231120;37.8;8.3;11.1;0.0;54.5;66.2;6;10.4;12.9;76.7
BAS;20231121;23.8;7.6;8.5;0.8;66.8;83.1;45;6.1;10.7;94.3
BAS;20231122;36.4;1.9;3.7;1.1;78.2;87.1;0;6.8;7.6;94.8
BAS;20231123;35.3;-1.5;3.8;0.0;60.7;81.8;398;6.1;7.3;97.1
BAS;20231124;49.7;3.2;7.1;0.9;63.4;76.1;61;15.1;10.8;88.0
BAS;20231125;50.0;1.8;3.3;1.1;62.0;78.7;33;13.7;5.4;87.0
BAS;20231126;36.4;-0.6;3.0;0.1;74.3;82.3;0;7.2;4.9;94.1
BAS;20231127;22.7;-0.2;2.3;6.2;70.5;89.9;0;5.4;6.0;96.9
BAS;20231128;42.8;-0.6;3.7;2.5;74.5;82.6;0;11.2;6.7;91.8
BAS;20231129;20.2;-1.8;1.7;0.0;50.0;72.8;404;5.8;5.6;91.8
BAS;20231130;32.4;0.5;1.5;20.4;76.9;93.4;0;8.3;2.5;97.3
BAS;20231201;15.1;0.1;1.3;13.9;93.8;96.1;0;3.6;2.5;98.8
BAS;20231202;23.8;-5.3;-1.5;2.9;74.6;90.9;0;6.8;0.3;98.3
BAS;20231203;33.8;-7.4;-3.8;0.0;75.5;86.4;396;7.2;-;-

stn;time;fu3010d1;tre200dx;tre200dn;tre200d0;rka150d0;ure200dx;ure200dn;ure200d0;sre000d0;fu3010d0
BER;20230601;35.3;25.8;10.9;18.4;0.1;95.4;35.2;65.1;762;6.5
BER;20230602;36.4;25.6;11.9;19.3;0.0;93.1;35.2;59.4;852;9.0
BER;20230603;36.7;25.3;10.9;18.1;0.0;89.3;35.5;63.1;699;7.2
BER;20230604;34.9;24.5;11.9;18.0;0.0;88.6;36.3;64.1;719;7.9
BER;20230605;35.3;24.4;10.2;17.9;0.0;93.8;29.4;60.7;823;7.9
BER;20230606;37.1;24.8;10.4;18.2;0.0;91.3;31.1;58.8;849;7.9
BER;20230607;35.3;25.9;10.9;19.0;0.0;85.7;29.1;54.9;769;7.2
BER;20230608;31.0;26.3;12.0;18.8;0.0;87.6;33.7;61.2;711;6.5
BER;20230609;34.6;27.3;10.9;19.8;0.1;93.2;34.3;62.7;651;7.9
BER;20230610;18.7;25.7;15.3;19.9;0.0;90.8;33.5;71.4;411;4.7
BER;20230611;37.1;26.5;13.4;20.6;0.0;96.6;37.6;62.5;836;8.3
BER;20230612;34.6;26.1;11.6;19.6;0.0;88.8;30.7;55.2;814;7.9
BER;20230613;34.6;25.1;12.3;18.9;0.0;73.1;35.1;48.5;747;10.1
BER;20230614;37.1;25.9;8.2;18.3;0.0;76.4;21.1;45.6;860;8.6
BER;20230615;38.2;26.4;10.0;18.6;0.0;86.4;26.7;54.0;767;4.3
BER;20230616;24.8;26.2;10.8;18.7;0.0;87.3;26.1;53.4;506;4.3
BER;20230617;26.3;27.5;10.9;20.0;0.0;86.3;22.3;51.4;832;4.0
BER;20230618;24.5;29.9;11.5;21.0;0.0;87.0;26.7;55.3;536;3.6
BER;20230619;38.9;28.5;17.3;22.5;6.4;94.1;40.0;64.2;509;6.8
BER;20230620;29.5;29.7;17.2;22.5;1.1;96.4;37.7;71.7;634;5.0
BER;20230621;35.3;26.3;17.8;21.9;3.3;95.1;51.2;75.6;465;6.8
BER;20230622;71.3;23.7;15.4;18.9;4.8;97.3;59.9;84.8;59;5.4
BER;20230623;25.6;24.4;13.0;18.8;0.5;93.7;35.5;66.0;570;6.5
BER;20230624;46.8;25.9;10.5;19.4;0.0;93.0;36.5;59.6;877;12.2
BER;20230625;19.8;29.6;11.6;21.4;0.0;90.7;37.0;62.7;851;4.0
BER;20230626;33.5;29.3;15.3;22.9;0.0;91.8;37.2;58.8;761;9.7
BER;20230627;24.8;24.5;12.8;19.4;0.0;73.8;30.7;51.9;673;6.8
BER;20230628;28.8;26.0;10.1;18.5;0.0;83.9;33.6;57.0;535;7.2
BER;20230629;34.6;27.4;12.7;19.9;7.1;92.7;38.7;67.9;390;6.5
BER;20230630;29.9;20.0;15.3;16.8;3.0;94.3;73.4;86.9;14;6.1
BER;20230701;38.2;21.8;14.8;17.9;0.3;93.2;45.7;70.4;265;10.1
BER;20230702;37.1;23.8;15.9;19.1;0.0;86.8;47.3;66.4;302;8.6
BER;20230703;33.5;24.8;15.8;19.6;0.0;78.2;42.7;58.0;513;7.9
BER;20230704;30.6;26.2;15.1;20.5;0.0;84.6;39.0;60.2;705;5.8
BER;20230705;30.2;20.6;15.2;17.3;6.6;94.1;52.1;79.5;297;7.2
BER;20230706;29.2;25.6;13.0;19.5;0.3;96.8;35.4;64.5;729;5.4
BER;20230707;20.9;30.0;13.1;22.7;0.0;90.9;25.2;54.6;751;5.4
BER;20230708;28.4;28.4;16.8;21.6;14.6;94.9;40.9;72.5;483;5.0
BER;20230709;22.3;32.8;15.8;24.5;0.0;93.9;24.6;61.0;680;4.0
BER;20230710;20.9;30.1;18.3;24.1;0.4;91.4;47.6;70.1;605;5.8
BER;20230711;72.4;34.5;18.2;25.2;5.0;95.5;28.4;66.5;714;6.8
BER;20230712;33.5;24.6;17.6;20.4;17.4;95.9;67.6;86.3;93;5.8
BER;20230713;23.8;24.5;13.1;18.8;12.9;96.3;36.9;72.9;521;5.8
BER;20230714;23.8;28.7;11.1;20.9;0.0;95.1;33.9;62.2;864;5.0
BER;20230715;39.6;30.5;16.1;24.2;0.7;91.2;35.8;60.2;635;6.5
BER;20230716;29.2;25.5;18.0;20.8;0.0;86.1;50.3;67.3;354;7.2
BER;20230717;21.2;27.1;16.6;21.5;0.0;88.2;47.6;67.2;200;5.4
BER;20230718;49.3;26.5;14.8;21.4;1.9;92.0;47.8;74.5;522;6.1
BER;20230719;38.5;29.4;16.3;23.4;0.0;93.3;30.1;60.7;537;8.3
BER;20230720;27.4;27.0;14.8;20.5;0.0;89.2;34.3;61.5;671;5.4
BER;20230721;28.1;22.4;14.4;17.9;5.9;95.7;51.8;80.8;189;4.7
BER;20230722;31.7;25.5;14.5;19.8;0.0;93.3;32.0;61.2;796;6.5
BER;20230723;50.8;29.5;12.3;21.8;0.0;89.8;29.6;55.4;530;9.0
BER;20230724;51.1;25.1;16.8;19.8;11.2;95.2;55.7;79.7;168;6.5
BER;20230725;46.1;20.4;12.1;16.6;10.6;96.7;47.2;77.2;281;11.2
BER;20230726;39.6;20.2;11.3;14.9;0.7;91.8;45.6;72.4;272;6.5
BER;20230727;42.5;26.8;11.3;19.0;0.0;90.6;33.1;60.7;555;7.9
BER;20230728;45.4;27.5;14.7;20.6;2.3;96.6;38.6;71.5;272;8.6
BER;20230729;52.9;25.8;16.3;19.4;6.5;97.0;48.2;82.2;262;10.1
BER;20230730;36.7;23.9;11.9;19.0;0.5;95.1;36.6;69.7;627;8.3
BER;20230731;28.1;25.6;10.8;19.0;0.0;95.2;36.6;62.6;657;6.5
BER;20230801;61.2;21.2;13.1;17.8;8.8;95.1;50.9;75.8;106;8.3
BER;20230802;72.7;29.0;14.0;21.0;4.9;93.5;35.3;65.9;316;16.6
BER;20230803;49.0;22.8;12.2;18.4;0.0;91.2;41.0;60.2;650;13.7
BER;20230804;35.3;21.0;12.2;16.0;0.0;93.1;55.3;76.1;151;6.8
BER;20230805;36.4;21.4;13.1;16.7;0.4;90.8;42.5;69.2;338;5.8
BER;20230806;50.8;15.4;10.7;13.2;3.4;93.6;65.8;79.6;121;11.5
BER;20230807;34.2;18.0;8.8;12.8;0.7;94.9;45.4;78.7;284;6.1
BER;20230808;22.7;21.6;8.4;15.6;0.0;95.5;39.1;67.0;331;4.3
BER;20230809;32.8;25.3;12.9;18.4;0.0;90.5;38.9;65.5;434;7.2
BER;20230810;23.8;27.5;10.8;19.8;0.0;96.9;34.6;68.6;648;4.3
BER;20230811;20.5;30.5;13.7;22.1;0.0;97.3;30.7;65.3;800;3.2
BER;20230812;30.6;28.2;16.9;22.2;6.0;92.2;46.4;73.6;325;5.8
BER;20230813;30.2;30.0;16.9;22.6;0.0;95.4;45.3;74.4;548;5.0
BER;20230814;30.6;29.8;18.0;24.1;0.0;95.4;37.2;67.0;622;6.1
BER;20230815;29.2;30.7;18.6;24.6;0.0;83.5;27.6;57.0;657;7.9
BER;20230816;26.6;31.4;16.2;23.9;0.0;93.4;25.7;60.4;761;4.0
BER;20230817;27.0;28.6;16.7;22.3;0.1;93.2;38.7;65.1;438;5.8
BER;20230818;20.5;32.6;13.9;23.8;0.0;94.6;22.9;55.5;743;4.0
BER;20230819;16.6;33.5;15.3;24.9;0.0;91.1;25.9;55.5;499;4.3
BER;20230820;20.2;34.7;16.6;25.4;0.0;91.0;27.5;60.7;601;4.3
BER;20230821;23.8;34.5;17.9;26.3;0.0;92.5;26.4;60.3;762;4.7
BER;20230822;19.4;34.9;18.4;26.8;0.0;92.9;29.8;59.9;751;4.3
BER;20230823;26.3;34.7;19.6;26.6;0.0;91.6;27.9;63.0;729;5.8
BER;20230824;51.5;35.1;17.1;25.8;0.1;93.8;32.8;61.5;508;6.5
BER;20230825;36.0;27.3;18.3;22.5;1.4;92.7;42.8;70.4;142;6.8
BER;20230826;21.2;22.0;15.9;18.8;17.9;96.0;61.0;84.2;115;5.0
BER;20230827;40.3;18.0;13.3;15.2;9.1;96.0;72.3;89.8;0;4.7
BER;20230828;23.4;13.8;11.0;12.5;23.4;96.4;83.8;91.9;0;4.7
BER;20230829;11.2;15.1;10.4;12.4;2.7;96.7;68.7;86.1;0;2.5
BER;20230830;24.8;19.9;9.9;14.5;0.0;96.5;44.6;76.1;397;4.3
BER;20230831;24.1;20.7;12.7;16.6;0.0;91.0;49.5;69.1;116;5.8
BER;20230901;31.7;26.0;13.1;18.9;0.0;92.5;37.1;67.3;667;6.1
BER;20230902;23.0;27.0;10.9;19.0;0.0;97.3;35.9;70.4;731;4.3
BER;20230903;37.1;26.7;11.7;19.4;0.0;96.0;43.8;72.7;619;6.5
BER;20230904;27.0;27.2;13.9;20.3;0.0;93.8;48.8;73.3;730;8.6
BER;20230905;25.2;27.8;12.6;20.3;0.0;96.3;50.4;73.4;727;6.1
BER;20230906;17.3;27.7;13.3;20.6;0.0;96.7;42.4;72.3;724;4.3
BER;20230907;14.4;28.9;14.7;21.4;0.0;97.2;47.0;76.0;711;2.9
BER;20230908;17.3;29.2;15.6;22.2;0.0;98.1;38.6;71.7;698;3.2
BER;20230909;16.2;29.7;15.4;22.0;0.0;95.9;34.5;69.6;705;3.2
BER;20230910;16.2;29.9;14.8;21.8;0.0;96.1;33.1;68.7;708;2.9
BER;20230911;15.1;29.5;14.0;21.5;0.0;97.1;32.5;67.8;702;3.2
BER;20230912;35.3;29.1;14.9;21.6;0.0;95.2;30.3;66.2;428;7.9
BER;20230913;36.0;20.9;15.7;17.7;6.9;96.2;66.5;84.8;3;5.4
BER;20230914;29.2;20.5;15.0;17.5;0.1;97.0;67.3;85.0;60;7.9
BER;20230915;14.8;23.0;13.9;18.1;0.0;96.5;60.8;83.4;266;3.2
BER;20230916;28.4;25.4;13.9;18.6;0.0;96.6;46.3;79.5;297;4.0
BER;20230917;14.4;26.6;13.5;19.9;0.0;95.0;47.7;75.2;606;3.6
BER;20230918;29.5;17.8;15.2;16.6;24.1;95.7;84.4;90.6;52;5.8
BER;20230919;25.2;21.6;13.3;17.0;1.5;94.5;51.4;79.2;407;5.8
BER;20230920;23.0;23.4;11.3;17.1;0.0;96.5;39.4;77.3;681;3.2
BER;20230921;40.3;22.0;12.9;17.2;10.5;95.1;60.4;81.7;113;5.0
BER;20230922;51.5;19.0;11.0;14.2;3.5;95.1;40.1;75.4;406;9.0
BER;20230923;27.0;16.0;9.4;12.2;1.0;93.7;49.4;77.9;130;4.7
BER;20230924;37.4;18.1;5.6;11.5;0.0;97.1;50.8;78.9;668;7.6
BER;20230925;16.2;20.1;5.1;12.0;0.0;98.3;48.1;80.0;662;2.9
