valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,type,value,pop,incValue,prct,inc14d,dataComplete
cases,2016-W10,iso_week,GL,canton,all,agegroup_ili_ari,all,all,2,40147,4.98,0.6,12.45,TRUE
cases,2016-W10,iso_week,GR,canton,all,agegroup_ili_ari,all,all,9,197550,4.56,2.5,10.63,TRUE
cases,2016-W10,iso_week,JU,canton,all,agegroup_ili_ari,all,all,7,73122,9.57,1.9,19.15,TRUE
cases,2016-W10,iso_week,LU,canton,all,agegroup_ili_ari,all,all,10,403397,2.48,2.8,3.72,TRUE
cases,2016-W10,iso_week,NE,canton,all,agegroup_ili_ari,all,all,12,178567,6.72,3.3,15.68,TRUE
cases,2016-W10,iso_week,NW,canton,all,agegroup_ili_ari,all,all,4,42556,9.4,1.1,9.4,TRUE
cases,2016-W10,iso_week,OW,canton,all,agegroup_ili_ari,all,all,1,37378,2.68,0.3,2.68,TRUE
cases,2016-W10,iso_week,SG,canton,all,agegroup_ili_ari,all,all,18,502552,3.58,5,6.37,TRUE
cases,2016-W10,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,80769,0,0,0,TRUE
cases,2016-W10,iso_week,SO,canton,all,agegroup_ili_ari,all,all,13,269441,4.82,3.6,8.17,TRUE
cases,2016-W10,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,155863,0,0,1.28,TRUE
cases,2016-W10,iso_week,TG,canton,all,agegroup_ili_ari,all,all,0,270709,0,0,0.37,TRUE
cases,2016-W10,iso_week,TI,canton,all,agegroup_ili_ari,all,all,16,354375,4.51,4.4,9.59,TRUE
cases,2016-W10,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,0,NA,TRUE
cases,2016-W10,iso_week,UR,canton,all,agegroup_ili_ari,all,all,1,36145,2.77,0.3,5.53,TRUE
cases,2016-W10,iso_week,VD,canton,all,agegroup_ili_ari,all,all,32,784822,4.08,8.8,10.07,TRUE
cases,2016-W10,iso_week,VS,canton,all,agegroup_ili_ari,all,all,26,339176,7.67,7.2,19.16,TRUE
cases,2016-W10,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,2,123948,1.61,0.6,3.23,TRUE
cases,2016-W10,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,25,1487969,1.68,6.9,3.36,TRUE
cases,2016-W11,iso_week,AG,canton,all,agegroup_ili_ari,all,all,42,663462,6.33,11.3,11.3,TRUE
cases,2016-W11,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16003,0,0,0,TRUE
cases,2016-W11,iso_week,AR,canton,all,agegroup_ili_ari,all,all,2,54954,3.64,0.5,5.46,TRUE
cases,2016-W11,iso_week,BE,canton,all,agegroup_ili_ari,all,all,53,1026513,5.16,14.3,8.38,TRUE
cases,2016-W11,iso_week,BL,canton,all,agegroup_ili_ari,all,all,14,285624,4.9,3.8,10.85,TRUE
cases,2016-W11,iso_week,BS,canton,all,agegroup_ili_ari,all,all,31,193070,16.06,8.4,32.11,TRUE
cases,2016-W11,iso_week,CH,country,all,agegroup_ili_ari,all,all,371,8419550,4.41,100,8.72,TRUE
cases,2016-W11,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,371,8457360,4.39,100,8.68,TRUE
cases,2016-W11,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,37810,0,0,0,TRUE
cases,2016-W11,iso_week,FR,canton,all,agegroup_ili_ari,all,all,13,311914,4.17,3.5,6.09,TRUE
cases,2016-W11,iso_week,GE,canton,all,agegroup_ili_ari,all,all,33,489524,6.74,8.9,19.82,TRUE
cases,2016-W11,iso_week,GL,canton,all,agegroup_ili_ari,all,all,1,40147,2.49,0.3,7.47,TRUE
cases,2016-W11,iso_week,GR,canton,all,agegroup_ili_ari,all,all,5,197550,2.53,1.3,7.09,TRUE
cases,2016-W11,iso_week,JU,canton,all,agegroup_ili_ari,all,all,10,73122,13.68,2.7,23.25,TRUE
cases,2016-W11,iso_week,LU,canton,all,agegroup_ili_ari,all,all,7,403397,1.74,1.9,4.21,TRUE
cases,2016-W11,iso_week,NE,canton,all,agegroup_ili_ari,all,all,4,178567,2.24,1.1,8.96,TRUE
cases,2016-W11,iso_week,NW,canton,all,agegroup_ili_ari,all,all,2,42556,4.7,0.5,14.1,TRUE
cases,2016-W11,iso_week,OW,canton,all,agegroup_ili_ari,all,all,3,37378,8.03,0.8,10.7,TRUE
cases,2016-W11,iso_week,SG,canton,all,agegroup_ili_ari,all,all,20,502552,3.98,5.4,7.56,TRUE
cases,2016-W11,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,80769,0,0,0,TRUE
cases,2016-W11,iso_week,SO,canton,all,agegroup_ili_ari,all,all,11,269441,4.08,3,8.91,TRUE
cases,2016-W11,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,4,155863,2.57,1.1,2.57,TRUE
cases,2016-W11,iso_week,TG,canton,all,agegroup_ili_ari,all,all,2,270709,0.74,0.5,0.74,TRUE
cases,2016-W11,iso_week,TI,canton,all,agegroup_ili_ari,all,all,19,354375,5.36,5.1,9.88,TRUE
cases,2016-W11,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,0,NA,TRUE
cases,2016-W11,iso_week,UR,canton,all,agegroup_ili_ari,all,all,1,36145,2.77,0.3,5.53,TRUE
cases,2016-W11,iso_week,VD,canton,all,agegroup_ili_ari,all,all,46,784822,5.86,12.4,9.94,TRUE
cases,2016-W11,iso_week,VS,canton,all,agegroup_ili_ari,all,all,24,339176,7.08,6.5,14.74,TRUE
cases,2016-W11,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,3,123948,2.42,0.8,4.03,TRUE
cases,2016-W11,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,21,1487969,1.41,5.7,3.09,TRUE
cases,2016-W12,iso_week,AG,canton,all,agegroup_ili_ari,all,all,40,663462,6.03,11.5,12.36,TRUE
cases,2016-W12,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16003,0,0,0,TRUE
cases,2016-W12,iso_week,AR,canton,all,agegroup_ili_ari,all,all,3,54954,5.46,0.9,9.1,TRUE
cases,2016-W12,iso_week,BE,canton,all,agegroup_ili_ari,all,all,38,1026513,3.7,10.9,8.86,TRUE
cases,2016-W12,iso_week,BL,canton,all,agegroup_ili_ari,all,all,17,285624,5.95,4.9,10.85,TRUE
cases,2016-W12,iso_week,BS,canton,all,agegroup_ili_ari,all,all,32,193070,16.57,9.2,32.63,TRUE
cases,2016-W12,iso_week,CH,country,all,agegroup_ili_ari,all,all,349,8419550,4.15,100,8.55,TRUE
cases,2016-W12,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,349,8457360,4.13,100,8.51,TRUE
cases,2016-W12,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,37810,0,0,0,TRUE
cases,2016-W12,iso_week,FR,canton,all,agegroup_ili_ari,all,all,5,311914,1.6,1.4,5.77,TRUE
cases,2016-W12,iso_week,GE,canton,all,agegroup_ili_ari,all,all,30,489524,6.13,8.6,12.87,TRUE
cases,2016-W12,iso_week,GL,canton,all,agegroup_ili_ari,all,all,2,40147,4.98,0.6,7.47,TRUE
cases,2016-W12,iso_week,GR,canton,all,agegroup_ili_ari,all,all,11,197550,5.57,3.2,8.1,TRUE
cases,2016-W12,iso_week,JU,canton,all,agegroup_ili_ari,all,all,5,73122,6.84,1.4,20.51,TRUE
cases,2016-W12,iso_week,LU,canton,all,agegroup_ili_ari,all,all,3,403397,0.74,0.9,2.48,TRUE
cases,2016-W12,iso_week,NE,canton,all,agegroup_ili_ari,all,all,8,178567,4.48,2.3,6.72,TRUE
cases,2016-W12,iso_week,NW,canton,all,agegroup_ili_ari,all,all,4,42556,9.4,1.1,14.1,TRUE
cases,2016-W12,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37378,0,0,8.03,TRUE
cases,2016-W12,iso_week,SG,canton,all,agegroup_ili_ari,all,all,17,502552,3.38,4.9,7.36,TRUE
cases,2016-W12,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,80769,0,0,0,TRUE
cases,2016-W12,iso_week,SO,canton,all,agegroup_ili_ari,all,all,12,269441,4.45,3.4,8.54,TRUE
cases,2016-W12,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,3,155863,1.92,0.9,4.49,TRUE
cases,2016-W12,iso_week,TG,canton,all,agegroup_ili_ari,all,all,2,270709,0.74,0.6,1.48,TRUE
cases,2016-W12,iso_week,TI,canton,all,agegroup_ili_ari,all,all,23,354375,6.49,6.6,11.85,TRUE
cases,2016-W12,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,0,NA,TRUE
cases,2016-W12,iso_week,UR,canton,all,agegroup_ili_ari,all,all,1,36145,2.77,0.3,5.53,TRUE
cases,2016-W12,iso_week,VD,canton,all,agegroup_ili_ari,all,all,40,784822,5.1,11.5,10.96,TRUE
cases,2016-W12,iso_week,VS,canton,all,agegroup_ili_ari,all,all,32,339176,9.43,9.2,16.51,TRUE
cases,2016-W12,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,5,123948,4.03,1.4,6.45,TRUE
cases,2016-W12,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,16,1487969,1.08,4.6,2.49,TRUE
cases,2016-W13,iso_week,AG,canton,all,agegroup_ili_ari,all,all,20,663462,3.01,7.1,9.04,TRUE
cases,2016-W13,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16003,0,0,0,TRUE
cases,2016-W13,iso_week,AR,canton,all,agegroup_ili_ari,all,all,2,54954,3.64,0.7,9.1,TRUE
cases,2016-W13,iso_week,BE,canton,all,agegroup_ili_ari,all,all,35,1026513,3.41,12.4,7.11,TRUE
cases,2016-W13,iso_week,BL,canton,all,agegroup_ili_ari,all,all,5,285624,1.75,1.8,7.7,TRUE
cases,2016-W13,iso_week,BS,canton,all,agegroup_ili_ari,all,all,19,193070,9.84,6.7,26.42,TRUE
cases,2016-W13,iso_week,CH,country,all,agegroup_ili_ari,all,all,283,8419550,3.36,100,7.51,TRUE
cases,2016-W13,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,283,8457360,3.35,100,7.47,TRUE
cases,2016-W13,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,37810,0,0,0,TRUE
cases,2016-W13,iso_week,FR,canton,all,agegroup_ili_ari,all,all,4,311914,1.28,1.4,2.89,TRUE
cases,2016-W13,iso_week,GE,canton,all,agegroup_ili_ari,all,all,27,489524,5.52,9.5,11.64,TRUE
cases,2016-W13,iso_week,GL,canton,all,agegroup_ili_ari,all,all,1,40147,2.49,0.4,7.47,TRUE
cases,2016-W13,iso_week,GR,canton,all,agegroup_ili_ari,all,all,13,197550,6.58,4.6,12.15,TRUE
cases,2016-W13,iso_week,JU,canton,all,agegroup_ili_ari,all,all,7,73122,9.57,2.5,16.41,TRUE
cases,2016-W13,iso_week,LU,canton,all,agegroup_ili_ari,all,all,2,403397,0.5,0.7,1.24,TRUE
cases,2016-W13,iso_week,NE,canton,all,agegroup_ili_ari,all,all,6,178567,3.36,2.1,7.84,TRUE
cases,2016-W13,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,42556,0,0,9.4,TRUE
cases,2016-W13,iso_week,OW,canton,all,agegroup_ili_ari,all,all,2,37378,5.35,0.7,5.35,TRUE
cases,2016-W13,iso_week,SG,canton,all,agegroup_ili_ari,all,all,18,502552,3.58,6.4,6.96,TRUE
cases,2016-W13,iso_week,SH,canton,all,agegroup_ili_ari,all,all,1,80769,1.24,0.4,1.24,TRUE
cases,2016-W13,iso_week,SO,canton,all,agegroup_ili_ari,all,all,6,269441,2.23,2.1,6.68,TRUE
cases,2016-W13,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,2,155863,1.28,0.7,3.21,TRUE
cases,2016-W13,iso_week,TG,canton,all,agegroup_ili_ari,all,all,1,270709,0.37,0.4,1.11,TRUE
cases,2016-W13,iso_week,TI,canton,all,agegroup_ili_ari,all,all,20,354375,5.64,7.1,12.13,TRUE
cases,2016-W13,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,0,NA,TRUE
cases,2016-W13,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36145,0,0,2.77,TRUE
cases,2016-W13,iso_week,VD,canton,all,agegroup_ili_ari,all,all,40,784822,5.1,14.1,10.19,TRUE
cases,2016-W13,iso_week,VS,canton,all,agegroup_ili_ari,all,all,28,339176,8.26,9.9,17.69,TRUE
cases,2016-W13,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,2,123948,1.61,0.7,5.65,TRUE
cases,2016-W13,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,22,1487969,1.48,7.8,2.55,TRUE
cases,2016-W14,iso_week,AG,canton,all,agegroup_ili_ari,all,all,12,663462,1.81,7.8,4.82,TRUE
cases,2016-W14,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16003,0,0,0,TRUE
cases,2016-W14,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,54954,0,0,3.64,TRUE
cases,2016-W14,iso_week,BE,canton,all,agegroup_ili_ari,all,all,20,1026513,1.95,13.1,5.36,TRUE
cases,2016-W14,iso_week,BL,canton,all,agegroup_ili_ari,all,all,8,285624,2.8,5.2,4.55,TRUE
cases,2016-W14,iso_week,BS,canton,all,agegroup_ili_ari,all,all,6,193070,3.11,3.9,12.95,TRUE
cases,2016-W14,iso_week,CH,country,all,agegroup_ili_ari,all,all,153,8419550,1.82,100,5.18,TRUE
cases,2016-W14,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,153,8457360,1.81,100,5.16,TRUE
cases,2016-W14,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,37810,0,0,0,TRUE
cases,2016-W14,iso_week,FR,canton,all,agegroup_ili_ari,all,all,2,311914,0.64,1.3,1.92,TRUE
cases,2016-W14,iso_week,GE,canton,all,agegroup_ili_ari,all,all,18,489524,3.68,11.8,9.19,TRUE
cases,2016-W14,iso_week,GL,canton,all,agegroup_ili_ari,all,all,1,40147,2.49,0.7,4.98,TRUE
cases,2016-W14,iso_week,GR,canton,all,agegroup_ili_ari,all,all,4,197550,2.02,2.6,8.61,TRUE
cases,2016-W14,iso_week,JU,canton,all,agegroup_ili_ari,all,all,2,73122,2.74,1.3,12.31,TRUE
cases,2016-W14,iso_week,LU,canton,all,agegroup_ili_ari,all,all,1,403397,0.25,0.7,0.74,TRUE
cases,2016-W14,iso_week,NE,canton,all,agegroup_ili_ari,all,all,6,178567,3.36,3.9,6.72,TRUE
cases,2016-W14,iso_week,NW,canton,all,agegroup_ili_ari,all,all,1,42556,2.35,0.7,2.35,TRUE
cases,2016-W14,iso_week,OW,canton,all,agegroup_ili_ari,all,all,1,37378,2.68,0.7,8.03,TRUE
cases,2016-W14,iso_week,SG,canton,all,agegroup_ili_ari,all,all,9,502552,1.79,5.9,5.37,TRUE
cases,2016-W14,iso_week,SH,canton,all,agegroup_ili_ari,all,all,2,80769,2.48,1.3,3.71,TRUE
cases,2016-W14,iso_week,SO,canton,all,agegroup_ili_ari,all,all,3,269441,1.11,2,3.34,TRUE
cases,2016-W14,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,155863,0,0,1.28,TRUE
cases,2016-W14,iso_week,TG,canton,all,agegroup_ili_ari,all,all,0,270709,0,0,0.37,TRUE
cases,2016-W14,iso_week,TI,canton,all,agegroup_ili_ari,all,all,6,354375,1.69,3.9,7.34,TRUE
cases,2016-W14,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,0,NA,TRUE
cases,2016-W14,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36145,0,0,0,TRUE
cases,2016-W14,iso_week,VD,canton,all,agegroup_ili_ari,all,all,24,784822,3.06,15.7,8.15,TRUE
cases,2016-W14,iso_week,VS,canton,all,agegroup_ili_ari,all,all,7,339176,2.06,4.6,10.32,TRUE
cases,2016-W14,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,4,123948,3.23,2.6,4.84,TRUE
cases,2016-W14,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,16,1487969,1.08,10.5,2.55,TRUE
cases,2016-W15,iso_week,AG,canton,all,agegroup_ili_ari,all,all,11,663462,1.66,15.5,3.47,TRUE
cases,2016-W15,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16003,0,0,0,TRUE
cases,2016-W15,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,54954,0,0,0,TRUE
cases,2016-W15,iso_week,BE,canton,all,agegroup_ili_ari,all,all,18,1026513,1.75,25.4,3.7,TRUE
cases,2016-W15,iso_week,BL,canton,all,agegroup_ili_ari,all,all,3,285624,1.05,4.2,3.85,TRUE
cases,2016-W15,iso_week,BS,canton,all,agegroup_ili_ari,all,all,2,193070,1.04,2.8,4.14,TRUE
cases,2016-W15,iso_week,CH,country,all,agegroup_ili_ari,all,all,71,8419550,0.84,100,2.66,TRUE
cases,2016-W15,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,71,8457360,0.84,100,2.65,TRUE
cases,2016-W15,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,37810,0,0,0,TRUE
cases,2016-W15,iso_week,FR,canton,all,agegroup_ili_ari,all,all,1,311914,0.32,1.4,0.96,TRUE
cases,2016-W15,iso_week,GE,canton,all,agegroup_ili_ari,all,all,5,489524,1.02,7,4.7,TRUE
cases,2016-W15,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40147,0,0,2.49,TRUE
cases,2016-W15,iso_week,GR,canton,all,agegroup_ili_ari,all,all,2,197550,1.01,2.8,3.04,TRUE
cases,2016-W15,iso_week,JU,canton,all,agegroup_ili_ari,all,all,1,73122,1.37,1.4,4.1,TRUE
cases,2016-W15,iso_week,LU,canton,all,agegroup_ili_ari,all,all,1,403397,0.25,1.4,0.5,TRUE
cases,2016-W15,iso_week,NE,canton,all,agegroup_ili_ari,all,all,1,178567,0.56,1.4,3.92,TRUE
cases,2016-W15,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,42556,0,0,2.35,TRUE
cases,2016-W15,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37378,0,0,2.68,TRUE
cases,2016-W15,iso_week,SG,canton,all,agegroup_ili_ari,all,all,4,502552,0.8,5.6,2.59,TRUE
cases,2016-W15,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,80769,0,0,2.48,TRUE
cases,2016-W15,iso_week,SO,canton,all,agegroup_ili_ari,all,all,2,269441,0.74,2.8,1.86,TRUE
cases,2016-W15,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,1,155863,0.64,1.4,0.64,TRUE
cases,2016-W15,iso_week,TG,canton,all,agegroup_ili_ari,all,all,2,270709,0.74,2.8,0.74,TRUE
cases,2016-W15,iso_week,TI,canton,all,agegroup_ili_ari,all,all,4,354375,1.13,5.6,2.82,TRUE
cases,2016-W15,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,0,NA,TRUE
cases,2016-W15,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36145,0,0,0,TRUE
cases,2016-W15,iso_week,VD,canton,all,agegroup_ili_ari,all,all,5,784822,0.64,7,3.7,TRUE
cases,2016-W15,iso_week,VS,canton,all,agegroup_ili_ari,all,all,5,339176,1.47,7,3.54,TRUE
cases,2016-W15,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,0,123948,0,0,3.23,TRUE
cases,2016-W15,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,3,1487969,0.2,4.2,1.28,TRUE
cases,2016-W16,iso_week,AG,canton,all,agegroup_ili_ari,all,all,3,663462,0.45,6.7,2.11,TRUE
cases,2016-W16,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16003,0,0,0,TRUE
cases,2016-W16,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,54954,0,0,0,TRUE
cases,2016-W16,iso_week,BE,canton,all,agegroup_ili_ari,all,all,5,1026513,0.49,11.1,2.24,TRUE
cases,2016-W16,iso_week,BL,canton,all,agegroup_ili_ari,all,all,2,285624,0.7,4.4,1.75,TRUE
cases,2016-W16,iso_week,BS,canton,all,agegroup_ili_ari,all,all,0,193070,0,0,1.04,TRUE
cases,2016-W16,iso_week,CH,country,all,agegroup_ili_ari,all,all,45,8419550,0.53,97.8,1.38,TRUE
cases,2016-W16,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,46,8457360,0.54,100,1.38,TRUE
cases,2016-W16,iso_week,FL,country,all,agegroup_ili_ari,all,all,1,37810,2.64,2.2,2.64,TRUE
cases,2016-W16,iso_week,FR,canton,all,agegroup_ili_ari,all,all,1,311914,0.32,2.2,0.64,TRUE
cases,2016-W16,iso_week,GE,canton,all,agegroup_ili_ari,all,all,7,489524,1.43,15.6,2.45,TRUE
cases,2016-W16,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40147,0,0,0,TRUE
cases,2016-W16,iso_week,GR,canton,all,agegroup_ili_ari,all,all,0,197550,0,0,1.01,TRUE
cases,2016-W16,iso_week,JU,canton,all,agegroup_ili_ari,all,all,0,73122,0,0,1.37,TRUE
cases,2016-W16,iso_week,LU,canton,all,agegroup_ili_ari,all,all,1,403397,0.25,2.2,0.5,TRUE
cases,2016-W16,iso_week,NE,canton,all,agegroup_ili_ari,all,all,1,178567,0.56,2.2,1.12,TRUE
cases,2016-W16,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,42556,0,0,0,TRUE
cases,2016-W16,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37378,0,0,0,TRUE
cases,2016-W16,iso_week,SG,canton,all,agegroup_ili_ari,all,all,1,502552,0.2,2.2,0.99,TRUE
cases,2016-W16,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,80769,0,0,0,TRUE
cases,2016-W16,iso_week,SO,canton,all,agegroup_ili_ari,all,all,1,269441,0.37,2.2,1.11,TRUE
cases,2016-W16,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,155863,0,0,0.64,TRUE
cases,2016-W16,iso_week,TG,canton,all,agegroup_ili_ari,all,all,2,270709,0.74,4.4,1.48,TRUE
cases,2016-W16,iso_week,TI,canton,all,agegroup_ili_ari,all,all,2,354375,0.56,4.4,1.69,TRUE
cases,2016-W16,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,1,NA,NA,2.2,NA,TRUE
cases,2016-W16,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36145,0,0,0,TRUE
cases,2016-W16,iso_week,VD,canton,all,agegroup_ili_ari,all,all,8,784822,1.02,17.8,1.66,TRUE
cases,2016-W16,iso_week,VS,canton,all,agegroup_ili_ari,all,all,3,339176,0.88,6.7,2.36,TRUE
cases,2016-W16,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,0,123948,0,0,0,TRUE
cases,2016-W16,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,7,1487969,0.47,15.6,0.67,TRUE
cases,2016-W17,iso_week,AG,canton,all,agegroup_ili_ari,all,all,1,663462,0.15,4.3,0.6,TRUE
cases,2016-W17,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16003,0,0,0,TRUE
cases,2016-W17,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,54954,0,0,0,TRUE
cases,2016-W17,iso_week,BE,canton,all,agegroup_ili_ari,all,all,3,1026513,0.29,13,0.78,TRUE
cases,2016-W17,iso_week,BL,canton,all,agegroup_ili_ari,all,all,0,285624,0,0,0.7,TRUE
cases,2016-W17,iso_week,BS,canton,all,agegroup_ili_ari,all,all,3,193070,1.55,13,1.55,TRUE
cases,2016-W17,iso_week,CH,country,all,agegroup_ili_ari,all,all,23,8419550,0.27,100,0.81,TRUE
cases,2016-W17,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,23,8457360,0.27,100,0.82,TRUE
cases,2016-W17,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,37810,0,0,2.64,TRUE
cases,2016-W17,iso_week,FR,canton,all,agegroup_ili_ari,all,all,0,311914,0,0,0.32,TRUE
cases,2016-W17,iso_week,GE,canton,all,agegroup_ili_ari,all,all,2,489524,0.41,8.7,1.84,TRUE
cases,2016-W17,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40147,0,0,0,TRUE
cases,2016-W17,iso_week,GR,canton,all,agegroup_ili_ari,all,all,0,197550,0,0,0,TRUE
cases,2016-W17,iso_week,JU,canton,all,agegroup_ili_ari,all,all,0,73122,0,0,0,TRUE
cases,2016-W17,iso_week,LU,canton,all,agegroup_ili_ari,all,all,0,403397,0,0,0.25,TRUE
cases,2016-W17,iso_week,NE,canton,all,agegroup_ili_ari,all,all,0,178567,0,0,0.56,TRUE
cases,2016-W17,iso_week,NW,canton,all,agegroup_ili_ari,all,all,1,42556,2.35,4.3,2.35,TRUE
cases,2016-W17,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37378,0,0,0,TRUE
cases,2016-W17,iso_week,SG,canton,all,agegroup_ili_ari,all,all,1,502552,0.2,4.3,0.4,TRUE
cases,2016-W17,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,80769,0,0,0,TRUE
cases,2016-W17,iso_week,SO,canton,all,agegroup_ili_ari,all,all,1,269441,0.37,4.3,0.74,TRUE
cases,2016-W17,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,155863,0,0,0,TRUE
cases,2016-W17,iso_week,TG,canton,all,agegroup_ili_ari,all,all,0,270709,0,0,0.74,TRUE
cases,2016-W17,iso_week,TI,canton,all,agegroup_ili_ari,all,all,1,354375,0.28,4.3,0.85,TRUE
cases,2016-W17,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,0,NA,TRUE
cases,2016-W17,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36145,0,0,0,TRUE
cases,2016-W17,iso_week,VD,canton,all,agegroup_ili_ari,all,all,4,784822,0.51,17.4,1.53,TRUE
cases,2016-W17,iso_week,VS,canton,all,agegroup_ili_ari,all,all,1,339176,0.29,4.3,1.18,TRUE
cases,2016-W17,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,0,123948,0,0,0,TRUE
cases,2016-W17,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,5,1487969,0.34,21.7,0.81,TRUE
cases,2016-W18,iso_week,AG,canton,all,agegroup_ili_ari,all,all,0,663462,0,0,0.15,TRUE
cases,2016-W18,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16003,0,0,0,TRUE
cases,2016-W18,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,54954,0,0,0,TRUE
cases,2016-W18,iso_week,BE,canton,all,agegroup_ili_ari,all,all,2,1026513,0.19,18.2,0.49,TRUE
cases,2016-W18,iso_week,BL,canton,all,agegroup_ili_ari,all,all,1,285624,0.35,9.1,0.35,TRUE
cases,2016-W18,iso_week,BS,canton,all,agegroup_ili_ari,all,all,1,193070,0.52,9.1,2.07,TRUE
cases,2016-W18,iso_week,CH,country,all,agegroup_ili_ari,all,all,11,8419550,0.13,91.7,0.4,TRUE
cases,2016-W18,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,12,8457360,0.14,100,0.41,TRUE
cases,2016-W18,iso_week,FL,country,all,agegroup_ili_ari,all,all,1,37810,2.64,8.3,2.64,TRUE
cases,2016-W18,iso_week,FR,canton,all,agegroup_ili_ari,all,all,0,311914,0,0,0,TRUE
cases,2016-W18,iso_week,GE,canton,all,agegroup_ili_ari,all,all,0,489524,0,0,0.41,TRUE
cases,2016-W18,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40147,0,0,0,TRUE
