valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,type,value,pop,incValue,prct,inc14d,dataComplete
cases,2018-W26,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16145,0,NA,0,TRUE
cases,2018-W26,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,55234,0,NA,0,TRUE
cases,2018-W26,iso_week,BE,canton,all,agegroup_ili_ari,all,all,0,1034977,0,NA,0,TRUE
cases,2018-W26,iso_week,BL,canton,all,agegroup_ili_ari,all,all,0,288132,0,NA,0,TRUE
cases,2018-W26,iso_week,BS,canton,all,agegroup_ili_ari,all,all,0,194766,0,NA,0,TRUE
cases,2018-W26,iso_week,CH,country,all,agegroup_ili_ari,all,all,0,8544527,0,NA,0.05,TRUE
cases,2018-W26,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,0,8582905,0,NA,0.05,TRUE
cases,2018-W26,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,38378,0,NA,0,TRUE
cases,2018-W26,iso_week,FR,canton,all,agegroup_ili_ari,all,all,0,318714,0,NA,0,TRUE
cases,2018-W26,iso_week,GE,canton,all,agegroup_ili_ari,all,all,0,499480,0,NA,0,TRUE
cases,2018-W26,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40403,0,NA,0,TRUE
cases,2018-W26,iso_week,GR,canton,all,agegroup_ili_ari,all,all,0,198379,0,NA,0,TRUE
cases,2018-W26,iso_week,JU,canton,all,agegroup_ili_ari,all,all,0,73419,0,NA,0,TRUE
cases,2018-W26,iso_week,LU,canton,all,agegroup_ili_ari,all,all,0,409557,0,NA,0.73,TRUE
cases,2018-W26,iso_week,NE,canton,all,agegroup_ili_ari,all,all,0,176850,0,NA,0,TRUE
cases,2018-W26,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,43223,0,NA,0,TRUE
cases,2018-W26,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37841,0,NA,0,TRUE
cases,2018-W26,iso_week,SG,canton,all,agegroup_ili_ari,all,all,0,507697,0,NA,0,TRUE
cases,2018-W26,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,81991,0,NA,0,TRUE
cases,2018-W26,iso_week,SO,canton,all,agegroup_ili_ari,all,all,0,273194,0,NA,0,TRUE
cases,2018-W26,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,159165,0,NA,0,TRUE
cases,2018-W26,iso_week,TG,canton,all,agegroup_ili_ari,all,all,0,276472,0,NA,0,TRUE
cases,2018-W26,iso_week,TI,canton,all,agegroup_ili_ari,all,all,0,353343,0,NA,0,TRUE
cases,2018-W26,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,NA,NA,TRUE
cases,2018-W26,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36433,0,NA,2.74,TRUE
cases,2018-W26,iso_week,VD,canton,all,agegroup_ili_ari,all,all,0,799145,0,NA,0,TRUE
cases,2018-W26,iso_week,VS,canton,all,agegroup_ili_ari,all,all,0,343955,0,NA,0,TRUE
cases,2018-W26,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,0,126837,0,NA,0,TRUE
cases,2018-W26,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,0,1520968,0,NA,0,TRUE
cases,2018-W27,iso_week,AG,canton,all,agegroup_ili_ari,all,all,0,678207,0,0,0,TRUE
cases,2018-W27,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16145,0,0,0,TRUE
cases,2018-W27,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,55234,0,0,0,TRUE
cases,2018-W27,iso_week,BE,canton,all,agegroup_ili_ari,all,all,0,1034977,0,0,0,TRUE
cases,2018-W27,iso_week,BL,canton,all,agegroup_ili_ari,all,all,0,288132,0,0,0,TRUE
cases,2018-W27,iso_week,BS,canton,all,agegroup_ili_ari,all,all,0,194766,0,0,0,TRUE
cases,2018-W27,iso_week,CH,country,all,agegroup_ili_ari,all,all,2,8544527,0.02,100,0.02,TRUE
cases,2018-W27,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,2,8582905,0.02,100,0.02,TRUE
cases,2018-W27,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,38378,0,0,0,TRUE
cases,2018-W27,iso_week,FR,canton,all,agegroup_ili_ari,all,all,0,318714,0,0,0,TRUE
cases,2018-W27,iso_week,GE,canton,all,agegroup_ili_ari,all,all,0,499480,0,0,0,TRUE
cases,2018-W27,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40403,0,0,0,TRUE
cases,2018-W27,iso_week,GR,canton,all,agegroup_ili_ari,all,all,1,198379,0.5,50,0.5,TRUE
cases,2018-W27,iso_week,JU,canton,all,agegroup_ili_ari,all,all,0,73419,0,0,0,TRUE
cases,2018-W27,iso_week,LU,canton,all,agegroup_ili_ari,all,all,0,409557,0,0,0,TRUE
cases,2018-W27,iso_week,NE,canton,all,agegroup_ili_ari,all,all,0,176850,0,0,0,TRUE
cases,2018-W27,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,43223,0,0,0,TRUE
cases,2018-W27,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37841,0,0,0,TRUE
cases,2018-W27,iso_week,SG,canton,all,agegroup_ili_ari,all,all,0,507697,0,0,0,TRUE
cases,2018-W27,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,81991,0,0,0,TRUE
cases,2018-W27,iso_week,SO,canton,all,agegroup_ili_ari,all,all,0,273194,0,0,0,TRUE
cases,2018-W27,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,159165,0,0,0,TRUE
cases,2018-W27,iso_week,TG,canton,all,agegroup_ili_ari,all,all,0,276472,0,0,0,TRUE
cases,2018-W27,iso_week,TI,canton,all,agegroup_ili_ari,all,all,1,353343,0.28,50,0.28,TRUE
cases,2018-W27,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,0,NA,TRUE
cases,2018-W27,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36433,0,0,0,TRUE
cases,2018-W27,iso_week,VD,canton,all,agegroup_ili_ari,all,all,0,799145,0,0,0,TRUE
cases,2018-W27,iso_week,VS,canton,all,agegroup_ili_ari,all,all,0,343955,0,0,0,TRUE
cases,2018-W27,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,0,126837,0,0,0,TRUE
cases,2018-W27,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,0,1520968,0,0,0,TRUE
cases,2018-W28,iso_week,AG,canton,all,agegroup_ili_ari,all,all,0,678207,0,0,0,TRUE
cases,2018-W28,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16145,0,0,0,TRUE
cases,2018-W28,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,55234,0,0,0,TRUE
cases,2018-W28,iso_week,BE,canton,all,agegroup_ili_ari,all,all,0,1034977,0,0,0,TRUE
cases,2018-W28,iso_week,BL,canton,all,agegroup_ili_ari,all,all,0,288132,0,0,0,TRUE
cases,2018-W28,iso_week,BS,canton,all,agegroup_ili_ari,all,all,1,194766,0.51,50,0.51,TRUE
cases,2018-W28,iso_week,CH,country,all,agegroup_ili_ari,all,all,2,8544527,0.02,100,0.05,TRUE
cases,2018-W28,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,2,8582905,0.02,100,0.05,TRUE
cases,2018-W28,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,38378,0,0,0,TRUE
cases,2018-W28,iso_week,FR,canton,all,agegroup_ili_ari,all,all,0,318714,0,0,0,TRUE
cases,2018-W28,iso_week,GE,canton,all,agegroup_ili_ari,all,all,0,499480,0,0,0,TRUE
cases,2018-W28,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40403,0,0,0,TRUE
cases,2018-W28,iso_week,GR,canton,all,agegroup_ili_ari,all,all,0,198379,0,0,0.5,TRUE
cases,2018-W28,iso_week,JU,canton,all,agegroup_ili_ari,all,all,0,73419,0,0,0,TRUE
cases,2018-W28,iso_week,LU,canton,all,agegroup_ili_ari,all,all,1,409557,0.24,50,0.24,TRUE
cases,2018-W28,iso_week,NE,canton,all,agegroup_ili_ari,all,all,0,176850,0,0,0,TRUE
cases,2018-W28,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,43223,0,0,0,TRUE
cases,2018-W28,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37841,0,0,0,TRUE
cases,2018-W28,iso_week,SG,canton,all,agegroup_ili_ari,all,all,0,507697,0,0,0,TRUE
cases,2018-W28,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,81991,0,0,0,TRUE
cases,2018-W28,iso_week,SO,canton,all,agegroup_ili_ari,all,all,0,273194,0,0,0,TRUE
cases,2018-W28,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,159165,0,0,0,TRUE
cases,2018-W28,iso_week,TG,canton,all,agegroup_ili_ari,all,all,0,276472,0,0,0,TRUE
cases,2018-W28,iso_week,TI,canton,all,agegroup_ili_ari,all,all,0,353343,0,0,0.28,TRUE
cases,2018-W28,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,0,NA,TRUE
cases,2018-W28,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36433,0,0,0,TRUE
cases,2018-W28,iso_week,VD,canton,all,agegroup_ili_ari,all,all,0,799145,0,0,0,TRUE
cases,2018-W28,iso_week,VS,canton,all,agegroup_ili_ari,all,all,0,343955,0,0,0,TRUE
cases,2018-W28,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,0,126837,0,0,0,TRUE
cases,2018-W28,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,0,1520968,0,0,0,TRUE
cases,2018-W29,iso_week,AG,canton,all,agegroup_ili_ari,all,all,0,678207,0,NA,0,TRUE
cases,2018-W29,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16145,0,NA,0,TRUE
cases,2018-W29,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,55234,0,NA,0,TRUE
cases,2018-W29,iso_week,BE,canton,all,agegroup_ili_ari,all,all,0,1034977,0,NA,0,TRUE
cases,2018-W29,iso_week,BL,canton,all,agegroup_ili_ari,all,all,0,288132,0,NA,0,TRUE
cases,2018-W29,iso_week,BS,canton,all,agegroup_ili_ari,all,all,0,194766,0,NA,0.51,TRUE
cases,2018-W29,iso_week,CH,country,all,agegroup_ili_ari,all,all,0,8544527,0,NA,0.02,TRUE
cases,2018-W29,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,0,8582905,0,NA,0.02,TRUE
cases,2018-W29,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,38378,0,NA,0,TRUE
cases,2018-W29,iso_week,FR,canton,all,agegroup_ili_ari,all,all,0,318714,0,NA,0,TRUE
cases,2018-W29,iso_week,GE,canton,all,agegroup_ili_ari,all,all,0,499480,0,NA,0,TRUE
cases,2018-W29,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40403,0,NA,0,TRUE
cases,2018-W29,iso_week,GR,canton,all,agegroup_ili_ari,all,all,0,198379,0,NA,0,TRUE
cases,2018-W29,iso_week,JU,canton,all,agegroup_ili_ari,all,all,0,73419,0,NA,0,TRUE
cases,2018-W29,iso_week,LU,canton,all,agegroup_ili_ari,all,all,0,409557,0,NA,0.24,TRUE
cases,2018-W29,iso_week,NE,canton,all,agegroup_ili_ari,all,all,0,176850,0,NA,0,TRUE
cases,2018-W29,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,43223,0,NA,0,TRUE
cases,2018-W29,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37841,0,NA,0,TRUE
cases,2018-W29,iso_week,SG,canton,all,agegroup_ili_ari,all,all,0,507697,0,NA,0,TRUE
cases,2018-W29,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,81991,0,NA,0,TRUE
cases,2018-W29,iso_week,SO,canton,all,agegroup_ili_ari,all,all,0,273194,0,NA,0,TRUE
cases,2018-W29,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,159165,0,NA,0,TRUE
cases,2018-W29,iso_week,TG,canton,all,agegroup_ili_ari,all,all,0,276472,0,NA,0,TRUE
cases,2018-W29,iso_week,TI,canton,all,agegroup_ili_ari,all,all,0,353343,0,NA,0,TRUE
cases,2018-W29,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,NA,NA,TRUE
cases,2018-W29,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36433,0,NA,0,TRUE
cases,2018-W29,iso_week,VD,canton,all,agegroup_ili_ari,all,all,0,799145,0,NA,0,TRUE
cases,2018-W29,iso_week,VS,canton,all,agegroup_ili_ari,all,all,0,343955,0,NA,0,TRUE
cases,2018-W29,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,0,126837,0,NA,0,TRUE
cases,2018-W29,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,0,1520968,0,NA,0,TRUE
cases,2018-W30,iso_week,AG,canton,all,agegroup_ili_ari,all,all,0,678207,0,0,0,TRUE
cases,2018-W30,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16145,0,0,0,TRUE
cases,2018-W30,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,55234,0,0,0,TRUE
cases,2018-W30,iso_week,BE,canton,all,agegroup_ili_ari,all,all,0,1034977,0,0,0,TRUE
cases,2018-W30,iso_week,BL,canton,all,agegroup_ili_ari,all,all,1,288132,0.35,50,0.35,TRUE
cases,2018-W30,iso_week,BS,canton,all,agegroup_ili_ari,all,all,0,194766,0,0,0,TRUE
cases,2018-W30,iso_week,CH,country,all,agegroup_ili_ari,all,all,2,8544527,0.02,100,0.02,TRUE
cases,2018-W30,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,2,8582905,0.02,100,0.02,TRUE
cases,2018-W30,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,38378,0,0,0,TRUE
cases,2018-W30,iso_week,FR,canton,all,agegroup_ili_ari,all,all,0,318714,0,0,0,TRUE
cases,2018-W30,iso_week,GE,canton,all,agegroup_ili_ari,all,all,1,499480,0.2,50,0.2,TRUE
cases,2018-W30,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40403,0,0,0,TRUE
cases,2018-W30,iso_week,GR,canton,all,agegroup_ili_ari,all,all,0,198379,0,0,0,TRUE
cases,2018-W30,iso_week,JU,canton,all,agegroup_ili_ari,all,all,0,73419,0,0,0,TRUE
cases,2018-W30,iso_week,LU,canton,all,agegroup_ili_ari,all,all,0,409557,0,0,0,TRUE
cases,2018-W30,iso_week,NE,canton,all,agegroup_ili_ari,all,all,0,176850,0,0,0,TRUE
cases,2018-W30,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,43223,0,0,0,TRUE
cases,2018-W30,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37841,0,0,0,TRUE
cases,2018-W30,iso_week,SG,canton,all,agegroup_ili_ari,all,all,0,507697,0,0,0,TRUE
cases,2018-W30,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,81991,0,0,0,TRUE
cases,2018-W30,iso_week,SO,canton,all,agegroup_ili_ari,all,all,0,273194,0,0,0,TRUE
cases,2018-W30,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,159165,0,0,0,TRUE
cases,2018-W30,iso_week,TG,canton,all,agegroup_ili_ari,all,all,0,276472,0,0,0,TRUE
cases,2018-W30,iso_week,TI,canton,all,agegroup_ili_ari,all,all,0,353343,0,0,0,TRUE
cases,2018-W30,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,0,NA,TRUE
cases,2018-W30,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36433,0,0,0,TRUE
cases,2018-W30,iso_week,VD,canton,all,agegroup_ili_ari,all,all,0,799145,0,0,0,TRUE
cases,2018-W30,iso_week,VS,canton,all,agegroup_ili_ari,all,all,0,343955,0,0,0,TRUE
cases,2018-W30,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,0,126837,0,0,0,TRUE
cases,2018-W30,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,0,1520968,0,0,0,TRUE
cases,2018-W31,iso_week,AG,canton,all,agegroup_ili_ari,all,all,0,678207,0,NA,0,TRUE
cases,2018-W31,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16145,0,NA,0,TRUE
cases,2018-W31,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,55234,0,NA,0,TRUE
cases,2018-W31,iso_week,BE,canton,all,agegroup_ili_ari,all,all,0,1034977,0,NA,0,TRUE
cases,2018-W31,iso_week,BL,canton,all,agegroup_ili_ari,all,all,0,288132,0,NA,0.35,TRUE
cases,2018-W31,iso_week,BS,canton,all,agegroup_ili_ari,all,all,0,194766,0,NA,0,TRUE
cases,2018-W31,iso_week,CH,country,all,agegroup_ili_ari,all,all,0,8544527,0,NA,0.02,TRUE
cases,2018-W31,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,0,8582905,0,NA,0.02,TRUE
cases,2018-W31,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,38378,0,NA,0,TRUE
cases,2018-W31,iso_week,FR,canton,all,agegroup_ili_ari,all,all,0,318714,0,NA,0,TRUE
cases,2018-W31,iso_week,GE,canton,all,agegroup_ili_ari,all,all,0,499480,0,NA,0.2,TRUE
cases,2018-W31,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40403,0,NA,0,TRUE
cases,2018-W31,iso_week,GR,canton,all,agegroup_ili_ari,all,all,0,198379,0,NA,0,TRUE
cases,2018-W31,iso_week,JU,canton,all,agegroup_ili_ari,all,all,0,73419,0,NA,0,TRUE
cases,2018-W31,iso_week,LU,canton,all,agegroup_ili_ari,all,all,0,409557,0,NA,0,TRUE
cases,2018-W31,iso_week,NE,canton,all,agegroup_ili_ari,all,all,0,176850,0,NA,0,TRUE
cases,2018-W31,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,43223,0,NA,0,TRUE
cases,2018-W31,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37841,0,NA,0,TRUE
cases,2018-W31,iso_week,SG,canton,all,agegroup_ili_ari,all,all,0,507697,0,NA,0,TRUE
cases,2018-W31,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,81991,0,NA,0,TRUE
cases,2018-W31,iso_week,SO,canton,all,agegroup_ili_ari,all,all,0,273194,0,NA,0,TRUE
cases,2018-W31,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,159165,0,NA,0,TRUE
cases,2018-W31,iso_week,TG,canton,all,agegroup_ili_ari,all,all,0,276472,0,NA,0,TRUE
cases,2018-W31,iso_week,TI,canton,all,agegroup_ili_ari,all,all,0,353343,0,NA,0,TRUE
cases,2018-W31,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,NA,NA,TRUE
cases,2018-W31,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36433,0,NA,0,TRUE
cases,2018-W31,iso_week,VD,canton,all,agegroup_ili_ari,all,all,0,799145,0,NA,0,TRUE
cases,2018-W31,iso_week,VS,canton,all,agegroup_ili_ari,all,all,0,343955,0,NA,0,TRUE
cases,2018-W31,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,0,126837,0,NA,0,TRUE
cases,2018-W31,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,0,1520968,0,NA,0,TRUE
cases,2018-W32,iso_week,AG,canton,all,agegroup_ili_ari,all,all,0,678207,0,NA,0,TRUE
cases,2018-W32,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16145,0,NA,0,TRUE
cases,2018-W32,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,55234,0,NA,0,TRUE
cases,2018-W32,iso_week,BE,canton,all,agegroup_ili_ari,all,all,0,1034977,0,NA,0,TRUE
cases,2018-W32,iso_week,BL,canton,all,agegroup_ili_ari,all,all,0,288132,0,NA,0,TRUE
cases,2018-W32,iso_week,BS,canton,all,agegroup_ili_ari,all,all,0,194766,0,NA,0,TRUE
cases,2018-W32,iso_week,CH,country,all,agegroup_ili_ari,all,all,0,8544527,0,NA,0,TRUE
cases,2018-W32,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,0,8582905,0,NA,0,TRUE
cases,2018-W32,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,38378,0,NA,0,TRUE
cases,2018-W32,iso_week,FR,canton,all,agegroup_ili_ari,all,all,0,318714,0,NA,0,TRUE
cases,2018-W32,iso_week,GE,canton,all,agegroup_ili_ari,all,all,0,499480,0,NA,0,TRUE
cases,2018-W32,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40403,0,NA,0,TRUE
cases,2018-W32,iso_week,GR,canton,all,agegroup_ili_ari,all,all,0,198379,0,NA,0,TRUE
cases,2018-W32,iso_week,JU,canton,all,agegroup_ili_ari,all,all,0,73419,0,NA,0,TRUE
cases,2018-W32,iso_week,LU,canton,all,agegroup_ili_ari,all,all,0,409557,0,NA,0,TRUE
cases,2018-W32,iso_week,NE,canton,all,agegroup_ili_ari,all,all,0,176850,0,NA,0,TRUE
cases,2018-W32,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,43223,0,NA,0,TRUE
cases,2018-W32,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37841,0,NA,0,TRUE
cases,2018-W32,iso_week,SG,canton,all,agegroup_ili_ari,all,all,0,507697,0,NA,0,TRUE
cases,2018-W32,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,81991,0,NA,0,TRUE
cases,2018-W32,iso_week,SO,canton,all,agegroup_ili_ari,all,all,0,273194,0,NA,0,TRUE
cases,2018-W32,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,159165,0,NA,0,TRUE
cases,2018-W32,iso_week,TG,canton,all,agegroup_ili_ari,all,all,0,276472,0,NA,0,TRUE
cases,2018-W32,iso_week,TI,canton,all,agegroup_ili_ari,all,all,0,353343,0,NA,0,TRUE
cases,2018-W32,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,NA,NA,TRUE
cases,2018-W32,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36433,0,NA,0,TRUE
cases,2018-W32,iso_week,VD,canton,all,agegroup_ili_ari,all,all,0,799145,0,NA,0,TRUE
cases,2018-W32,iso_week,VS,canton,all,agegroup_ili_ari,all,all,0,343955,0,NA,0,TRUE
cases,2018-W32,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,0,126837,0,NA,0,TRUE
cases,2018-W32,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,0,1520968,0,NA,0,TRUE
cases,2018-W33,iso_week,AG,canton,all,agegroup_ili_ari,all,all,0,678207,0,0,0,TRUE
cases,2018-W33,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16145,0,0,0,TRUE
cases,2018-W33,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,55234,0,0,0,TRUE
cases,2018-W33,iso_week,BE,canton,all,agegroup_ili_ari,all,all,0,1034977,0,0,0,TRUE
cases,2018-W33,iso_week,BL,canton,all,agegroup_ili_ari,all,all,0,288132,0,0,0,TRUE
cases,2018-W33,iso_week,BS,canton,all,agegroup_ili_ari,all,all,0,194766,0,0,0,TRUE
cases,2018-W33,iso_week,CH,country,all,agegroup_ili_ari,all,all,2,8544527,0.02,100,0.02,TRUE
cases,2018-W33,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,2,8582905,0.02,100,0.02,TRUE
cases,2018-W33,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,38378,0,0,0,TRUE
cases,2018-W33,iso_week,FR,canton,all,agegroup_ili_ari,all,all,0,318714,0,0,0,TRUE
cases,2018-W33,iso_week,GE,canton,all,agegroup_ili_ari,all,all,0,499480,0,0,0,TRUE
cases,2018-W33,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40403,0,0,0,TRUE
cases,2018-W33,iso_week,GR,canton,all,agegroup_ili_ari,all,all,0,198379,0,0,0,TRUE
cases,2018-W33,iso_week,JU,canton,all,agegroup_ili_ari,all,all,0,73419,0,0,0,TRUE
cases,2018-W33,iso_week,LU,canton,all,agegroup_ili_ari,all,all,0,409557,0,0,0,TRUE
cases,2018-W33,iso_week,NE,canton,all,agegroup_ili_ari,all,all,0,176850,0,0,0,TRUE
cases,2018-W33,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,43223,0,0,0,TRUE
cases,2018-W33,iso_week,OW,canton,all,agegroup_ili_ari,all,all,0,37841,0,0,0,TRUE
cases,2018-W33,iso_week,SG,canton,all,agegroup_ili_ari,all,all,0,507697,0,0,0,TRUE
cases,2018-W33,iso_week,SH,canton,all,agegroup_ili_ari,all,all,0,81991,0,0,0,TRUE
cases,2018-W33,iso_week,SO,canton,all,agegroup_ili_ari,all,all,0,273194,0,0,0,TRUE
cases,2018-W33,iso_week,SZ,canton,all,agegroup_ili_ari,all,all,0,159165,0,0,0,TRUE
cases,2018-W33,iso_week,TG,canton,all,agegroup_ili_ari,all,all,0,276472,0,0,0,TRUE
cases,2018-W33,iso_week,TI,canton,all,agegroup_ili_ari,all,all,1,353343,0.28,50,0.28,TRUE
cases,2018-W33,iso_week,unknown,canton,all,agegroup_ili_ari,all,all,0,NA,NA,0,NA,TRUE
cases,2018-W33,iso_week,UR,canton,all,agegroup_ili_ari,all,all,0,36433,0,0,0,TRUE
cases,2018-W33,iso_week,VD,canton,all,agegroup_ili_ari,all,all,0,799145,0,0,0,TRUE
cases,2018-W33,iso_week,VS,canton,all,agegroup_ili_ari,all,all,0,343955,0,0,0,TRUE
cases,2018-W33,iso_week,ZG,canton,all,agegroup_ili_ari,all,all,0,126837,0,0,0,TRUE
cases,2018-W33,iso_week,ZH,canton,all,agegroup_ili_ari,all,all,1,1520968,0.07,50,0.07,TRUE
cases,2018-W34,iso_week,AG,canton,all,agegroup_ili_ari,all,all,0,678207,0,NA,0,TRUE
cases,2018-W34,iso_week,AI,canton,all,agegroup_ili_ari,all,all,0,16145,0,NA,0,TRUE
cases,2018-W34,iso_week,AR,canton,all,agegroup_ili_ari,all,all,0,55234,0,NA,0,TRUE
cases,2018-W34,iso_week,BE,canton,all,agegroup_ili_ari,all,all,0,1034977,0,NA,0,TRUE
cases,2018-W34,iso_week,BL,canton,all,agegroup_ili_ari,all,all,0,288132,0,NA,0,TRUE
cases,2018-W34,iso_week,BS,canton,all,agegroup_ili_ari,all,all,0,194766,0,NA,0,TRUE
cases,2018-W34,iso_week,CH,country,all,agegroup_ili_ari,all,all,0,8544527,0,NA,0.02,TRUE
cases,2018-W34,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,all,0,8582905,0,NA,0.02,TRUE
cases,2018-W34,iso_week,FL,country,all,agegroup_ili_ari,all,all,0,38378,0,NA,0,TRUE
cases,2018-W34,iso_week,FR,canton,all,agegroup_ili_ari,all,all,0,318714,0,NA,0,TRUE
cases,2018-W34,iso_week,GE,canton,all,agegroup_ili_ari,all,all,0,499480,0,NA,0,TRUE
cases,2018-W34,iso_week,GL,canton,all,agegroup_ili_ari,all,all,0,40403,0,NA,0,TRUE
cases,2018-W34,iso_week,GR,canton,all,agegroup_ili_ari,all,all,0,198379,0,NA,0,TRUE
cases,2018-W34,iso_week,JU,canton,all,agegroup_ili_ari,all,all,0,73419,0,NA,0,TRUE
cases,2018-W34,iso_week,LU,canton,all,agegroup_ili_ari,all,all,0,409557,0,NA,0,TRUE
cases,2018-W34,iso_week,NE,canton,all,agegroup_ili_ari,all,all,0,176850,0,NA,0,TRUE
cases,2018-W34,iso_week,NW,canton,all,agegroup_ili_ari,all,all,0,43223,0,NA,0,TRUE
