,RMSE,lags,seasonal_lags,hidden_layers,alpha,batch_size,activation,learning_rate,exog_lags,grippe_lags,exogenous_lags,grippe_lag
157,0.7835668811034106,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,21.0
158,0.9013520825610604,24,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,22.0
159,0.8501266765679985,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,22.0
160,0.8780440250218405,24,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,23.0
161,0.8176827653788017,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,23.0
162,0.7563688975857104,24,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,24.0
163,0.7418975122302318,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,24.0
164,0.9716099955639961,24,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,25.0
165,0.7047069978216854,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,25.0
166,0.9177445198470225,24,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,26.0
167,0.778321768199362,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,26.0
168,0.793367461578843,24,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,27.0
169,0.8411007582241882,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,27.0
170,0.9479041265792866,24,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,28.0
171,0.8418101183808945,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,28.0
172,0.7391810858832497,24,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,29.0
173,0.765900557529235,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,29.0
174,1.0457146397145445,24,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,30.0
175,0.9285032329143469,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,30.0
176,0.8729537521864715,24,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,31.0
177,0.8372976991571225,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,31.0
178,0.7478994878363858,24,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,32.0
179,0.6863326207783781,24,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,32.0
180,0.7340238955620109,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,15.0
181,0.8625580568985124,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,15.0
182,0.8599191887723188,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,16.0
183,0.6911142526998013,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,16.0
184,0.8445399273999659,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,17.0
185,0.8851991378334669,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,17.0
186,0.7960747894894548,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,18.0
187,0.850442252587401,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,18.0
188,0.8574959314179981,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,19.0
189,0.8073741576562803,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,19.0
190,0.8000674668190356,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,20.0
191,0.7892531454185029,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,20.0
192,0.8738116229161523,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,21.0
193,0.8533741516683614,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,21.0
194,0.8745547890121119,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,22.0
195,1.0043838176777966,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,22.0
196,0.711122151800815,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,23.0
197,0.7038286730390296,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,23.0
198,0.8988132607332452,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,24.0
199,0.7638468904876898,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,24.0
200,0.7750124215071675,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,25.0
201,0.7423984112555672,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,25.0
202,0.8242010280892456,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,26.0
203,0.8516323783653764,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,26.0
204,0.9541623471488978,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,27.0
205,0.8586878895451292,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,27.0
206,0.7538558048321761,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,28.0
207,0.7422706779487167,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,28.0
208,1.0659194203437399,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,29.0
209,1.0338673486770242,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,29.0
210,0.7446355273474682,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,30.0
211,0.861116525063589,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,30.0
212,0.8010954704869021,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,31.0
213,0.7459228688238705,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,31.0
214,0.8306577106562453,25,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,32.0
215,0.8578722119811452,25,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,32.0
216,0.8079533378490873,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,15.0
217,0.798547128497427,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,15.0
218,0.8253899432545829,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,16.0
219,0.9045428977582701,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,16.0
220,0.8135007867678571,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,17.0
221,0.8590847540037809,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,17.0
222,0.9182731292823946,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,18.0
223,0.7542927773062281,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,18.0
224,0.8034671008061781,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,19.0
225,0.796442353993363,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,19.0
226,0.8126990940957688,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,20.0
227,0.7486246548789318,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,20.0
228,0.8036873009850142,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,21.0
229,0.8769256022496824,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,21.0
230,0.7058454202400913,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,22.0
231,0.7670067466761185,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,22.0
232,0.8249795947422477,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,23.0
233,0.7407629192031705,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,23.0
234,0.8055272075071062,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,24.0
235,0.7569891025272274,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,24.0
236,0.839020107289223,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,25.0
237,0.7754191077997913,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,25.0
238,0.8033352052387154,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,26.0
239,0.7962170927660059,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,26.0
240,0.8260465789066291,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,27.0
241,0.7613527055157947,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,27.0
242,0.8854904152443294,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,28.0
243,0.812203088016049,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,28.0
244,0.8367398609467863,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,29.0
245,0.7859712186110205,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,29.0
246,0.7878463535638843,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,30.0
247,0.711890531824792,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,30.0
248,0.796657085762409,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,31.0
249,0.8158590332968668,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,31.0
250,0.8239979042764934,26,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,32.0
251,0.7841356304410864,26,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,32.0
252,0.87702003677816,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,15.0
253,0.8868345038911866,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,15.0
254,0.7262883421582421,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,16.0
255,0.8310861037173739,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,16.0
256,0.8697845981376812,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,17.0
257,0.7779214695813256,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,17.0
258,0.7151265586324703,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,18.0
259,0.7866831211268502,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,18.0
260,0.7962478334169898,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,19.0
261,0.7776114175749566,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,19.0
262,0.849111251805982,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,20.0
263,0.8075503100496108,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,20.0
264,0.7659140778381164,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,21.0
265,0.7248292877228139,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,21.0
266,0.8014431998619286,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,22.0
267,0.7058942959441422,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,22.0
268,0.8965607821091708,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,23.0
269,0.7344246228085088,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,23.0
270,0.8367476678752496,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,24.0
271,0.7984242198942675,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,24.0
272,0.9567598378261014,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,25.0
273,0.8202925072485133,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,25.0
274,0.9000320758556866,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,26.0
275,0.9079138356868808,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,26.0
276,1.0076533157031708,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,27.0
